player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
Gus Edwards,3051926,BAL,RB,2018,rushing,2026-07-03T11:35:43.349205,11.0,4.0,65.3,0.0,0.0,37.0,718.0,2.0,5.2,137.0,43.0
Lamar Jackson,3916387,BAL,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,8.0,43.4,10.0,2.0,45.0,695.0,5.0,4.7,147.0,39.0
Isaiah Crowell,17133,NYJ,RB,2018,rushing,2026-07-03T11:35:43.349205,13.0,6.0,52.7,0.0,0.0,26.0,685.0,6.0,4.8,143.0,77.0
Mark Ingram II,13981,NO,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,3.0,53.8,2.0,1.0,34.0,645.0,6.0,4.7,138.0,38.0
Kerryon Johnson,3916925,DET,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,6.0,64.1,1.0,1.0,32.0,641.0,3.0,5.4,118.0,71.0
Josh Allen,3918298,BUF,QB,2018,rushing,2026-07-03T11:35:43.349205,12.0,8.0,52.6,5.0,1.0,41.0,631.0,8.0,7.1,89.0,45.0
Dalvin Cook,3116593,MIN,RB,2018,rushing,2026-07-03T11:35:43.349205,11.0,4.0,55.9,2.0,2.0,22.0,615.0,2.0,4.6,133.0,70.0
Latavius Murray,15920,MIN,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,6.0,36.1,0.0,0.0,23.0,578.0,6.0,4.1,140.0,38.0
Carlos Hyde,16777,CLE/JAX,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,1.0,40.8,2.0,1.0,27.0,571.0,5.0,3.3,172.0,22.0
Austin Ekeler,3068267,LAC,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,4.0,39.6,0.0,0.0,25.0,554.0,3.0,5.2,106.0,41.0
Deshaun Watson,3122840,HOU,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,34.4,3.0,1.0,33.0,551.0,5.0,5.6,99.0,34.0
Kenyan Drake,2979843,MIA,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,4.0,33.4,2.0,1.0,23.0,535.0,4.0,4.5,120.0,54.0
Royce Freeman,3122672,DEN,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,2.0,37.2,1.0,1.0,30.0,521.0,5.0,4.0,130.0,24.0
Dion Lewis,14198,TEN,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,32.3,1.0,1.0,22.0,517.0,1.0,3.3,155.0,36.0
LeSean McCoy,12514,BUF,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,3.0,36.7,0.0,0.0,22.0,514.0,3.0,3.2,161.0,28.0
Mike Davis,3025433,SEA,RB,2018,rushing,2026-07-03T11:35:43.349205,15.0,2.0,34.3,0.0,0.0,25.0,514.0,4.0,4.6,112.0,37.0
Josh Adams,3932420,PHI,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,4.0,36.5,1.0,1.0,23.0,511.0,3.0,4.3,120.0,29.0
Alfred Blue,16921,HOU,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,31.2,0.0,0.0,25.0,499.0,2.0,3.3,150.0,17.0
Cam Newton,13994,CAR,QB,2018,rushing,2026-07-03T11:35:43.349205,14.0,2.0,34.9,2.0,0.0,36.0,488.0,4.0,4.8,101.0,29.0
Jamaal Williams,2980453,GB,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,29.0,0.0,0.0,25.0,464.0,3.0,3.8,121.0,20.0
Tarik Cohen,3066158,CHI,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,7.0,27.8,2.0,2.0,20.0,444.0,3.0,4.5,99.0,32.0
Leonard Fournette,3115364,JAX,RB,2018,rushing,2026-07-03T11:35:43.349205,8.0,2.0,54.9,0.0,0.0,23.0,439.0,5.0,3.3,133.0,25.0
Alfred Morris,15009,SF,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,3.0,35.7,2.0,1.0,24.0,428.0,2.0,3.9,111.0,51.0
James White,16913,NE,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,5.0,26.6,0.0,0.0,22.0,425.0,5.0,4.5,94.0,27.0
Mitchell Trubisky,3039707,CHI,QB,2018,rushing,2026-07-03T11:35:43.349205,14.0,4.0,30.1,1.0,1.0,29.0,421.0,3.0,6.2,68.0,39.0
Rashaad Penny,3139925,SEA,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,4.0,29.9,0.0,0.0,18.0,419.0,2.0,4.9,85.0,38.0
LeGarrette Blount,13213,DET,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,26.1,1.0,0.0,25.0,418.0,5.0,2.7,154.0,27.0
T.J. Yeldon,2976516,JAX,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,1.0,29.6,1.0,1.0,16.0,414.0,1.0,4.0,104.0,20.0
Alex Collins,3046409,BAL,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,0.0,41.1,3.0,3.0,22.0,411.0,7.0,3.6,114.0,19.0
C.J. Anderson,16040,LAR/CAR,RB,2018,rushing,2026-07-03T11:35:43.349205,11.0,3.0,36.6,0.0,0.0,21.0,403.0,2.0,6.0,67.0,46.0
Chris Ivory,13587,BUF,RB,2018,rushing,2026-07-03T11:35:43.349205,13.0,2.0,29.6,1.0,0.0,25.0,385.0,1.0,3.3,115.0,21.0
Marshawn Lynch,10456,OAK,RB,2018,rushing,2026-07-03T11:35:43.349205,6.0,1.0,62.7,0.0,0.0,20.0,376.0,3.0,4.2,90.0,52.0
Russell Wilson,14881,SEA,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,23.5,3.0,0.0,23.0,376.0,0.0,5.6,67.0,40.0
Blake Bortles,16724,JAX,QB,2018,rushing,2026-07-03T11:35:43.349205,13.0,3.0,28.1,3.0,2.0,28.0,365.0,1.0,6.3,58.0,41.0
Wendell Smallwood,3042429,PHI,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,22.8,1.0,0.0,22.0,364.0,3.0,4.2,87.0,15.0
Marcus Mariota,2576980,TEN,QB,2018,rushing,2026-07-03T11:35:43.349205,14.0,3.0,25.5,3.0,1.0,26.0,357.0,2.0,5.6,64.0,27.0
Bilal Powell,14129,NYJ,RB,2018,rushing,2026-07-03T11:35:43.349205,7.0,2.0,49.0,2.0,1.0,16.0,343.0,0.0,4.3,80.0,38.0
Jordan Wilkins,3051891,IND,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,21.0,0.0,0.0,15.0,336.0,1.0,5.6,60.0,53.0
Kenneth Dixon,2971888,BAL,RB,2018,rushing,2026-07-03T11:35:43.349205,6.0,2.0,55.5,2.0,1.0,20.0,333.0,2.0,5.6,60.0,37.0
Ito Smith,3123969,ATL,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,0.0,22.5,1.0,0.0,18.0,315.0,4.0,3.5,90.0,18.0
Nyheim Hines,3916430,IND,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,19.6,1.0,0.0,17.0,314.0,2.0,3.7,85.0,18.0
Dak Prescott,2577417,DAL,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,19.1,4.0,1.0,25.0,305.0,6.0,4.1,75.0,28.0
Jameis Winston,2969939,TB,QB,2018,rushing,2026-07-03T11:35:43.349205,11.0,0.0,25.5,4.0,1.0,18.0,281.0,1.0,5.7,49.0,18.0
Elijah McGuire,3042494,NYJ,RB,2018,rushing,2026-07-03T11:35:43.349205,8.0,1.0,34.5,2.0,2.0,15.0,276.0,3.0,3.0,92.0,34.0
Patrick Mahomes,3139477,KC,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,17.0,2.0,0.0,18.0,272.0,2.0,4.5,60.0,28.0
Aaron Rodgers,8439,GB,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,16.8,2.0,0.0,20.0,269.0,2.0,6.3,43.0,23.0
Jeff Wilson Jr.,3122976,SF,RB,2018,rushing,2026-07-03T11:35:43.349205,6.0,0.0,44.3,3.0,2.0,13.0,266.0,0.0,4.0,66.0,18.0
Zach Zenner,2521161,DET,RB,2018,rushing,2026-07-03T11:35:43.349205,8.0,1.0,33.1,0.0,0.0,14.0,265.0,3.0,4.8,55.0,29.0
Raheem Mostert,2576414,SF,RB,2018,rushing,2026-07-03T11:35:43.349205,9.0,2.0,29.0,1.0,1.0,13.0,261.0,1.0,7.7,34.0,52.0
Jalen Richard,2972091,OAK,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,16.2,2.0,2.0,11.0,259.0,1.0,4.7,55.0,30.0
Corey Clement,3045260,PHI,RB,2018,rushing,2026-07-03T11:35:43.349205,11.0,2.0,23.5,2.0,0.0,15.0,259.0,2.0,3.8,68.0,32.0
Damien Williams,17359,KC,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,16.0,1.0,1.0,15.0,256.0,4.0,5.1,50.0,25.0
Jaylen Samuels,3116721,PIT,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,1.0,18.3,0.0,0.0,13.0,256.0,0.0,4.6,56.0,25.0
Marcus Murphy,2514123,BUF,RB,2018,rushing,2026-07-03T11:35:43.349205,11.0,1.0,22.7,0.0,0.0,7.0,250.0,0.0,4.8,52.0,30.0
Spencer Ware,16020,KC,RB,2018,rushing,2026-07-03T11:35:43.349205,13.0,2.0,18.9,0.0,0.0,14.0,246.0,2.0,4.8,51.0,34.0
Cordarrelle Patterson,15807,NE,RB,2018,rushing,2026-07-03T11:35:43.349205,15.0,2.0,15.2,0.0,0.0,15.0,228.0,1.0,5.4,42.0,27.0
Malcolm Brown,2570986,LAR,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,0.0,17.7,0.0,0.0,10.0,212.0,0.0,4.9,43.0,19.0
Giovani Bernard,15826,CIN,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,2.0,17.6,0.0,0.0,14.0,211.0,3.0,3.8,56.0,23.0
Chase Edmonds,3119195,ARI,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,13.0,1.0,0.0,14.0,208.0,2.0,3.5,60.0,29.0
Justin Jackson,3116136,LAC,RB,2018,rushing,2026-07-03T11:35:43.349205,13.0,1.0,15.8,0.0,0.0,14.0,206.0,2.0,4.1,50.0,20.0
Duke Johnson,2969962,CLE,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,12.6,0.0,0.0,9.0,201.0,0.0,5.0,40.0,23.0
Taysom Hill,2468609,NO,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,12.3,1.0,1.0,15.0,196.0,2.0,5.3,37.0,35.0
Kalen Ballage,3128774,MIA,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,1.0,15.9,1.0,1.0,10.0,191.0,1.0,5.3,36.0,75.0
Ty Montgomery II,2577134,BAL/GB,WR,2018,rushing,2026-07-03T11:35:43.349205,13.0,0.0,14.5,1.0,0.0,10.0,188.0,1.0,4.6,41.0,16.0
Rex Burkhead,15971,NE,RB,2018,rushing,2026-07-03T11:35:43.349205,8.0,0.0,23.3,1.0,0.0,11.0,186.0,0.0,3.3,57.0,12.0
Jay Ajayi,2573300,PHI,RB,2018,rushing,2026-07-03T11:35:43.349205,4.0,1.0,46.0,1.0,1.0,11.0,184.0,3.0,4.1,45.0,20.0
Devontae Booker,3122866,DEN,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,11.4,0.0,0.0,11.0,183.0,1.0,5.4,34.0,26.0
Chris Thompson,15966,WSH,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,0.0,17.8,1.0,0.0,9.0,178.0,0.0,4.1,43.0,16.0
Wayne Gallman,3045127,NYG,RB,2018,rushing,2026-07-03T11:35:43.349205,15.0,0.0,11.7,0.0,0.0,7.0,176.0,1.0,3.5,51.0,9.0
DJ Moore,3915416,CAR,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,10.8,2.0,1.0,6.0,172.0,0.0,13.2,13.0,32.0
Theo Riddick,15994,DET,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,0.0,12.2,0.0,0.0,8.0,171.0,0.0,4.3,40.0,19.0
Alex Smith,8416,WSH,QB,2018,rushing,2026-07-03T11:35:43.349205,10.0,1.0,16.8,3.0,0.0,15.0,168.0,1.0,4.1,41.0,22.0
Robert Woods,15880,LAR,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,9.8,0.0,0.0,9.0,157.0,1.0,8.3,19.0,56.0
Brian Hill,3125403,ATL,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,3.0,15.7,1.0,1.0,5.0,157.0,0.0,7.8,20.0,60.0
Dwayne Washington,3002265,NO,RB,2018,rushing,2026-07-03T11:35:43.349205,13.0,3.0,11.8,0.0,0.0,7.0,154.0,0.0,5.7,27.0,28.0
Ryan Fitzpatrick,8664,TB,QB,2018,rushing,2026-07-03T11:35:43.349205,8.0,0.0,19.0,0.0,0.0,9.0,152.0,2.0,4.2,36.0,18.0
Tyreek Hill,3116406,KC,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,3.0,9.4,0.0,0.0,8.0,151.0,1.0,6.9,22.0,33.0
Andrew Luck,14874,IND,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,9.3,1.0,0.0,12.0,148.0,0.0,3.2,46.0,33.0
Ryan Tannehill,14876,MIA,QB,2018,rushing,2026-07-03T11:35:43.349205,11.0,1.0,13.2,1.0,1.0,9.0,145.0,0.0,4.5,32.0,20.0
Josh Rosen,3886377,ARI,QB,2018,rushing,2026-07-03T11:35:43.349205,14.0,1.0,9.9,3.0,0.0,8.0,138.0,0.0,6.0,23.0,33.0
Sam Darnold,3912547,NYJ,QB,2018,rushing,2026-07-03T11:35:43.349205,13.0,1.0,10.6,4.0,1.0,16.0,138.0,1.0,3.1,44.0,28.0
Baker Mayfield,3052587,CLE,QB,2018,rushing,2026-07-03T11:35:43.349205,14.0,1.0,9.4,3.0,1.0,8.0,131.0,0.0,3.4,39.0,35.0
Jeff Driskel,2574630,CIN,QB,2018,rushing,2026-07-03T11:35:43.349205,9.0,1.0,14.4,1.0,0.0,7.0,130.0,2.0,5.2,25.0,27.0
Rod Smith,2512197,DAL,FB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,7.9,0.0,0.0,10.0,127.0,1.0,2.9,44.0,14.0
Matt Ryan,11237,ATL,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,7.8,0.0,0.0,15.0,125.0,3.0,3.8,33.0,15.0
Tyrod Taylor,14163,CLE,QB,2018,rushing,2026-07-03T11:35:43.349205,4.0,3.0,31.3,2.0,0.0,6.0,125.0,1.0,7.8,16.0,24.0
Kirk Cousins,14880,MIN,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,7.7,4.0,2.0,12.0,123.0,1.0,2.8,44.0,19.0
Cody Kessler,2577243,JAX,QB,2018,rushing,2026-07-03T11:35:43.349205,5.0,1.0,24.6,0.0,0.0,9.0,123.0,0.0,6.5,19.0,21.0
Darren Sproles,8544,PHI,RB,2018,rushing,2026-07-03T11:35:43.349205,6.0,0.0,20.0,0.0,0.0,6.0,120.0,1.0,4.1,29.0,17.0
Josh Johnson,11394,WSH,QB,2018,rushing,2026-07-03T11:35:43.349205,4.0,0.0,30.0,0.0,0.0,7.0,120.0,1.0,5.2,23.0,16.0
DeAndre Washington,2577654,OAK,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,0.0,11.5,1.0,1.0,8.0,115.0,0.0,3.8,30.0,13.0
Trenton Cannon,4261020,NYJ,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,7.1,0.0,0.0,7.0,113.0,1.0,3.0,38.0,21.0
Javorius Allen,2577253,BAL,RB,2018,rushing,2026-07-03T11:35:43.349205,14.0,0.0,7.9,0.0,0.0,10.0,110.0,3.0,2.7,41.0,17.0
Jared Goff,3046779,LAR,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,6.8,2.0,0.0,9.0,108.0,2.0,2.5,43.0,16.0
Julian Edelman,12649,NE,WR,2018,rushing,2026-07-03T11:35:43.349205,12.0,1.0,8.9,0.0,0.0,7.0,107.0,0.0,11.9,9.0,20.0
Jacquizz Rodgers,14193,TB,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,6.6,0.0,0.0,7.0,106.0,1.0,3.2,33.0,20.0
Kapri Bibbs,16969,WSH/GB,RB,2018,rushing,2026-07-03T11:35:43.349205,12.0,0.0,8.6,0.0,0.0,8.0,103.0,3.0,4.9,21.0,15.0
Andy Dalton,14012,CIN,QB,2018,rushing,2026-07-03T11:35:43.349205,11.0,2.0,9.0,0.0,0.0,4.0,99.0,0.0,6.2,16.0,21.0
Ben Roethlisberger,5536,PIT,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,6.1,0.0,0.0,13.0,98.0,3.0,3.2,31.0,18.0
Dede Westbrook,3892889,JAX,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,6.1,0.0,0.0,5.0,98.0,0.0,10.9,9.0,43.0
Case Keenum,15168,DEN,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,5.8,3.0,1.0,10.0,93.0,2.0,3.6,26.0,17.0
Carson Wentz,2573079,PHI,QB,2018,rushing,2026-07-03T11:35:43.349205,11.0,0.0,8.5,0.0,0.0,9.0,93.0,0.0,2.7,34.0,13.0
Brandon Bolden,15478,MIA,RB,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,5.7,1.0,1.0,4.0,91.0,2.0,11.4,8.0,54.0
Curtis Samuel,3121427,CAR,WR,2018,rushing,2026-07-03T11:35:43.349205,13.0,2.0,6.5,0.0,0.0,3.0,84.0,2.0,10.5,8.0,33.0
Stevan Ridley,14028,PIT,RB,2018,rushing,2026-07-03T11:35:43.349205,10.0,0.0,8.0,1.0,1.0,3.0,80.0,1.0,2.8,29.0,12.0
Keith Ford,3052662,BUF,RB,2018,rushing,2026-07-03T11:35:43.349205,2.0,0.0,39.5,0.0,0.0,4.0,79.0,0.0,3.8,21.0,11.0
Keenan Allen,15818,LAC,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,2.0,4.7,1.0,0.0,4.0,75.0,0.0,8.3,9.0,28.0
John Kelly Jr.,3915381,LAR,RB,2018,rushing,2026-07-03T11:35:43.349205,4.0,0.0,18.5,0.0,0.0,6.0,74.0,0.0,2.7,27.0,7.0
Matthew Stafford,12483,DET,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,4.4,1.0,1.0,8.0,71.0,0.0,2.8,25.0,10.0
Kenjon Barner,15921,NE/CAR,RB,2018,rushing,2026-07-03T11:35:43.349205,9.0,0.0,7.9,0.0,0.0,3.0,71.0,0.0,3.7,19.0,11.0
Tyler Lockett,2577327,SEA,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,4.3,0.0,0.0,3.0,69.0,0.0,5.3,13.0,18.0
C.J. Beathard,2979520,SF,QB,2018,rushing,2026-07-03T11:35:43.349205,6.0,0.0,11.5,2.0,0.0,6.0,69.0,1.0,3.6,19.0,13.0
Cameron Artis-Payne,3043097,CAR,RB,2018,rushing,2026-07-03T11:35:43.349205,9.0,0.0,7.7,0.0,0.0,8.0,69.0,1.0,3.6,19.0,15.0
Brandin Cooks,16731,LAR,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,4.3,0.0,0.0,5.0,68.0,1.0,6.8,10.0,17.0
Devonta Freeman,16944,ATL,RB,2018,rushing,2026-07-03T11:35:43.349205,2.0,2.0,34.0,0.0,0.0,2.0,68.0,0.0,4.9,14.0,20.0
Isaiah McKenzie,3128724,BUF/DEN,WR,2018,rushing,2026-07-03T11:35:43.349205,7.0,0.0,9.4,0.0,0.0,4.0,66.0,2.0,6.6,10.0,15.0
Colt McCoy,13199,WSH,QB,2018,rushing,2026-07-03T11:35:43.349205,3.0,0.0,21.0,0.0,0.0,4.0,63.0,0.0,6.3,10.0,15.0
Stefon Diggs,2976212,MIN,WR,2018,rushing,2026-07-03T11:35:43.349205,15.0,1.0,4.1,0.0,0.0,3.0,62.0,0.0,6.2,10.0,20.0
Taylor Gabriel,17437,CHI,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,3.8,0.0,0.0,3.0,61.0,0.0,6.8,9.0,20.0
Jarvis Landry,16790,CLE,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,3.8,0.0,0.0,2.0,60.0,1.0,20.0,3.0,51.0
Tavon Austin,15786,DAL,WR,2018,rushing,2026-07-03T11:35:43.349205,7.0,0.0,7.9,0.0,0.0,2.0,55.0,0.0,9.2,6.0,18.0
Corey Davis,3042778,TEN,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,3.4,0.0,0.0,2.0,55.0,0.0,9.2,6.0,39.0
Emmanuel Sanders,13295,DEN,WR,2018,rushing,2026-07-03T11:35:43.349205,12.0,1.0,4.4,0.0,0.0,2.0,53.0,1.0,13.3,4.0,35.0
Sammy Watkins,16725,KC,WR,2018,rushing,2026-07-03T11:35:43.349205,10.0,1.0,5.2,1.0,0.0,2.0,52.0,0.0,10.4,5.0,31.0
Nathan Peterman,2972236,BUF,QB,2018,rushing,2026-07-03T11:35:43.349205,4.0,1.0,12.5,0.0,0.0,4.0,50.0,1.0,5.0,10.0,24.0
Detrez Newsome,3117131,LAC,RB,2018,rushing,2026-07-03T11:35:43.349205,9.0,0.0,5.4,0.0,0.0,3.0,49.0,0.0,4.5,11.0,16.0
Derek Carr,16757,OAK,QB,2018,rushing,2026-07-03T11:35:43.349205,16.0,0.0,2.9,1.0,0.0,5.0,47.0,1.0,2.0,24.0,15.0
Mike Boone,3139033,MIN,RB,2018,rushing,2026-07-03T11:35:43.349205,8.0,1.0,5.9,0.0,0.0,2.0,47.0,0.0,4.3,11.0,20.0
Joe Flacco,11252,BAL,QB,2018,rushing,2026-07-03T11:35:43.349205,9.0,0.0,5.0,1.0,0.0,10.0,45.0,0.0,2.4,19.0,13.0
Mohamed Sanu,14922,ATL,WR,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,2.8,0.0,0.0,5.0,44.0,0.0,6.3,7.0,24.0
Darrel Williams,3115375,KC,RB,2018,rushing,2026-07-03T11:35:43.349205,6.0,0.0,7.3,0.0,0.0,3.0,44.0,0.0,3.4,13.0,8.0
Ronald Jones,3912550,TB,RB,2018,rushing,2026-07-03T11:35:43.349205,9.0,0.0,4.9,0.0,0.0,2.0,44.0,1.0,1.9,23.0,9.0
Mike Gillislee,15952,NO,RB,2018,rushing,2026-07-03T11:35:43.349205,4.0,0.0,10.8,1.0,1.0,2.0,43.0,0.0,2.7,16.0,5.0
Johnny Townsend,3054971,OAK,P,2018,rushing,2026-07-03T11:35:43.349205,16.0,1.0,2.6,0.0,0.0,1.0,42.0,0.0,42.0,1.0,42.0
Travis Benjamin,15062,LAC,WR,2018,rushing,2026-07-03T11:35:43.349205,12.0,0.0,3.4,0.0,0.0,2.0,41.0,0.0,5.9,7.0,19.0
