player_name,espn_id,team,position,season,category,fetched_at,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG
Mitchell Trubisky,3039707,CHI,QB,2018,passing,2026-07-03T11:35:29.471610,14.0,289.0,434.0,66.6,3223.0,7.4,230.2,70.0,24.0,12.0,24.0,143.0,71.0,56.3
Carson Wentz,2573079,PHI,QB,2018,passing,2026-07-03T11:35:29.471610,11.0,279.0,401.0,69.6,3074.0,7.7,279.5,58.0,21.0,7.0,31.0,202.0,62.0,56.3
Jameis Winston,2969939,TB,QB,2018,passing,2026-07-03T11:35:29.471610,11.0,244.0,378.0,64.6,2992.0,7.9,272.0,64.0,19.0,14.0,27.0,157.0,66.2,56.3
Sam Darnold,3912547,NYJ,QB,2018,passing,2026-07-03T11:35:29.471610,13.0,239.0,414.0,57.7,2865.0,6.9,220.4,76.0,17.0,15.0,30.0,204.0,45.9,52.1
Blake Bortles,16724,JAX,QB,2018,passing,2026-07-03T11:35:29.471610,13.0,243.0,403.0,60.3,2718.0,6.7,209.1,80.0,13.0,11.0,31.0,173.0,43.4,52.1
Andy Dalton,14012,CIN,QB,2018,passing,2026-07-03T11:35:29.471610,11.0,226.0,365.0,61.9,2566.0,7.0,233.3,49.0,21.0,11.0,21.0,157.0,59.4,56.3
Marcus Mariota,2576980,TEN,QB,2018,passing,2026-07-03T11:35:29.471610,14.0,228.0,331.0,68.9,2528.0,7.6,180.6,61.0,11.0,8.0,42.0,243.0,53.2,56.3
Joe Flacco,11252,BAL,QB,2018,passing,2026-07-03T11:35:29.471610,9.0,232.0,379.0,61.2,2465.0,6.5,273.9,71.0,12.0,6.0,16.0,79.0,54.8,52.1
Ryan Fitzpatrick,8664,TB,QB,2018,passing,2026-07-03T11:35:29.471610,8.0,164.0,246.0,66.7,2366.0,9.6,295.8,75.0,17.0,12.0,14.0,76.0,61.0,64.6
Josh Rosen,3886377,ARI,QB,2018,passing,2026-07-03T11:35:29.471610,14.0,217.0,393.0,55.2,2278.0,5.8,162.7,75.0,11.0,14.0,45.0,320.0,24.1,47.9
Nick Mullens,3059989,SF,QB,2018,passing,2026-07-03T11:35:29.471610,8.0,176.0,274.0,64.2,2277.0,8.3,284.6,85.0,13.0,10.0,17.0,127.0,51.7,60.4
Alex Smith,8416,WSH,QB,2018,passing,2026-07-03T11:35:29.471610,10.0,205.0,328.0,62.5,2180.0,6.6,218.0,52.0,10.0,5.0,22.0,121.0,46.9,52.1
Josh Allen,3918298,BUF,QB,2018,passing,2026-07-03T11:35:29.471610,12.0,169.0,320.0,52.8,2074.0,6.5,172.8,75.0,10.0,12.0,28.0,213.0,49.8,52.1
Ryan Tannehill,14876,MIA,QB,2018,passing,2026-07-03T11:35:29.471610,11.0,176.0,274.0,64.2,1979.0,7.2,179.9,75.0,17.0,9.0,35.0,279.0,33.2,56.3
Nick Foles,14877,PHI,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,141.0,195.0,72.3,1413.0,7.2,282.6,83.0,7.0,4.0,9.0,47.0,65.4,56.3
C.J. Beathard,2979520,SF,QB,2018,passing,2026-07-03T11:35:29.471610,6.0,102.0,169.0,60.4,1252.0,7.4,208.7,82.0,8.0,7.0,18.0,156.0,41.5,56.3
Brock Osweiler,14879,MIA,QB,2018,passing,2026-07-03T11:35:29.471610,7.0,113.0,178.0,63.5,1247.0,7.0,178.1,75.0,6.0,4.0,17.0,130.0,34.5,56.3
Lamar Jackson,3916387,BAL,QB,2018,passing,2026-07-03T11:35:29.471610,16.0,99.0,170.0,58.2,1201.0,7.1,75.1,74.0,6.0,3.0,16.0,71.0,42.6,56.3
Jeff Driskel,2574630,CIN,QB,2018,passing,2026-07-03T11:35:29.471610,9.0,105.0,176.0,59.7,1003.0,5.7,111.4,37.0,6.0,2.0,16.0,122.0,29.7,47.9
Jimmy Garoppolo,16760,SF,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,53.0,89.0,59.6,718.0,8.1,239.3,56.0,5.0,3.0,13.0,97.0,27.5,60.4
Cody Kessler,2577243,JAX,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,85.0,131.0,64.9,709.0,5.4,141.8,35.0,2.0,2.0,22.0,149.0,25.9,47.9
Blaine Gabbert,13987,TEN,QB,2018,passing,2026-07-03T11:35:29.471610,8.0,61.0,101.0,60.4,626.0,6.2,78.3,35.0,4.0,4.0,5.0,37.0,27.0,52.1
Josh Johnson,11394,WSH,QB,2018,passing,2026-07-03T11:35:29.471610,4.0,52.0,91.0,57.1,590.0,6.5,147.5,79.0,3.0,4.0,9.0,67.0,47.4,52.1
Josh McCown,3609,NYJ,QB,2018,passing,2026-07-03T11:35:29.471610,4.0,60.0,110.0,54.5,539.0,4.9,134.8,41.0,1.0,4.0,7.0,35.0,33.8,43.8
Chase Daniel,12471,CHI,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,53.0,76.0,69.7,515.0,6.8,103.0,46.0,3.0,2.0,9.0,40.0,27.5,52.1
Tyrod Taylor,14163,CLE,QB,2018,passing,2026-07-03T11:35:29.471610,4.0,42.0,85.0,49.4,473.0,5.6,118.3,47.0,2.0,2.0,13.0,81.0,27.0,47.9
Derek Anderson,8627,BUF,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,42.0,70.0,60.0,465.0,6.6,232.5,40.0,0.0,4.0,5.0,33.0,26.6,52.1
Sam Bradford,13197,ARI,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,50.0,80.0,62.5,400.0,5.0,133.3,35.0,2.0,4.0,6.0,33.0,27.9,47.9
Colt McCoy,13199,WSH,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,34.0,54.0,63.0,372.0,6.9,124.0,53.0,3.0,3.0,6.0,36.0,38.8,52.1
Taylor Heinicke,2565969,CAR,QB,2018,passing,2026-07-03T11:35:29.471610,6.0,35.0,57.0,61.4,320.0,5.6,53.3,33.0,1.0,3.0,2.0,17.0,18.3,47.9
Nathan Peterman,2972236,BUF,QB,2018,passing,2026-07-03T11:35:29.471610,4.0,44.0,81.0,54.3,296.0,3.7,74.0,26.0,1.0,7.0,7.0,34.0,8.0,39.6
Kyle Allen,3115293,CAR,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,20.0,31.0,64.5,266.0,8.6,133.0,53.0,2.0,0.0,0.0,0.0,95.2,60.4
Matt Barkley,15948,BUF,QB,2018,passing,2026-07-03T11:35:29.471610,1.0,15.0,25.0,60.0,232.0,9.3,232.0,47.0,2.0,0.0,1.0,8.0,85.8,64.6
DeShone Kizer,3129302,GB,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,20.0,42.0,47.6,187.0,4.5,62.3,29.0,0.0,2.0,4.0,38.0,25.5,43.8
Mike Glennon,15837,ARI,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,15.0,21.0,71.4,174.0,8.3,87.0,26.0,1.0,0.0,1.0,8.0,75.0,60.4
Mark Sanchez,12482,WSH,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,19.0,35.0,54.3,138.0,3.9,69.0,20.0,0.0,3.0,7.0,42.0,4.5,39.6
Teddy Bridgewater,16728,NO,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,14.0,23.0,60.9,118.0,5.1,23.6,18.0,1.0,1.0,2.0,8.0,31.3,47.9
Odell Beckham Jr.,16733,NYG,WR,2018,passing,2026-07-03T11:35:29.471610,12.0,2.0,2.0,100.0,106.0,53.0,8.8,57.0,2.0,0.0,0.0,0.0,100.0,158.3
Kevin Byard,2574056,TEN,S,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,66.0,66.0,4.1,66.0,1.0,0.0,0.0,0.0,,158.3
Taysom Hill,2468609,NO,QB,2018,passing,2026-07-03T11:35:29.471610,16.0,3.0,7.0,42.9,64.0,9.1,4.0,44.0,0.0,1.0,1.0,3.0,40.9,64.6
Jarvis Landry,16790,CLE,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,2.0,50.0,63.0,31.5,3.9,63.0,0.0,0.0,0.0,0.0,100.0,79.2
Matt Cassel,8644,DET,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,7.0,17.0,41.2,59.0,3.5,29.5,11.0,0.0,1.0,1.0,13.0,9.6,39.6
Albert Wilson,17051,MIA,WR,2018,passing,2026-07-03T11:35:29.471610,7.0,1.0,1.0,100.0,52.0,52.0,7.4,52.0,1.0,0.0,0.0,0.0,99.6,158.3
Christian McCaffrey,3117251,CAR,RB,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,50.0,50.0,3.1,50.0,1.0,0.0,0.0,0.0,100.0,158.3
Julian Edelman,12649,NE,WR,2018,passing,2026-07-03T11:35:29.471610,12.0,2.0,2.0,100.0,43.0,21.5,3.6,37.0,0.0,0.0,0.0,0.0,93.9,118.8
Joshua Dobbs,3044720,PIT,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,6.0,12.0,50.0,43.0,3.6,8.6,22.0,0.0,1.0,0.0,0.0,51.0,39.6
Garrett Gilbert,16809,CAR,QB,2018,passing,2026-07-03T11:35:29.471610,1.0,2.0,3.0,66.7,40.0,13.3,40.0,31.0,0.0,0.0,1.0,5.0,40.4,79.2
Larry Fitzgerald,5528,ARI,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,32.0,32.0,2.0,32.0,1.0,0.0,0.0,0.0,100.0,158.3
Chad Henne,11291,KC,QB,2018,passing,2026-07-03T11:35:29.471610,1.0,2.0,3.0,66.7,29.0,9.7,29.0,22.0,0.0,0.0,0.0,0.0,69.6,64.6
Danny Amendola,11674,MIA,WR,2018,passing,2026-07-03T11:35:29.471610,15.0,1.0,1.0,100.0,28.0,28.0,1.9,28.0,1.0,0.0,0.0,0.0,100.0,158.3
Emmanuel Sanders,13295,DEN,WR,2018,passing,2026-07-03T11:35:29.471610,12.0,1.0,1.0,100.0,28.0,28.0,2.3,28.0,1.0,0.0,0.0,0.0,100.0,158.3
Sean Mannion,2517017,LAR,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,2.0,3.0,66.7,23.0,7.7,7.7,18.0,0.0,0.0,0.0,0.0,5.8,56.3
Nate Sudfeld,2979501,PHI,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,1.0,2.0,50.0,22.0,11.0,11.0,22.0,1.0,0.0,0.0,0.0,28.9,72.9
Sam Koch,9789,BAL,P,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,21.0,21.0,1.3,21.0,0.0,0.0,0.0,0.0,10.7,118.8
Robert Griffin III,14875,BAL,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,2.0,6.0,33.3,21.0,3.5,7.0,14.0,0.0,0.0,0.0,0.0,2.0,39.6
Darius Jennings,2577808,TEN,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,21.0,21.0,1.3,21.0,0.0,0.0,0.0,0.0,99.9,118.8
Matt Schaub,5615,ATL,QB,2018,passing,2026-07-03T11:35:29.471610,3.0,5.0,7.0,71.4,20.0,2.9,6.7,9.0,0.0,0.0,0.0,0.0,63.2,39.6
Johnny Hekker,15153,LAR,P,2018,passing,2026-07-03T11:35:29.471610,16.0,2.0,4.0,50.0,19.0,4.8,1.2,12.0,0.0,0.0,0.0,0.0,,43.8
Logan Thomas,16813,BUF,TE,2018,passing,2026-07-03T11:35:29.471610,12.0,1.0,1.0,100.0,15.0,15.0,1.3,15.0,0.0,0.0,0.0,0.0,,118.8
Nelson Agholor,2971618,PHI,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,15.0,15.0,0.9,15.0,0.0,0.0,0.0,0.0,100.0,118.8
Derrick Henry,3043078,TEN,RB,2018,passing,2026-07-03T11:35:29.471610,16.0,2.0,3.0,66.7,14.0,4.7,0.9,8.0,0.0,0.0,0.0,0.0,58.2,43.8
Colby Wadman,3050015,DEN,P,2018,passing,2026-07-03T11:35:29.471610,12.0,1.0,1.0,100.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,,116.7
Matt Prater,11122,DET,PK,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,8.0,8.0,0.5,8.0,1.0,0.0,0.0,0.0,,139.6
Geno Smith,15864,LAC,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,1.0,4.0,25.0,8.0,2.0,1.6,8.0,0.0,0.0,1.0,16.0,0.7,39.6
AJ McCarron,16810,OAK,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,1.0,3.0,33.3,8.0,2.7,4.0,8.0,0.0,0.0,1.0,7.0,0.4,39.6
Anthony Miller,3050487,CHI,WR,2018,passing,2026-07-03T11:35:29.471610,15.0,1.0,1.0,100.0,8.0,8.0,0.5,8.0,0.0,0.0,0.0,0.0,82.3,100.0
Brian Hoyer,12477,NE,QB,2018,passing,2026-07-03T11:35:29.471610,5.0,1.0,2.0,50.0,7.0,3.5,1.4,7.0,0.0,0.0,0.0,0.0,0.5,39.6
Tress Way,16166,WSH,P,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,7.0,7.0,0.4,7.0,0.0,0.0,0.0,0.0,,95.8
Mohamed Sanu,14922,ATL,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,2.0,50.0,5.0,2.5,0.3,5.0,1.0,0.0,0.0,0.0,28.9,39.6
Logan Cooke,3115480,JAX,P,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,4.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,,83.3
Kenny Stills,16016,MIA,WR,2018,passing,2026-07-03T11:35:29.471610,15.0,1.0,1.0,100.0,3.0,3.0,0.2,3.0,1.0,0.0,0.0,0.0,100.0,118.8
Chris Boswell,17372,PIT,PK,2018,passing,2026-07-03T11:35:29.471610,15.0,1.0,1.0,100.0,2.0,2.0,0.1,2.0,1.0,0.0,0.0,0.0,,118.8
Jacoby Brissett,2578570,IND,QB,2018,passing,2026-07-03T11:35:29.471610,4.0,2.0,4.0,50.0,2.0,0.5,0.5,4.0,0.0,0.0,0.0,0.0,100.0,39.6
Tarik Cohen,3066158,CHI,RB,2018,passing,2026-07-03T11:35:29.471610,16.0,1.0,1.0,100.0,1.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,100.0,118.8
Antonio Brown,13934,PIT,WR,2018,passing,2026-07-03T11:35:29.471610,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,39.6
Bryan Anger,14950,TB,P,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
Cole Beasley,15349,DAL,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,39.6
DeAndre Hopkins,15795,HOU,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,39.6
Keenan Allen,15818,LAC,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,39.6
Eric Ebron,16732,IND,TE,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
Bruce Ellington,16946,HOU/DET,WR,2018,passing,2026-07-03T11:35:29.471610,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,39.6
Tyler Boyd,3045144,CIN,WR,2018,passing,2026-07-03T11:35:29.471610,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,39.6
Kyle Lauletta,3049872,NYG,QB,2018,passing,2026-07-03T11:35:29.471610,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,39.6
Zay Jones,3059722,BUF,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
Dontrell Hilliard,3126246,CLE,RB,2018,passing,2026-07-03T11:35:29.471610,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JK Scott,3126368,GB,P,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,39.6
Dede Westbrook,3892889,JAX,WR,2018,passing,2026-07-03T11:35:29.471610,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,39.6
Corey Bojorquez,4039396,BUF,P,2018,passing,2026-07-03T11:35:29.471610,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
