player_name,espn_id,team,position,season,category,fetched_at,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG
Cam Newton,13994,NE,QB,2020,passing,2026-07-03T11:38:25.333771,15.0,242.0,368.0,65.8,2657.0,7.2,177.1,50.0,8.0,10.0,31.0,195.0,39.4,56.3
Carson Wentz,2573079,PHI,QB,2020,passing,2026-07-03T11:38:25.333771,12.0,251.0,437.0,57.4,2620.0,6.0,218.3,59.0,16.0,15.0,50.0,326.0,41.9,47.9
Nick Mullens,3059989,SF,QB,2020,passing,2026-07-03T11:38:25.333771,10.0,211.0,326.0,64.7,2437.0,7.5,243.7,49.0,12.0,12.0,19.0,139.0,36.3,56.3
Gardner Minshew II,4038524,JAX,QB,2020,passing,2026-07-03T11:38:25.333771,9.0,216.0,327.0,66.1,2259.0,6.9,251.0,51.0,16.0,5.0,27.0,147.0,44.0,52.1
Sam Darnold,3912547,NYJ,QB,2020,passing,2026-07-03T11:38:25.333771,12.0,217.0,364.0,59.6,2208.0,6.1,184.0,69.0,9.0,11.0,35.0,234.0,32.9,52.1
Andy Dalton,14012,DAL,QB,2020,passing,2026-07-03T11:38:25.333771,11.0,216.0,333.0,64.9,2169.0,6.5,197.2,69.0,14.0,8.0,24.0,183.0,46.1,52.1
Ryan Fitzpatrick,8664,MIA,QB,2020,passing,2026-07-03T11:38:25.333771,9.0,183.0,267.0,68.5,2091.0,7.8,232.3,70.0,13.0,8.0,14.0,65.0,70.9,56.3
Mitchell Trubisky,3039707,CHI,QB,2020,passing,2026-07-03T11:38:25.333771,10.0,199.0,297.0,67.0,2055.0,6.9,205.5,53.0,16.0,8.0,18.0,125.0,53.8,52.1
Dak Prescott,2577417,DAL,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,151.0,222.0,68.0,1856.0,8.4,371.2,58.0,9.0,4.0,10.0,66.0,73.1,60.4
Nick Foles,14877,CHI,QB,2020,passing,2026-07-03T11:38:25.333771,9.0,202.0,312.0,64.7,1852.0,5.9,205.8,50.0,10.0,8.0,18.0,145.0,36.0,47.9
Tua Tagovailoa,4241479,MIA,QB,2020,passing,2026-07-03T11:38:25.333771,10.0,186.0,290.0,64.1,1814.0,6.3,181.4,35.0,11.0,5.0,20.0,136.0,44.8,52.1
Alex Smith,8416,WSH,QB,2020,passing,2026-07-03T11:38:25.333771,8.0,168.0,252.0,66.7,1582.0,6.3,197.8,68.0,6.0,8.0,22.0,139.0,28.2,52.1
Dwayne Haskins,4040616,WSH,QB,2020,passing,2026-07-03T11:38:25.333771,7.0,148.0,241.0,61.4,1439.0,6.0,205.6,50.0,5.0,7.0,20.0,141.0,24.8,47.9
Jimmy Garoppolo,16760,SF,QB,2020,passing,2026-07-03T11:38:25.333771,6.0,94.0,140.0,67.1,1096.0,7.8,182.7,76.0,7.0,5.0,11.0,77.0,54.0,56.3
Mike Glennon,15837,JAX,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,111.0,179.0,62.0,1072.0,6.0,214.4,46.0,7.0,5.0,9.0,53.0,29.8,47.9
Jalen Hurts,4040715,PHI,QB,2020,passing,2026-07-03T11:38:25.333771,15.0,77.0,148.0,52.0,1061.0,7.2,70.7,81.0,6.0,4.0,13.0,59.0,33.8,56.3
Taysom Hill,2468609,NO,QB,2020,passing,2026-07-03T11:38:25.333771,16.0,88.0,121.0,72.7,928.0,7.7,58.0,44.0,4.0,2.0,14.0,87.0,51.1,56.3
Brandon Allen,2574511,CIN,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,90.0,142.0,63.4,925.0,6.5,185.0,72.0,5.0,4.0,7.0,51.0,37.5,52.1
Joe Flacco,11252,NYJ,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,74.0,134.0,55.2,864.0,6.4,172.8,52.0,6.0,3.0,7.0,69.0,50.3,52.1
C.J. Beathard,2979520,SF,QB,2020,passing,2026-07-03T11:38:25.333771,6.0,66.0,104.0,63.5,787.0,7.6,131.2,49.0,6.0,0.0,9.0,71.0,46.0,56.3
Jake Luton,3124900,JAX,QB,2020,passing,2026-07-03T11:38:25.333771,3.0,60.0,110.0,54.5,624.0,5.7,208.0,73.0,2.0,6.0,7.0,52.0,32.8,47.9
Kyle Allen,3115293,WSH,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,60.0,87.0,69.0,610.0,7.0,152.5,52.0,4.0,1.0,7.0,44.0,68.2,56.3
Jeff Driskel,2574630,DEN,QB,2020,passing,2026-07-03T11:38:25.333771,3.0,35.0,64.0,54.7,432.0,6.8,144.0,45.0,3.0,2.0,11.0,98.0,36.1,52.1
Colt McCoy,13199,NYG,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,40.0,66.0,60.6,375.0,5.7,93.8,35.0,1.0,1.0,5.0,24.0,29.7,47.9
PJ Walker,3051308,CAR,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,32.0,56.0,57.1,368.0,6.6,92.0,52.0,1.0,5.0,4.0,31.0,9.6,52.1
Mason Rudolph,3116407,PIT,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,25.0,43.0,58.1,324.0,7.5,64.8,47.0,2.0,1.0,1.0,8.0,72.7,56.3
Brett Rypien,3722362,DEN,QB,2020,passing,2026-07-03T11:38:25.333771,3.0,27.0,40.0,67.5,295.0,7.4,98.3,48.0,2.0,4.0,1.0,0.0,50.3,56.3
Chase Daniel,12471,DET,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,29.0,43.0,67.4,264.0,6.1,66.0,28.0,1.0,2.0,3.0,29.0,15.9,52.1
Jarrett Stidham,3892775,NE,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,22.0,44.0,50.0,256.0,5.8,51.2,38.0,2.0,3.0,4.0,21.0,12.2,47.9
Chad Henne,11291,KC,QB,2020,passing,2026-07-03T11:38:25.333771,3.0,28.0,38.0,73.7,248.0,6.5,82.7,37.0,2.0,0.0,2.0,4.0,26.3,52.1
Garrett Gilbert,16809,DAL,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,21.0,38.0,55.3,243.0,6.4,243.0,32.0,1.0,1.0,2.0,23.0,56.8,52.1
John Wolford,3124092,LAR,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,22.0,38.0,57.9,231.0,6.1,231.0,38.0,0.0,1.0,2.0,8.0,68.5,52.1
Marcus Mariota,2576980,LV,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,17.0,28.0,60.7,226.0,8.1,226.0,35.0,1.0,1.0,0.0,0.0,97.4,60.4
Ben DiNucci,3895785,DAL,QB,2020,passing,2026-07-03T11:38:25.333771,3.0,23.0,43.0,53.5,219.0,5.1,73.0,32.0,0.0,0.0,7.0,73.0,10.2,47.9
Tyrod Taylor,14163,LAC,QB,2020,passing,2026-07-03T11:38:25.333771,2.0,16.0,30.0,53.3,208.0,6.9,104.0,37.0,0.0,0.0,2.0,1.0,16.6,52.1
Matt Barkley,15948,BUF,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,11.0,21.0,52.4,197.0,9.4,39.4,56.0,1.0,1.0,1.0,7.0,27.4,64.6
Ryan Finley,3042876,CIN,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,17.0,32.0,53.1,164.0,5.1,32.8,30.0,1.0,2.0,9.0,63.0,41.4,47.9
Blaine Gabbert,13987,TB,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,9.0,16.0,56.3,143.0,8.9,35.8,35.0,2.0,0.0,1.0,7.0,53.1,60.4
Taylor Heinicke,2565969,WSH,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,12.0,19.0,63.2,137.0,7.2,137.0,29.0,1.0,0.0,1.0,7.0,40.7,56.3
Brian Hoyer,12477,NE,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,15.0,24.0,62.5,130.0,5.4,130.0,25.0,0.0,1.0,2.0,18.0,22.4,47.9
Chris Streveler,3040206,ARI,QB,2020,passing,2026-07-03T11:38:25.333771,5.0,11.0,16.0,68.8,105.0,6.6,21.0,19.0,1.0,1.0,2.0,10.0,29.6,52.1
Trace McSorley,3116172,BAL,QB,2020,passing,2026-07-03T11:38:25.333771,2.0,3.0,10.0,30.0,90.0,9.0,45.0,70.0,1.0,0.0,0.0,0.0,28.9,64.6
Jameis Winston,2969939,NO,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,7.0,11.0,63.6,75.0,6.8,18.8,19.0,0.0,0.0,2.0,11.0,12.0,52.1
Jarvis Landry,16790,CLE,WR,2020,passing,2026-07-03T11:38:25.333771,15.0,4.0,4.0,100.0,74.0,18.5,4.9,37.0,1.0,0.0,0.0,0.0,100.0,118.8
David Blough,3116188,DET,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,6.0,10.0,60.0,49.0,4.9,49.0,20.0,0.0,1.0,1.0,10.0,11.2,43.8
Case Keenum,15168,CLE,QB,2020,passing,2026-07-03T11:38:25.333771,2.0,5.0,10.0,50.0,46.0,4.6,23.0,24.0,0.0,0.0,0.0,0.0,34.7,43.8
Jamison Crowder,2576716,NYJ,WR,2020,passing,2026-07-03T11:38:25.333771,12.0,1.0,1.0,100.0,43.0,43.0,3.6,43.0,1.0,0.0,0.0,0.0,100.0,158.3
Jakobi Meyers,3916433,NE,WR,2020,passing,2026-07-03T11:38:25.333771,14.0,2.0,2.0,100.0,43.0,21.5,3.1,24.0,2.0,0.0,0.0,0.0,100.0,158.3
Robert Griffin III,14875,BAL,QB,2020,passing,2026-07-03T11:38:25.333771,4.0,8.0,14.0,57.1,42.0,3.0,10.5,9.0,0.0,2.0,3.0,20.0,20.2,39.6
Russell Gage Jr.,3115378,ATL,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,2.0,50.0,39.0,19.5,2.4,39.0,1.0,0.0,0.0,0.0,100.0,79.2
Julian Edelman,12649,NE,WR,2020,passing,2026-07-03T11:38:25.333771,6.0,2.0,2.0,100.0,38.0,19.0,6.3,22.0,0.0,0.0,0.0,0.0,98.0,118.8
Geno Smith,15864,SEA,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,4.0,5.0,80.0,33.0,6.6,33.0,14.0,0.0,0.0,1.0,3.0,3.9,52.1
Nate Sudfeld,2979501,PHI,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,5.0,12.0,41.7,32.0,2.7,32.0,10.0,0.0,1.0,2.0,16.0,1.6,39.6
Lynn Bowden Jr.,4259979,MIA,WR,2020,passing,2026-07-03T11:38:25.333771,10.0,1.0,2.0,50.0,32.0,16.0,3.2,32.0,0.0,0.0,0.0,0.0,32.9,79.2
Zay Jones,3059722,LV,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,29.0,29.0,1.8,29.0,0.0,0.0,0.0,0.0,100.0,118.8
Logan Thomas,16813,WSH,TE,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,28.0,28.0,1.8,28.0,0.0,0.0,0.0,0.0,40.1,118.8
Joseph Charlton,3924357,CAR,P,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,28.0,28.0,1.8,28.0,0.0,0.0,1.0,5.0,99.9,118.8
Andy Lee,5713,ARI,P,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,26.0,26.0,1.6,26.0,0.0,0.0,0.0,0.0,,118.8
Nathan Peterman,2972236,LV,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,3.0,5.0,60.0,25.0,5.0,25.0,12.0,0.0,0.0,2.0,16.0,24.3,47.9
Cedrick Wilson Jr.,4036335,DAL,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,2.0,2.0,100.0,23.0,11.5,1.4,12.0,1.0,0.0,0.0,0.0,99.3,112.5
Cole Beasley,15349,BUF,WR,2020,passing,2026-07-03T11:38:25.333771,15.0,1.0,1.0,100.0,20.0,20.0,1.3,20.0,1.0,0.0,0.0,0.0,100.0,158.3
AJ McCarron,16810,HOU,QB,2020,passing,2026-07-03T11:38:25.333771,2.0,1.0,1.0,100.0,20.0,20.0,10.0,20.0,0.0,0.0,1.0,12.0,0.0,118.8
Golden Tate,13217,NYG,WR,2020,passing,2026-07-03T11:38:25.333771,12.0,1.0,2.0,50.0,18.0,9.0,1.5,18.0,0.0,0.0,0.0,0.0,4.8,64.6
Tyler Bray,16252,CHI,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,1.0,5.0,20.0,18.0,3.6,18.0,18.0,0.0,0.0,0.0,0.0,7.5,39.6
Odell Beckham Jr.,16733,CLE,WR,2020,passing,2026-07-03T11:38:25.333771,7.0,1.0,1.0,100.0,18.0,18.0,2.6,18.0,0.0,0.0,0.0,0.0,98.9,118.8
Jacoby Brissett,2578570,IND,QB,2020,passing,2026-07-03T11:38:25.333771,11.0,2.0,8.0,25.0,17.0,2.1,1.5,13.0,0.0,0.0,2.0,15.0,58.3,39.6
Tyler Boyd,3045144,CIN,WR,2020,passing,2026-07-03T11:38:25.333771,15.0,1.0,2.0,50.0,16.0,8.0,1.1,16.0,0.0,0.0,0.0,0.0,48.0,60.4
Sam Koch,9789,BAL,P,2020,passing,2026-07-03T11:38:25.333771,15.0,1.0,1.0,100.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,0.0,,118.8
Greg Ward,3040035,PHI,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,15.0,15.0,0.9,15.0,0.0,0.0,0.0,0.0,0.7,118.8
Tyler Huntley,4035671,BAL,QB,2020,passing,2026-07-03T11:38:25.333771,2.0,3.0,5.0,60.0,15.0,3.0,7.5,8.0,0.0,0.0,0.0,0.0,1.4,39.6
Jaquan Johnson,3672862,BUF,S,2020,passing,2026-07-03T11:38:25.333771,14.0,1.0,1.0,100.0,13.0,13.0,0.9,13.0,0.0,0.0,0.0,0.0,,118.8
Kendall Hinton,3700815,DEN,WR,2020,passing,2026-07-03T11:38:25.333771,1.0,1.0,9.0,11.1,13.0,1.4,13.0,13.0,0.0,2.0,1.0,1.0,0.1,39.6
Tommy Townsend,3915398,KC,P,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,13.0,13.0,0.8,13.0,0.0,0.0,0.0,0.0,10.6,118.8
Isaiah McKenzie,3128724,BUF,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,1.0,1.0,100.0,12.0,12.0,0.8,12.0,1.0,0.0,0.0,0.0,88.2,156.3
Logan Woodside,3042749,TEN,QB,2020,passing,2026-07-03T11:38:25.333771,6.0,1.0,3.0,33.3,7.0,2.3,1.2,7.0,0.0,0.0,0.0,0.0,65.1,39.6
Travis Kelce,15847,KC,TE,2020,passing,2026-07-03T11:38:25.333771,15.0,1.0,2.0,50.0,4.0,2.0,0.3,4.0,0.0,0.0,0.0,0.0,55.2,39.6
Easton Stick,3120590,LAC,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,1.0,1.0,100.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.3,83.3
Joshua Dobbs,3044720,PIT,QB,2020,passing,2026-07-03T11:38:25.333771,1.0,4.0,5.0,80.0,2.0,0.4,2.0,3.0,0.0,0.0,0.0,0.0,48.7,39.6
Brett Kern,11555,TEN,P,2020,passing,2026-07-03T11:38:25.333771,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
Randall Cobb,14053,HOU,WR,2020,passing,2026-07-03T11:38:25.333771,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,39.6
Chris Jones,14723,DAL,P,2020,passing,2026-07-03T11:38:25.333771,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
Keenan Allen,15818,LAC,WR,2020,passing,2026-07-03T11:38:25.333771,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,39.6
Sammy Watkins,16725,KC,WR,2020,passing,2026-07-03T11:38:25.333771,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adam Humphries,2576491,TEN,WR,2020,passing,2026-07-03T11:38:25.333771,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,39.6
Riley Dixon,2577619,NYG,P,2020,passing,2026-07-03T11:38:25.333771,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
Alex Erickson,2977800,CIN,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,39.6
Zach Pascal,2978109,IND,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,39.6
Tim Boyle,3045169,GB,QB,2020,passing,2026-07-03T11:38:25.333771,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,39.6
Jamal Agnew,3061612,DET,WR,2020,passing,2026-07-03T11:38:25.333771,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,39.6
DJ Moore,3915416,CAR,WR,2020,passing,2026-07-03T11:38:25.333771,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.6
Jeff Smith,3929118,NYJ,WR,2020,passing,2026-07-03T11:38:25.333771,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,39.6
Isaiah Wright,4044121,WSH,WR,2020,passing,2026-07-03T11:38:25.333771,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,39.6
James Robinson,4052042,JAX,RB,2020,passing,2026-07-03T11:38:25.333771,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,39.6
CeeDee Lamb,4241389,DAL,WR,2020,passing,2026-07-03T11:38:25.333771,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,39.6
