player_name,espn_id,team,position,season,category,fetched_at,GP,REC,TGTS,BIG,YDS/G,FUM,LST,YAC,FD,REC_YDS,REC_TD,REC_AVG,REC_LNG
CeeDee Lamb,4241389,DAL,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,74.0,111.0,18.0,58.4,1.0,1.0,317.0,46.0,935.0,5.0,12.6,52.0
Adam Thielen,16460,MIN,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,74.0,108.0,11.0,61.7,0.0,0.0,231.0,52.0,925.0,14.0,12.5,51.0
Diontae Johnson,3932905,PIT,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,88.0,144.0,10.0,61.5,1.0,0.0,396.0,45.0,923.0,7.0,10.5,47.0
Tee Higgins,4239993,CIN,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,67.0,108.0,14.0,56.8,1.0,1.0,304.0,52.0,908.0,6.0,13.6,67.0
Nelson Agholor,2971618,LV,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,48.0,82.0,15.0,56.0,0.0,0.0,241.0,37.0,896.0,8.0,18.7,85.0
William Fuller V,3052876,HOU,WR,2020,receiving,2026-07-03T11:38:53.188545,11.0,53.0,75.0,14.0,79.9,0.0,0.0,295.0,38.0,879.0,8.0,16.6,77.0
Chase Claypool,4046692,PIT,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,62.0,109.0,14.0,54.6,3.0,1.0,338.0,41.0,873.0,9.0,14.1,84.0
Jerry Jeudy,4241463,DEN,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,52.0,113.0,14.0,53.5,2.0,0.0,291.0,39.0,856.0,3.0,16.5,92.0
Curtis Samuel,3121427,CAR,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,77.0,97.0,12.0,56.7,1.0,0.0,332.0,39.0,851.0,3.0,11.1,44.0
Michael Gallup,4036348,DAL,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,59.0,105.0,11.0,52.7,0.0,0.0,254.0,44.0,843.0,5.0,14.3,55.0
Tyler Boyd,3045144,CIN,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,79.0,110.0,7.0,56.1,1.0,0.0,363.0,43.0,841.0,4.0,10.6,72.0
Jarvis Landry,16790,CLE,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,72.0,101.0,11.0,56.0,1.0,0.0,345.0,46.0,840.0,3.0,11.7,32.0
Chris Godwin Jr.,3116165,TB,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,65.0,84.0,13.0,70.0,1.0,0.0,300.0,43.0,840.0,7.0,12.9,47.0
JuJu Smith-Schuster,3120348,PIT,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,97.0,128.0,13.0,51.9,3.0,1.0,405.0,48.0,831.0,9.0,8.6,31.0
DeVante Parker,2576623,MIA,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,63.0,103.0,10.0,56.6,1.0,0.0,178.0,45.0,793.0,4.0,12.6,31.0
Russell Gage Jr.,3115378,ATL,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,72.0,110.0,6.0,49.1,0.0,0.0,288.0,50.0,786.0,4.0,10.9,35.0
Julio Jones,13982,ATL,WR,2020,receiving,2026-07-03T11:38:53.188545,9.0,51.0,68.0,16.0,85.7,0.0,0.0,230.0,36.0,771.0,3.0,15.1,44.0
Hollywood Brown,4241372,BAL,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,58.0,100.0,13.0,48.1,0.0,0.0,270.0,35.0,769.0,8.0,13.3,70.0
T.Y. Hilton,14924,IND,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,56.0,93.0,11.0,50.8,0.0,0.0,193.0,42.0,762.0,5.0,13.6,50.0
Mike Williams,3045138,LAC,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,48.0,85.0,13.0,50.4,0.0,0.0,165.0,35.0,756.0,5.0,15.8,64.0
Alvin Kamara,3054850,NO,RB,2020,receiving,2026-07-03T11:38:53.188545,15.0,83.0,107.0,9.0,50.4,0.0,0.0,734.0,35.0,756.0,5.0,9.1,52.0
Darius Slayton,3916945,NYG,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,50.0,96.0,10.0,46.9,1.0,1.0,164.0,40.0,751.0,3.0,15.0,41.0
Brandon Aiyuk,4360438,SF,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,60.0,96.0,10.0,62.3,0.0,0.0,289.0,43.0,748.0,5.0,12.5,49.0
Tim Patrick,3134353,DEN,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,51.0,79.0,14.0,49.5,0.0,0.0,243.0,33.0,742.0,6.0,14.5,61.0
Jakobi Meyers,3916433,NE,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,59.0,81.0,11.0,52.1,1.0,1.0,224.0,37.0,729.0,0.0,12.4,35.0
Emmanuel Sanders,13295,NO,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,61.0,82.0,7.0,51.9,1.0,0.0,172.0,33.0,726.0,5.0,11.9,51.0
T.J. Hockenson,4036133,DET,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,67.0,101.0,6.0,45.2,0.0,0.0,332.0,40.0,723.0,6.0,10.8,51.0
DJ Chark,3115394,JAX,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,53.0,93.0,10.0,54.3,0.0,0.0,170.0,37.0,706.0,5.0,13.3,73.0
Mike Gesicki,3116164,MIA,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,53.0,85.0,10.0,46.9,0.0,0.0,189.0,36.0,703.0,6.0,13.3,70.0
Mark Andrews,3116365,BAL,TE,2020,receiving,2026-07-03T11:38:53.188545,14.0,58.0,88.0,10.0,50.1,2.0,0.0,190.0,37.0,701.0,7.0,12.1,39.0
Jamison Crowder,2576716,NYJ,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,59.0,89.0,9.0,58.3,0.0,0.0,327.0,32.0,699.0,6.0,11.8,69.0
Marquez Valdes-Scantling,3051738,GB,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,33.0,63.0,10.0,43.1,1.0,1.0,255.0,27.0,690.0,6.0,20.9,78.0
Noah Fant,4036131,DEN,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,62.0,93.0,8.0,44.9,0.0,0.0,372.0,34.0,673.0,3.0,10.9,37.0
Logan Thomas,16813,WSH,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,72.0,110.0,5.0,41.9,0.0,0.0,289.0,36.0,670.0,6.0,9.3,30.0
Kendrick Bourne,3045523,SF,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,49.0,74.0,7.0,44.5,0.0,0.0,221.0,35.0,667.0,2.0,13.6,49.0
Sterling Shepard,2976592,NYG,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,66.0,90.0,10.0,54.7,0.0,0.0,210.0,37.0,656.0,3.0,9.9,29.0
Hunter Renfrow,3135321,LV,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,56.0,77.0,7.0,41.0,1.0,1.0,355.0,32.0,656.0,2.0,11.7,53.0
Evan Engram,3051876,NYG,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,63.0,109.0,6.0,40.9,1.0,1.0,286.0,32.0,654.0,1.0,10.4,53.0
Keelan Cole Sr.,3071572,JAX,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,55.0,88.0,8.0,40.1,0.0,0.0,182.0,34.0,642.0,5.0,11.7,51.0
George Kittle,3040151,SF,TE,2020,receiving,2026-07-03T11:38:53.188545,8.0,48.0,63.0,8.0,79.3,0.0,0.0,296.0,32.0,634.0,2.0,13.2,44.0
Darnell Mooney,4040655,CHI,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,61.0,98.0,6.0,39.4,1.0,0.0,338.0,33.0,631.0,4.0,10.3,53.0
Zach Pascal,2978109,IND,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,44.0,71.0,13.0,39.3,0.0,0.0,240.0,29.0,629.0,5.0,14.3,42.0
Rob Gronkowski,13229,TB,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,45.0,77.0,10.0,38.9,1.0,0.0,256.0,29.0,623.0,7.0,13.8,48.0
Christian Kirk,3895856,ARI,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,48.0,79.0,7.0,44.4,0.0,0.0,187.0,30.0,621.0,6.0,12.9,80.0
Josh Reynolds,3115306,LAR,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,52.0,81.0,8.0,38.6,1.0,0.0,220.0,31.0,618.0,2.0,11.9,40.0
Dalton Schultz,3117256,DAL,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,63.0,89.0,3.0,38.4,1.0,1.0,278.0,33.0,615.0,4.0,9.8,28.0
Hunter Henry,3046439,LAC,TE,2020,receiving,2026-07-03T11:38:53.188545,14.0,60.0,93.0,5.0,43.8,0.0,0.0,241.0,35.0,613.0,4.0,10.2,33.0
Damiere Byrd,2577667,NE,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,47.0,77.0,10.0,37.8,1.0,0.0,166.0,29.0,604.0,1.0,12.9,42.0
Danny Amendola,11674,DET,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,46.0,69.0,8.0,43.0,0.0,0.0,296.0,30.0,602.0,0.0,13.1,50.0
Laviska Shenault Jr.,4243160,JAX,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,58.0,79.0,10.0,42.9,0.0,0.0,295.0,33.0,600.0,5.0,10.3,36.0
Rashard Higgins,3042910,CLE,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,37.0,52.0,12.0,46.1,2.0,0.0,77.0,26.0,599.0,4.0,16.2,43.0
Gabe Davis,4243537,BUF,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,35.0,62.0,10.0,37.4,1.0,0.0,131.0,27.0,599.0,7.0,17.1,56.0
J.D. McKissic,2572861,WSH,RB,2020,receiving,2026-07-03T11:38:53.188545,16.0,80.0,110.0,2.0,36.8,2.0,1.0,510.0,32.0,589.0,2.0,7.4,29.0
Robert Tonyan,2975674,GB,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,52.0,59.0,9.0,36.6,0.0,0.0,224.0,33.0,586.0,11.0,11.3,45.0
Hayden Hurst,3924365,ATL,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,56.0,88.0,5.0,35.7,0.0,0.0,257.0,35.0,571.0,6.0,10.2,42.0
Mecole Hardman Jr.,4035004,KC,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,41.0,62.0,7.0,35.0,1.0,1.0,291.0,23.0,560.0,4.0,13.7,49.0
Eric Ebron,16732,PIT,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,56.0,91.0,6.0,37.2,1.0,1.0,197.0,30.0,558.0,5.0,10.0,27.0
Travis Fulgham,3139522,PHI,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,38.0,67.0,5.0,41.5,0.0,0.0,112.0,26.0,539.0,4.0,14.2,42.0
Dallas Goedert,3121023,PHI,TE,2020,receiving,2026-07-03T11:38:53.188545,11.0,46.0,65.0,7.0,47.6,0.0,0.0,203.0,28.0,524.0,3.0,11.4,41.0
A.J. Green,13983,CIN,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,47.0,104.0,3.0,32.7,0.0,0.0,90.0,34.0,523.0,2.0,11.1,33.0
Tyler Higbee,2573401,LAR,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,44.0,60.0,9.0,34.7,0.0,0.0,246.0,27.0,521.0,5.0,11.8,44.0
Jalen Guyton,3932430,LAC,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,28.0,55.0,7.0,31.9,0.0,0.0,188.0,18.0,511.0,3.0,18.3,72.0
Breshad Perriman,2972460,NYJ,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,30.0,60.0,10.0,42.1,0.0,0.0,164.0,20.0,505.0,3.0,16.8,53.0
Jared Cook,12537,NO,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,37.0,60.0,6.0,33.6,1.0,1.0,116.0,27.0,504.0,7.0,13.6,46.0
Michael Pittman Jr.,4035687,IND,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,40.0,61.0,5.0,38.7,0.0,0.0,280.0,22.0,503.0,1.0,12.6,45.0
Scotty Miller,3914397,TB,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,33.0,53.0,7.0,31.3,0.0,0.0,116.0,20.0,501.0,3.0,15.2,48.0
Anthony Miller,3050487,CHI,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,49.0,76.0,4.0,30.3,1.0,1.0,154.0,23.0,485.0,2.0,9.9,34.0
Antonio Brown,13934,TB,WR,2020,receiving,2026-07-03T11:38:53.188545,8.0,45.0,61.0,6.0,60.4,0.0,0.0,252.0,27.0,483.0,4.0,10.7,46.0
Nyheim Hines,3916430,IND,RB,2020,receiving,2026-07-03T11:38:53.188545,16.0,63.0,76.0,2.0,30.1,0.0,0.0,475.0,24.0,482.0,4.0,7.7,29.0
Cam Sims,3115314,WSH,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,32.0,48.0,9.0,29.8,0.0,0.0,250.0,18.0,477.0,1.0,14.9,50.0
Chris Conley,2578533,JAX,WR,2020,receiving,2026-07-03T11:38:53.188545,15.0,40.0,63.0,5.0,31.4,1.0,1.0,181.0,24.0,471.0,2.0,11.8,51.0
Demarcus Robinson,3043116,KC,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,45.0,59.0,7.0,29.1,1.0,1.0,165.0,26.0,466.0,3.0,10.4,28.0
John Brown,16804,BUF,WR,2020,receiving,2026-07-03T11:38:53.188545,9.0,33.0,52.0,7.0,50.9,0.0,0.0,172.0,22.0,458.0,3.0,13.9,46.0
Jimmy Graham,13232,CHI,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,50.0,76.0,4.0,28.5,1.0,0.0,206.0,32.0,456.0,8.0,9.1,30.0
Henry Ruggs III,4241475,LV,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,26.0,43.0,8.0,34.8,1.0,1.0,153.0,13.0,452.0,2.0,17.4,72.0
Allen Lazard,3128390,GB,WR,2020,receiving,2026-07-03T11:38:53.188545,10.0,33.0,46.0,6.0,45.1,0.0,0.0,195.0,23.0,451.0,3.0,13.7,72.0
Jonnu Smith,3054212,TEN,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,41.0,65.0,4.0,29.9,0.0,0.0,242.0,25.0,448.0,8.0,10.9,63.0
Tre'Quan Smith,3128451,NO,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,34.0,50.0,9.0,32.0,1.0,0.0,130.0,22.0,448.0,4.0,13.2,31.0
Randall Cobb,14053,HOU,WR,2020,receiving,2026-07-03T11:38:53.188545,10.0,38.0,48.0,6.0,44.1,0.0,0.0,171.0,20.0,441.0,3.0,11.6,34.0
Michael Thomas,2976316,NO,WR,2020,receiving,2026-07-03T11:38:53.188545,7.0,40.0,55.0,5.0,62.6,0.0,0.0,80.0,25.0,438.0,0.0,10.9,24.0
David Montgomery,4035538,CHI,RB,2020,receiving,2026-07-03T11:38:53.188545,15.0,54.0,68.0,2.0,29.2,1.0,1.0,410.0,25.0,438.0,2.0,8.1,28.0
Dan Arnold,4212989,ARI,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,31.0,45.0,8.0,27.4,2.0,1.0,176.0,24.0,438.0,4.0,14.1,59.0
Austin Hooper,3043275,CLE,TE,2020,receiving,2026-07-03T11:38:53.188545,13.0,46.0,70.0,3.0,33.5,0.0,0.0,161.0,27.0,435.0,4.0,9.5,36.0
Willie Snead IV,17258,BAL,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,33.0,48.0,7.0,33.2,1.0,0.0,200.0,23.0,432.0,3.0,13.1,34.0
Sammy Watkins,16725,KC,WR,2020,receiving,2026-07-03T11:38:53.188545,10.0,37.0,55.0,4.0,42.1,1.0,1.0,158.0,27.0,421.0,2.0,11.4,37.0
Greg Ward,3040035,PHI,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,53.0,79.0,3.0,26.2,1.0,0.0,165.0,24.0,419.0,6.0,7.9,32.0
Gerald Everett,3918639,LAR,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,41.0,62.0,3.0,26.1,1.0,1.0,244.0,24.0,417.0,1.0,10.2,40.0
David Moore,4212909,SEA,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,35.0,47.0,5.0,26.1,0.0,0.0,173.0,18.0,417.0,6.0,11.9,57.0
Larry Fitzgerald,5528,ARI,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,54.0,72.0,0.0,31.5,0.0,0.0,178.0,25.0,409.0,1.0,7.6,18.0
Austin Ekeler,3068267,LAC,RB,2020,receiving,2026-07-03T11:38:53.188545,10.0,54.0,65.0,2.0,40.3,0.0,0.0,478.0,20.0,403.0,2.0,7.5,28.0
Jordan Akins,3128452,HOU,TE,2020,receiving,2026-07-03T11:38:53.188545,13.0,37.0,49.0,7.0,31.0,0.0,0.0,171.0,20.0,403.0,1.0,10.9,26.0
Chase Edmonds,3119195,ARI,RB,2020,receiving,2026-07-03T11:38:53.188545,16.0,53.0,67.0,2.0,25.1,1.0,0.0,335.0,21.0,402.0,4.0,7.6,30.0
Keke Coutee,3915823,HOU,WR,2020,receiving,2026-07-03T11:38:53.188545,8.0,33.0,40.0,3.0,50.0,3.0,2.0,149.0,18.0,400.0,3.0,12.1,64.0
Tyron Billy-Johnson,3894912,LAC,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,20.0,26.0,7.0,33.2,0.0,0.0,64.0,15.0,398.0,3.0,19.9,55.0
Jalen Reagor,4241802,PHI,WR,2020,receiving,2026-07-03T11:38:53.188545,11.0,31.0,54.0,4.0,36.0,0.0,0.0,176.0,19.0,396.0,1.0,12.8,55.0
Mo Alie-Cox,2998565,IND,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,31.0,39.0,6.0,26.3,1.0,1.0,189.0,19.0,394.0,2.0,12.7,45.0
Richie James,3122899,SF,WR,2020,receiving,2026-07-03T11:38:53.188545,11.0,23.0,35.0,7.0,35.8,0.0,0.0,189.0,14.0,394.0,1.0,17.1,47.0
Braxton Berrios,3123075,NYJ,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,37.0,55.0,6.0,24.6,0.0,0.0,224.0,19.0,394.0,3.0,10.6,43.0
James Washington,3122449,PIT,WR,2020,receiving,2026-07-03T11:38:53.188545,16.0,30.0,56.0,5.0,24.5,0.0,0.0,139.0,19.0,392.0,5.0,13.1,50.0
Deebo Samuel,3126486,SF,WR,2020,receiving,2026-07-03T11:38:53.188545,7.0,33.0,44.0,8.0,55.9,0.0,0.0,401.0,19.0,391.0,1.0,11.8,35.0
Golden Tate,13217,NYG,WR,2020,receiving,2026-07-03T11:38:53.188545,12.0,35.0,52.0,5.0,32.3,0.0,0.0,81.0,19.0,388.0,2.0,11.1,39.0
Myles Gaskin,3886818,MIA,RB,2020,receiving,2026-07-03T11:38:53.188545,10.0,41.0,47.0,3.0,38.8,0.0,0.0,397.0,12.0,388.0,2.0,9.5,59.0
Anthony Firkser,3049698,TEN,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,39.0,53.0,4.0,24.2,0.0,0.0,143.0,26.0,387.0,1.0,9.9,45.0
KJ Hamler,4240380,DEN,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,30.0,56.0,5.0,29.3,1.0,0.0,125.0,17.0,381.0,3.0,12.7,49.0
James White,16913,NE,RB,2020,receiving,2026-07-03T11:38:53.188545,14.0,49.0,62.0,4.0,26.8,0.0,0.0,403.0,20.0,375.0,1.0,7.7,34.0
Jakeem Grant Sr.,2577641,MIA,WR,2020,receiving,2026-07-03T11:38:53.188545,14.0,36.0,54.0,3.0,26.6,0.0,0.0,175.0,22.0,373.0,1.0,10.4,30.0
Mike Davis,3025433,CAR,RB,2020,receiving,2026-07-03T11:38:53.188545,15.0,59.0,70.0,4.0,24.9,0.0,0.0,428.0,17.0,373.0,2.0,6.3,23.0
Irv Smith Jr.,4040980,MIN,TE,2020,receiving,2026-07-03T11:38:53.188545,13.0,30.0,43.0,6.0,28.1,0.0,0.0,128.0,22.0,365.0,5.0,12.2,36.0
Dalvin Cook,3116593,MIN,RB,2020,receiving,2026-07-03T11:38:53.188545,14.0,44.0,54.0,4.0,25.8,1.0,1.0,439.0,17.0,361.0,1.0,8.2,50.0
Denzel Mims,4035403,NYJ,WR,2020,receiving,2026-07-03T11:38:53.188545,9.0,23.0,44.0,6.0,39.7,0.0,0.0,105.0,15.0,357.0,0.0,15.5,30.0
D'Andre Swift,4259545,DET,RB,2020,receiving,2026-07-03T11:38:53.188545,13.0,46.0,57.0,1.0,27.5,1.0,0.0,351.0,15.0,357.0,2.0,7.8,26.0
Giovani Bernard,15826,CIN,RB,2020,receiving,2026-07-03T11:38:53.188545,16.0,47.0,59.0,3.0,22.2,0.0,0.0,363.0,15.0,355.0,3.0,7.6,42.0
Aaron Jones Sr.,3042519,GB,RB,2020,receiving,2026-07-03T11:38:53.188545,14.0,47.0,63.0,4.0,25.4,1.0,0.0,367.0,15.0,355.0,2.0,7.6,30.0
Tyler Eifert,15788,JAX,TE,2020,receiving,2026-07-03T11:38:53.188545,15.0,36.0,60.0,1.0,23.3,0.0,0.0,105.0,22.0,349.0,2.0,9.7,28.0
Drew Sample,3127310,CIN,TE,2020,receiving,2026-07-03T11:38:53.188545,16.0,40.0,53.0,1.0,21.8,1.0,1.0,200.0,16.0,349.0,1.0,8.7,23.0
Quintez Cephus,4035793,DET,WR,2020,receiving,2026-07-03T11:38:53.188545,13.0,20.0,35.0,7.0,26.8,0.0,0.0,86.0,16.0,349.0,2.0,17.5,49.0
Richard Rodgers,16786,PHI,TE,2020,receiving,2026-07-03T11:38:53.188545,14.0,24.0,31.0,5.0,24.6,0.0,0.0,102.0,16.0,345.0,2.0,14.4,33.0
James Robinson,4052042,JAX,RB,2020,receiving,2026-07-03T11:38:53.188545,14.0,49.0,60.0,2.0,24.6,1.0,0.0,394.0,15.0,344.0,3.0,7.0,28.0
Kenny Golladay,2974858,DET,WR,2020,receiving,2026-07-03T11:38:53.188545,5.0,20.0,32.0,4.0,67.6,0.0,0.0,46.0,16.0,338.0,2.0,16.9,48.0
Ezekiel Elliott,3051392,DAL,RB,2020,receiving,2026-07-03T11:38:53.188545,15.0,52.0,71.0,0.0,22.5,1.0,1.0,364.0,20.0,338.0,2.0,6.5,19.0
Zach Ertz,15835,PHI,TE,2020,receiving,2026-07-03T11:38:53.188545,11.0,36.0,72.0,4.0,30.5,0.0,0.0,101.0,16.0,335.0,1.0,9.3,42.0
Kyle Rudolph,14054,MIN,TE,2020,receiving,2026-07-03T11:38:53.188545,12.0,28.0,37.0,5.0,27.8,1.0,1.0,163.0,16.0,334.0,1.0,11.9,25.0
