year,round,pick,team,player_name,position,college,age,career_av,draft_av,games_played
2024,2,44,LV,Jackson Powers-Johnson,C,Oregon,,,,
2024,2,45,GB,Edgerrin Cooper,LB,Texas A&M,,,,
2024,2,46,CAR,Jonathon Brooks,RB,Texas,,,,
2024,2,47,NYG,Tyler Nubin,S,Minnesota,,,,
2024,2,48,JAX,Maason Smith,DT,LSU,,,,
2024,2,49,CIN,Kris Jenkins,DT,Michigan,,,,
2024,2,50,WSH,Mike Sainristil,CB,Michigan,,,,
2024,2,51,PIT,Zach Frazier,C,West Virginia,,,,
2024,2,52,IND,Adonai Mitchell,WR,Texas,,,,
2024,2,53,WSH,Ben Sinnott,TE,Kansas State,,,,
2024,2,54,CLE,Michael Hall Jr.,DT,Ohio State,,,,
2024,2,55,MIA,Patrick Paul,OT,Houston,,,,
2024,2,56,DAL,Marshawn Kneeland,EDGE,Western Michigan,,,,
2024,2,57,TB,Chris Braswell,EDGE,Alabama,,,,
2024,2,58,GB,Javon Bullard,S,Georgia,,,,
2024,2,59,HOU,Blake Fisher,OT,Notre Dame,,,,
2024,2,60,BUF,Cole Bishop,S,Utah,,,,
2024,2,61,DET,Ennis Rakestraw Jr.,CB,Missouri,,,,
2024,2,62,BAL,Roger Rosengarten,OT,Washington,,,,
2024,2,63,KC,Kingsley Suamataia,OT,BYU,,,,
2024,2,64,SF,Renardo Green,CB,Florida State,,,,
2024,3,65,NYJ,Malachi Corley,WR,Western Kentucky,,,,
2024,3,66,ARI,Trey Benson,RB,Florida State,,,,
2024,3,67,WSH,Brandon Coleman,OG,TCU,,,,
2024,3,68,NE,Caedan Wallace,OT,Penn State,,,,
2024,3,69,LAC,Junior Colson,LB,Michigan,,,,
2024,3,70,NYG,Andru Phillips,CB,Kentucky,,,,
2024,3,71,ARI,Isaiah Adams,OT,Illinois,,,,
2024,3,72,CAR,Trevin Wallace,LB,Kentucky,,,,
2024,3,73,DAL,Cooper Beebe,OG,Kansas State,,,,
2024,3,74,ATL,Bralen Trice,EDGE,Washington,,,,
2024,3,75,CHI,Kiran Amegadjie,OT,Yale,,,,
2024,3,76,DEN,Jonah Elliss,EDGE,Utah,,,,
2024,3,77,LV,Delmar Glaze,OT,Maryland,,,,
2024,3,78,HOU,Calen Bullock,S,USC,,,,
2024,3,79,IND,Matt Goncalves,OT,Pittsburgh,,,,
2024,3,80,CIN,Jermaine Burton,WR,Alabama,,,,
2024,3,81,SEA,Christian Haynes,OG,UConn,,,,
2024,3,82,ARI,Tip Reiman,TE,Illinois,,,,
2024,3,83,LAR,Blake Corum,RB,Michigan,,,,
2024,3,84,PIT,Roman Wilson,WR,Michigan,,,,
2024,3,85,CLE,Zak Zinter,OG,Michigan,,,,
2024,3,86,SF,Dominick Puni,OT,Kansas,,,,
2024,3,87,DAL,Marist Liufau,LB,Notre Dame,,,,
2024,3,88,GB,MarShawn Lloyd,RB,USC,,,,
2024,3,89,TB,Tykee Smith,S,Georgia,,,,
2024,3,90,ARI,Elijah Jones,CB,Boston College,,,,
2024,3,91,GB,Ty'Ron Hopper,LB,Missouri,,,,
2024,3,92,TB,Jalen McMillan,WR,Washington,,,,
2024,3,93,BAL,Adisa Isaac,LB,Penn State,,,,
2024,3,94,PHI,Jalyx Hunt,EDGE,Houston Christian,,,,
2024,3,95,BUF,DeWayne Carter,DT,Duke,,,,
2024,3,96,JAX,Jarrian Jones,CB,Florida State,,,,
2024,3,97,CIN,McKinnley Jackson,DT,Texas A&M,,,,
2024,3,98,PIT,Payton Wilson,LB,NC State,,,,
2024,3,99,LAR,Kamren Kinchens,S,Miami,,,,
2024,3,100,WSH,Luke McCaffrey,WR,Rice,,,,
2024,4,101,CAR,Ja'Tavion Sanders,TE,Texas,,,,
2024,4,102,DEN,Troy Franklin,WR,Oregon,,,,
2024,4,103,NE,Layden Robinson,OG,Texas A&M,,,,
2024,4,104,ARI,Dadrion Taylor-Demerson,S,Texas Tech,,,,
2024,4,105,LAC,Justin Eboigbe,DT,Alabama,,,,
2024,4,106,TEN,Cedric Gray,LB,North Carolina,,,,
2024,4,107,NYG,Theo Johnson,TE,Penn State,,,,
2024,4,108,MIN,Khyree Jackson,CB,Oregon,,,,
2024,4,109,ATL,Brandon Dorlus,DT,Oregon,,,,
2024,4,110,NE,Javon Baker,WR,UCF,,,,
2024,4,111,GB,Evan Williams,S,Oregon,,,,
2024,4,112,LV,Decamerion Richardson,CB,Mississippi State,,,,
2024,4,113,BAL,Devontez Walker,WR,North Carolina,,,,
2024,4,114,JAX,Javon Foster,OT,Missouri,,,,
2024,4,115,CIN,Erick All,TE,Iowa,,,,
2024,4,116,JAX,Jordan Jefferson,DT,LSU,,,,
2024,4,117,IND,Tanor Bortolini,C,Wisconsin,,,,
2024,4,118,SEA,Tyrice Knight,LB,UTEP,,,,
2024,4,119,PIT,Mason McCormick,OG,South Dakota State,,,,
2024,4,120,MIA,Jaylen Wright,RB,Tennessee,,,,
2024,4,121,SEA,AJ Barner,TE,Michigan,,,,
2024,4,122,CHI,Tory Taylor,P,Iowa,,,,
2024,4,123,HOU,Cade Stover,TE,Ohio State,,,,
2024,4,124,SF,Malik Mustapha,S,Wake Forest,,,,
2024,4,125,TB,Bucky Irving,RB,Oregon,,,,
2024,4,126,DET,Giovanni Manu,OT,British Columbia,,,,
2024,4,127,PHI,Will Shipley,RB,Clemson,,,,
2024,4,128,BUF,Ray Davis,RB,Kentucky,,,,
2024,4,129,SF,Isaac Guerendo,RB,Louisville,,,,
2024,4,130,BAL,T.J. Tampa,CB,Iowa State,,,,
2024,4,131,KC,Jared Wiley,TE,TCU,,,,
2024,4,132,DET,Sione Vaki,S,Utah,,,,
2024,4,133,KC,Jaden Hicks,S,Washington State,,,,
2024,4,134,NYJ,Braelon Allen,RB,Wisconsin,,,,
2024,4,135,SF,Jacob Cowing,WR,Arizona,,,,
2024,5,136,SEA,Nehemiah Pritchett,CB,Auburn,,,,
2024,5,137,LAC,Tarheeb Still,CB,Maryland,,,,
2024,5,138,ARI,Xavier Thomas,EDGE,Clemson,,,,
2024,5,139,WSH,Jordan Magee,LB,Temple,,,,
2024,5,140,LAC,Cam Hart,CB,Notre Dame,,,,
2024,5,141,BUF,Sedrick Van Pran-Granger,C,Georgia,,,,
2024,5,142,IND,Anthony Gould,WR,Oregon State,,,,
2024,5,143,ATL,JD Bertrand,LB,Notre Dame,,,,
2024,5,144,CHI,Austin Booker,EDGE,Kansas,,,,
2024,5,145,DEN,Kris Abrams-Draine,CB,Missouri,,,,
2024,5,146,TEN,Jarvis Brownlee Jr.,CB,Louisville,,,,
2024,5,147,DEN,Audric Estime,RB,Notre Dame,,,,
2024,5,148,LV,Tommy Eichenberg,LB,Ohio State,,,,
2024,5,149,CIN,Josh Newton,CB,TCU,,,,
2024,5,150,NO,Spencer Rattler,QB,South Carolina,,,,
2024,5,151,IND,Jaylon Carlies,S,Missouri,,,,
2024,5,152,PHI,Ainias Smith,WR,Texas A&M,,,,
2024,5,153,JAX,Deantre Prince,CB,Ole Miss,,,,
2024,5,154,LAR,Brennan Jackson,EDGE,Washington State,,,,
2024,5,155,PHI,Jeremiah Trotter Jr.,LB,Clemson,,,,
2024,5,156,CLE,Jamari Thrash,WR,Louisville,,,,
2024,5,157,CAR,Chau Smith-Wade,CB,Washington State,,,,
2024,5,158,MIA,Mohamed Kamara,EDGE,Colorado State,,,,
2024,5,159,KC,Hunter Nourzad,C,Penn State,,,,
2024,5,160,BUF,Edefuan Ulofoshio,LB,Washington,,,,
2024,5,161,WSH,Dominique Hampton,S,Washington,,,,
2024,5,162,ARI,Christian Jones,OT,Texas,,,,
2024,5,163,GB,Jacob Monk,C,Duke,,,,
2024,5,164,IND,Jaylin Simpson,S,Auburn,,,,
2024,5,165,BAL,Rasheen Ali,RB,Marshall,,,,
2024,5,166,NYG,Tyrone Tracy Jr.,RB,Purdue,,,,
2024,5,167,JAX,Keilan Robinson,RB,Texas,,,,
2024,5,168,BUF,Javon Solomon,EDGE,Troy,,,,
2024,5,169,GB,Kitan Oladapo,S,Oregon State,,,,
2024,5,170,NO,Bub Means,WR,Pittsburgh,,,,
2024,5,171,NYJ,Jordan Travis,QB,Florida State,,,,
2024,5,172,PHI,Trevor Keegan,OG,Michigan,,,,
2024,5,173,NYJ,Isaiah Davis,RB,South Dakota State,,,,
2024,5,174,DAL,Caelen Carson,CB,Wake Forest,,,,
2024,5,175,NO,Jaylan Ford,LB,Texas,,,,
2024,5,176,NYJ,Qwan'tez Stiggers,CB,Toronto Argonauts,,,,
2024,6,177,MIN,Walter Rouse,OT,Oklahoma,,,,
2024,6,178,PIT,Logan Lee,DT,Iowa,,,,
2024,6,179,SEA,Sataoa Laumea,OG,Utah,,,,
2024,6,180,NE,Marcellas Dial,CB,South Carolina,,,,
2024,6,181,LAC,Kimani Vidal,RB,Troy,,,,
2024,6,182,TEN,Jha'Quan Jackson,WR,Tulane,,,,
2024,6,183,NYG,Darius Muasau,LB,UCLA,,,,
2024,6,184,MIA,Malik Washington,WR,Virginia,,,,
2024,6,185,PHI,Johnny Wilson,WR,Florida State,,,,
2024,6,186,ATL,Jase McClellan,RB,Alabama,,,,
2024,6,187,ATL,Casey Washington,WR,Illinois,,,,
2024,6,188,HOU,Jamal Hill,LB,Oregon,,,,
2024,6,189,DET,Mekhi Wingo,DT,LSU,,,,
2024,6,190,PHI,Dylan McMahon,OG,NC State,,,,
2024,6,191,ARI,Tejhaun Palmer,WR,UAB,,,,
2024,6,192,SEA,D.J. James,CB,Auburn,,,,
2024,6,193,NE,Joe Milton III,QB,Tennessee,,,,
2024,6,194,CIN,Tanner McLachlan,TE,Arizona,,,,
2024,6,195,PIT,Ryan Watts,CB,Texas,,,,
2024,6,196,LAR,Tyler Davis,DT,Clemson,,,,
2024,6,197,ATL,Zion Logue,DT,Georgia,,,,
2024,6,198,MIA,Patrick McMorris,S,California,,,,
2024,6,199,NO,Khristian Boyd,DT,Northern Iowa,,,,
2024,6,200,CAR,Jaden Crumedy,DT,Mississippi State,,,,
2024,6,201,IND,Micah Abraham,CB,Marshall,,,,
2024,6,202,GB,Travis Glover,OT,Georgia State,,,,
2024,6,203,MIN,Will Reichard,PK,Alabama,,,,
2024,6,204,BUF,Tylan Grable,OT,UCF,,,,
2024,6,205,HOU,Jawhar Jordan,RB,Louisville,,,,
2024,6,206,CLE,Nathaniel Watson,LB,Mississippi State,,,,
2024,6,207,SEA,Michael Jerrell,OT,Findlay,,,,
2024,6,208,LV,Dylan Laube,RB,New Hampshire,,,,
2024,6,209,LAR,Joshua Karty,PK,Stanford,,,,
2024,6,210,DET,Christian Mahogany,OG,Boston College,,,,
2024,6,211,KC,Kamal Hadden,CB,Tennessee,,,,
2024,6,212,JAX,Cam Little,PK,Arkansas,,,,
2024,6,213,LAR,Jordan Whittington,WR,Texas,,,,
2024,6,214,CIN,Cedric Johnson,EDGE,Ole Miss,,,,
2024,6,215,SF,Jarrett Kingston,OG,USC,,,,
2024,6,216,DAL,Ryan Flournoy,WR,Southeast Missouri State,,,,
2024,6,217,LAR,Beaux Limmer,C,Arkansas,,,,
2024,6,218,BAL,Devin Leary,QB,Kentucky,,,,
2024,6,219,BUF,Daequan Hardy,CB,Penn State,,,,
2024,6,220,TB,Elijah Klein,OG,UTEP,,,,
2024,7,221,BUF,Travis Clayton,OG,England,,,,
2024,7,222,WSH,Javontae Jean-Baptiste,EDGE,Notre Dame,,,,
2024,7,223,LV,Trey Taylor,S,Air Force,,,,
2024,7,224,CIN,Daijahn Anthony,S,Ole Miss,,,,
2024,7,225,LAC,Brenden Rice,WR,USC,,,,
2024,7,226,ARI,Jaden Davis,CB,Miami,,,,
2024,7,227,CLE,Myles Harden,CB,South Dakota,,,,
2024,7,228,BAL,Nick Samac,C,Michigan State,,,,
2024,7,229,LV,M.J. Devonshire,CB,Pittsburgh,,,,
2024,7,230,MIN,Michael Jurgens,C,Wake Forest,,,,
2024,7,231,NE,Jaheim Bell,TE,Florida State,,,,
2024,7,232,MIN,Levi Drake Rodriguez,DT,Texas A&M-Commerce,,,,
2024,7,233,DAL,Nathan Thomas,OT,Louisiana,,,,
2024,7,234,IND,Jonah Laulu,DT,Oklahoma,,,,
2024,7,235,DEN,Devaughn Vele,WR,Utah,,,,
2024,7,236,JAX,Myles Cole,EDGE,Texas Tech,,,,
2024,7,237,CIN,Matt Lee,C,Miami,,,,
2024,7,238,HOU,Solomon Byrd,EDGE,USC,,,,
2024,7,239,NO,Josiah Ezirim,OT,Eastern Kentucky,,,,
2024,7,240,CAR,Michael Barrett,LB,Michigan,,,,
2024,7,241,MIA,Tahj Washington,WR,USC,,,,
2024,7,242,TEN,James Williams,S,Miami,,,,
2024,7,243,CLE,Jowon Briggs,DT,Cincinnati,,,,
2024,7,244,DAL,Justin Rogers,DT,Auburn,,,,
2024,7,245,GB,Michael Pratt,QB,Tulane,,,,
2024,7,246,TB,Devin Culp,TE,Washington,,,,
2024,7,247,HOU,Marcus Harris,DT,Auburn,,,,
2024,7,248,KC,C.J. Hanson,OG,Holy Cross,,,,
2024,7,249,HOU,LaDarius Henderson,OT,Michigan,,,,
2024,7,250,BAL,Sanoussi Kane,S,Purdue,,,,
2024,7,251,SF,Tatum Bethune,LB,Florida State,,,,
2024,7,252,TEN,Jaylen Harrell,EDGE,Michigan,,,,
2024,7,253,LAC,Cornelius Johnson,WR,Michigan,,,,
2024,7,254,LAR,KT Leveston,OG,Kansas State,,,,
2024,7,255,GB,Kalen King,CB,Penn State,,,,
2024,7,256,DEN,Nick Gargiulo,C,South Carolina,,,,
2024,7,257,NYJ,Jaylen Key,S,Alabama,,,,
