player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
Tony Pollard,3916148,DAL,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,6.0,59.1,1.0,1.0,56.0,1005.0,6.0,4.0,252.0,31.0
Breece Hall,4427366,NYJ,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,7.0,58.5,2.0,0.0,40.0,994.0,5.0,4.5,223.0,83.0
Rachaad White,4697815,TB,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,3.0,58.2,2.0,1.0,46.0,990.0,6.0,3.6,272.0,38.0
Bijan Robinson,4430807,ATL,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,7.0,57.4,4.0,3.0,50.0,976.0,4.0,4.6,214.0,38.0
Saquon Barkley,3929630,NYG,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,7.0,68.7,2.0,2.0,51.0,962.0,6.0,3.9,247.0,36.0
Jahmyr Gibbs,4429795,DET,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,10.0,63.0,2.0,1.0,42.0,945.0,10.0,5.2,182.0,36.0
Isiah Pacheco,4361529,KC,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,6.0,66.8,1.0,1.0,53.0,935.0,7.0,4.6,205.0,48.0
Kenneth Walker III,4567048,SEA,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,7.0,60.3,1.0,0.0,46.0,905.0,8.0,4.1,219.0,45.0
Chuba Hubbard,4241416,CAR,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,4.0,53.1,0.0,0.0,59.0,902.0,5.0,3.8,238.0,22.0
Devin Singletary,4040761,HOU,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,3.0,52.8,1.0,0.0,40.0,898.0,4.0,4.2,216.0,24.0
Lamar Jackson,3916387,BAL,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,4.0,51.3,5.0,2.0,48.0,821.0,5.0,5.5,148.0,30.0
Jerome Ford,4372019,CLE,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,5.0,47.8,1.0,1.0,33.0,813.0,4.0,4.0,204.0,69.0
Gus Edwards,3051926,BAL,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,6.0,47.6,2.0,2.0,49.0,810.0,13.0,4.1,198.0,42.0
Josh Jacobs,4047365,LV,RB,2023,rushing,2026-07-03T11:42:41.275040,13.0,3.0,61.9,2.0,1.0,34.0,805.0,6.0,3.5,233.0,63.0
De'Von Achane,4429160,MIA,RB,2023,rushing,2026-07-03T11:42:41.275040,11.0,8.0,72.7,1.0,1.0,30.0,800.0,8.0,7.8,103.0,76.0
Zack Moss,4035676,IND,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,6.0,56.7,0.0,0.0,43.0,794.0,5.0,4.3,183.0,56.0
Jaylen Warren,4569987,PIT,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,6.0,46.1,3.0,1.0,36.0,784.0,4.0,5.3,149.0,74.0
Javonte Williams,4361579,DEN,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,48.4,0.0,0.0,41.0,774.0,3.0,3.6,217.0,21.0
Jonathan Taylor,4242335,IND,RB,2023,rushing,2026-07-03T11:42:41.275040,10.0,4.0,74.1,1.0,0.0,42.0,741.0,7.0,4.4,169.0,49.0
Brian Robinson Jr.,4241474,WSH,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,4.0,48.9,3.0,2.0,47.0,733.0,5.0,4.1,178.0,29.0
Alexander Mattison,4048244,MIN,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,1.0,43.8,2.0,2.0,28.0,700.0,0.0,3.9,180.0,21.0
Alvin Kamara,3054850,NO,RB,2023,rushing,2026-07-03T11:42:41.275040,13.0,0.0,53.4,0.0,0.0,42.0,694.0,5.0,3.9,180.0,17.0
Tyler Allgeier,4373626,ATL,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,40.2,0.0,0.0,39.0,683.0,4.0,3.7,186.0,31.0
Justin Fields,4362887,CHI,QB,2023,rushing,2026-07-03T11:42:41.275040,13.0,4.0,50.5,3.0,1.0,43.0,657.0,4.0,5.3,124.0,39.0
Aaron Jones Sr.,3042519,GB,RB,2023,rushing,2026-07-03T11:42:41.275040,11.0,3.0,59.6,1.0,1.0,34.0,656.0,2.0,4.6,142.0,39.0
Ezekiel Elliott,3051392,NE,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,37.8,1.0,0.0,33.0,642.0,3.0,3.5,184.0,17.0
Austin Ekeler,3068267,LAC,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,3.0,44.9,3.0,2.0,34.0,628.0,5.0,3.5,179.0,55.0
Rhamondre Stevenson,4569173,NE,RB,2023,rushing,2026-07-03T11:42:41.275040,12.0,1.0,51.6,1.0,1.0,36.0,619.0,4.0,4.0,156.0,64.0
AJ Dillon,4239934,GB,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,1.0,40.9,0.0,0.0,32.0,613.0,2.0,3.4,178.0,40.0
Khalil Herbert,4035886,CHI,RB,2023,rushing,2026-07-03T11:42:41.275040,12.0,5.0,50.9,0.0,0.0,25.0,611.0,2.0,4.6,132.0,38.0
Jalen Hurts,4040715,PHI,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,35.6,6.0,4.0,68.0,605.0,15.0,3.9,157.0,24.0
Josh Allen,3918298,BUF,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,30.8,5.0,3.0,57.0,524.0,15.0,4.7,111.0,23.0
Zach Charbonnet,4426385,SEA,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,4.0,28.9,0.0,0.0,32.0,462.0,1.0,4.3,108.0,23.0
Ty Chandler,4242431,MIN,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,3.0,27.1,0.0,0.0,20.0,461.0,3.0,4.5,102.0,31.0
Tyjae Spears,4428557,TEN,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,3.0,26.6,0.0,0.0,24.0,453.0,2.0,4.5,100.0,23.0
Zamir White,4361777,LV,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,26.5,1.0,1.0,19.0,451.0,1.0,4.3,104.0,43.0
Miles Sanders,4045163,CAR,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,1.0,27.0,2.0,2.0,24.0,432.0,1.0,3.3,129.0,48.0
D'Onta Foreman,3125116,CHI,RB,2023,rushing,2026-07-03T11:42:41.275040,9.0,1.0,47.2,1.0,0.0,24.0,425.0,4.0,3.9,109.0,22.0
Joshua Dobbs,3044720,ARI/MIN,QB,2023,rushing,2026-07-03T11:42:41.275040,13.0,6.0,32.4,7.0,2.0,31.0,421.0,6.0,5.5,77.0,44.0
Dameon Pierce,4360238,HOU,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,1.0,29.7,0.0,0.0,14.0,416.0,2.0,2.9,145.0,22.0
Kareem Hunt,3059915,CLE,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,0.0,27.4,0.0,0.0,39.0,411.0,9.0,3.0,135.0,16.0
Jaleel McLaughlin,4722893,DEN,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,4.0,24.1,0.0,0.0,16.0,410.0,1.0,5.4,76.0,38.0
Joshua Kelley,3910544,LAC,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,23.8,1.0,1.0,21.0,405.0,2.0,3.8,107.0,49.0
Taysom Hill,2468609,NO,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,3.0,25.1,1.0,1.0,26.0,401.0,4.0,5.0,81.0,27.0
Keaton Mitchell,4596334,BAL,RB,2023,rushing,2026-07-03T11:42:41.275040,8.0,7.0,49.5,0.0,0.0,19.0,396.0,2.0,8.4,47.0,60.0
Patrick Mahomes,3139477,KC,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,24.3,1.0,0.0,27.0,389.0,0.0,5.2,75.0,25.0
Justice Hill,4038441,BAL,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,24.2,0.0,0.0,18.0,387.0,3.0,4.6,84.0,41.0
Kenny Gainwell,4371733,PHI,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,3.0,22.8,3.0,1.0,19.0,364.0,2.0,4.3,84.0,32.0
Rico Dowdle,4038815,DAL,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,22.6,0.0,0.0,17.0,361.0,2.0,4.1,89.0,21.0
Roschon Johnson,4426386,CHI,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,2.0,23.5,1.0,0.0,16.0,352.0,2.0,4.3,81.0,29.0
Russell Wilson,14881,DEN,QB,2023,rushing,2026-07-03T11:42:41.275040,15.0,2.0,22.7,3.0,1.0,38.0,341.0,3.0,4.3,80.0,21.0
Trevor Lawrence,4360310,JAX,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,3.0,21.2,5.0,2.0,23.0,339.0,4.0,4.8,70.0,26.0
Royce Freeman,3122672,LAR,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,1.0,22.8,0.0,0.0,17.0,319.0,2.0,4.1,77.0,23.0
Jamaal Williams,2980453,NO,RB,2023,rushing,2026-07-03T11:42:41.275040,13.0,0.0,23.5,1.0,0.0,19.0,306.0,1.0,2.9,106.0,17.0
Latavius Murray,15920,BUF,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,18.8,0.0,0.0,27.0,300.0,4.0,3.8,79.0,29.0
Pierre Strong Jr.,4249836,CLE,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,17.1,1.0,1.0,9.0,291.0,1.0,4.6,63.0,40.0
Emari Demercado,4362478,ARI,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,1.0,20.3,0.0,0.0,12.0,284.0,2.0,4.9,58.0,49.0
Elijah Mitchell,4241555,SF,RB,2023,rushing,2026-07-03T11:42:41.275040,11.0,0.0,25.5,0.0,0.0,14.0,281.0,2.0,3.7,75.0,18.0
Antonio Gibson,4360294,WSH,RB,2023,rushing,2026-07-03T11:42:41.275040,16.0,0.0,16.6,1.0,1.0,13.0,265.0,1.0,4.1,65.0,16.0
Sam Howell,4426875,WSH,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,3.0,15.5,2.0,1.0,19.0,263.0,5.0,5.5,48.0,24.0
Bryce Young,4685720,CAR,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,3.0,15.8,2.0,0.0,18.0,253.0,0.0,6.5,39.0,26.0
Jordan Love,4036378,GB,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,4.0,14.5,5.0,2.0,16.0,247.0,4.0,4.9,50.0,37.0
Chris Rodriguez Jr.,4362619,WSH,RB,2023,rushing,2026-07-03T11:42:41.275040,13.0,0.0,19.0,1.0,1.0,14.0,247.0,2.0,4.8,51.0,16.0
Kyler Murray,3917315,ARI,QB,2023,rushing,2026-07-03T11:42:41.275040,8.0,2.0,30.5,5.0,0.0,15.0,244.0,3.0,5.5,44.0,33.0
Dak Prescott,2577417,DAL,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,14.2,2.0,1.0,21.0,242.0,2.0,4.4,55.0,22.0
Samaje Perine,3116389,DEN,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,14.0,1.0,1.0,14.0,238.0,1.0,4.5,53.0,24.0
Justin Herbert,4038941,LAC,QB,2023,rushing,2026-07-03T11:42:41.275040,13.0,2.0,17.5,1.0,0.0,16.0,228.0,3.0,4.4,52.0,35.0
Deebo Samuel,3126486,SF,WR,2023,rushing,2026-07-03T11:42:41.275040,15.0,1.0,15.0,0.0,0.0,13.0,225.0,5.0,6.1,37.0,23.0
Clyde Edwards-Helaire,4242214,KC,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,1.0,14.9,0.0,0.0,12.0,223.0,1.0,3.2,70.0,20.0
Dalvin Cook,3116593,NYJ,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,0.0,14.3,2.0,2.0,10.0,214.0,0.0,3.2,67.0,14.0
Zach Wilson,4361259,NYJ,QB,2023,rushing,2026-07-03T11:42:41.275040,12.0,2.0,17.6,4.0,3.0,7.0,211.0,0.0,5.9,36.0,20.0
Daniel Jones,3917792,NYG,QB,2023,rushing,2026-07-03T11:42:41.275040,6.0,0.0,34.3,1.0,0.0,15.0,206.0,1.0,5.2,40.0,17.0
Jordan Mason,4360569,SF,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,12.1,0.0,0.0,13.0,206.0,3.0,5.2,40.0,26.0
Tyrod Taylor,14163,NYG,QB,2023,rushing,2026-07-03T11:42:41.275040,11.0,2.0,17.9,3.0,0.0,10.0,197.0,0.0,5.2,38.0,31.0
Tommy DeVito,4240391,NYG,QB,2023,rushing,2026-07-03T11:42:41.275040,9.0,1.0,21.7,2.0,1.0,7.0,195.0,1.0,5.4,36.0,26.0
Desmond Ridder,4239086,ATL,QB,2023,rushing,2026-07-03T11:42:41.275040,15.0,1.0,12.9,6.0,3.0,18.0,193.0,5.0,3.6,53.0,23.0
Jeff Wilson Jr.,3122976,MIA,RB,2023,rushing,2026-07-03T11:42:41.275040,10.0,0.0,18.8,0.0,0.0,8.0,188.0,0.0,4.6,41.0,15.0
Michael Carter,4240657,ARI/NYJ,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,1.0,12.5,0.0,0.0,9.0,187.0,0.0,6.2,30.0,21.0
Cordarrelle Patterson,15807,ATL,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,0.0,12.9,1.0,0.0,9.0,181.0,0.0,3.6,50.0,18.0
Chase Brown,4362238,CIN,RB,2023,rushing,2026-07-03T11:42:41.275040,12.0,2.0,14.9,1.0,0.0,6.0,179.0,0.0,4.1,44.0,31.0
Craig Reynolds,4421446,DET,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,10.5,1.0,1.0,11.0,179.0,1.0,4.4,41.0,19.0
Rondale Moore,4372485,ARI,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,2.0,10.5,0.0,0.0,5.0,178.0,1.0,6.4,28.0,45.0
Chase Edmonds,3119195,TB,RB,2023,rushing,2026-07-03T11:42:41.275040,13.0,1.0,13.5,0.0,0.0,8.0,176.0,0.0,3.6,49.0,21.0
Nick Chubb,3128720,CLE,RB,2023,rushing,2026-07-03T11:42:41.275040,2.0,1.0,85.0,0.0,0.0,8.0,170.0,0.0,6.1,28.0,20.0
Cam Akers,4240021,LAR/MIN,RB,2023,rushing,2026-07-03T11:42:41.275040,7.0,0.0,23.9,0.0,0.0,12.0,167.0,2.0,2.8,60.0,19.0
C.J. Stroud,4432577,HOU,QB,2023,rushing,2026-07-03T11:42:41.275040,15.0,0.0,11.1,2.0,1.0,18.0,167.0,3.0,4.3,39.0,16.0
Baker Mayfield,3052587,TB,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,9.6,3.0,0.0,16.0,163.0,1.0,2.6,62.0,31.0
Trey Sermon,4241401,IND,RB,2023,rushing,2026-07-03T11:42:41.275040,14.0,1.0,11.4,0.0,0.0,7.0,160.0,0.0,4.6,35.0,27.0
Kendre Miller,4599739,NO,RB,2023,rushing,2026-07-03T11:42:41.275040,8.0,0.0,19.5,0.0,0.0,10.0,156.0,1.0,3.8,41.0,18.0
Geno Smith,15864,SEA,QB,2023,rushing,2026-07-03T11:42:41.275040,15.0,2.0,10.3,1.0,1.0,10.0,155.0,1.0,4.2,37.0,25.0
Matt Breida,3049916,NYG,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,8.9,0.0,0.0,7.0,151.0,1.0,2.7,55.0,9.0
Easton Stick,3120590,LAC,QB,2023,rushing,2026-07-03T11:42:41.275040,5.0,1.0,28.8,0.0,0.0,11.0,144.0,1.0,5.3,27.0,21.0
Brock Purdy,4361741,SF,QB,2023,rushing,2026-07-03T11:42:41.275040,16.0,0.0,9.0,2.0,0.0,15.0,144.0,2.0,3.7,39.0,17.0
Deshaun Watson,3122840,CLE,QB,2023,rushing,2026-07-03T11:42:41.275040,6.0,0.0,23.7,2.0,1.0,10.0,142.0,1.0,5.5,26.0,16.0
Patrick Taylor Jr.,4039358,GB,RB,2023,rushing,2026-07-03T11:42:41.275040,11.0,1.0,12.8,0.0,0.0,7.0,141.0,0.0,4.4,32.0,24.0
Anthony Richardson Sr.,4429084,IND,QB,2023,rushing,2026-07-03T11:42:41.275040,4.0,1.0,34.0,2.0,1.0,8.0,136.0,4.0,5.4,25.0,23.0
Ty Johnson,3915411,BUF,RB,2023,rushing,2026-07-03T11:42:41.275040,10.0,0.0,13.2,1.0,0.0,8.0,132.0,0.0,4.4,30.0,13.0
Tank Bigsby,4429013,JAX,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,7.8,1.0,1.0,12.0,132.0,2.0,2.6,50.0,12.0
Ronnie Rivers,4243003,LAR,RB,2023,rushing,2026-07-03T11:42:41.275040,9.0,0.0,14.3,0.0,0.0,4.0,129.0,0.0,4.0,32.0,10.0
Jake Browning,3886812,CIN,QB,2023,rushing,2026-07-03T11:42:41.275040,9.0,1.0,14.1,0.0,0.0,12.0,127.0,3.0,4.7,27.0,21.0
Taylor Heinicke,2565969,ATL,QB,2023,rushing,2026-07-03T11:42:41.275040,5.0,1.0,24.8,1.0,0.0,5.0,124.0,1.0,8.3,15.0,24.0
Darrynton Evans,4036431,CHI/MIA,RB,2023,rushing,2026-07-03T11:42:41.275040,7.0,0.0,17.3,0.0,0.0,10.0,121.0,1.0,3.8,32.0,13.0
Jayden Reed,4362249,GB,WR,2023,rushing,2026-07-03T11:42:41.275040,16.0,3.0,7.4,0.0,0.0,6.0,119.0,2.0,10.8,11.0,32.0
CeeDee Lamb,4241389,DAL,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,6.6,0.0,0.0,6.0,113.0,2.0,8.1,14.0,24.0
Darrell Henderson Jr.,4039359,LAR,RB,2023,rushing,2026-07-03T11:42:41.275040,4.0,0.0,28.0,0.0,0.0,5.0,112.0,2.0,2.4,46.0,16.0
KaVontae Turpin,3676833,DAL,WR,2023,rushing,2026-07-03T11:42:41.275040,16.0,2.0,6.9,1.0,0.0,5.0,110.0,1.0,10.0,11.0,46.0
Tyson Bagent,4434153,CHI,QB,2023,rushing,2026-07-03T11:42:41.275040,5.0,1.0,21.8,1.0,0.0,11.0,109.0,2.0,4.7,23.0,20.0
D'Ernest Johnson,3139602,JAX,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,6.4,0.0,0.0,5.0,108.0,0.0,2.6,41.0,19.0
Chris Brooks,3149687,MIA,RB,2023,rushing,2026-07-03T11:42:41.275040,9.0,2.0,11.8,0.0,0.0,2.0,106.0,0.0,5.6,19.0,52.0
Derius Davis,4362477,LAC,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,5.9,0.0,0.0,5.0,101.0,0.0,7.2,14.0,51.0
Gardner Minshew II,4038524,IND,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,5.9,2.0,0.0,7.0,100.0,3.0,2.9,34.0,23.0
Mac Jones,4241464,NE,QB,2023,rushing,2026-07-03T11:42:41.275040,11.0,0.0,8.7,1.0,1.0,11.0,96.0,0.0,3.7,26.0,18.0
Isaiah Spiller,4426891,LAC,RB,2023,rushing,2026-07-03T11:42:41.275040,9.0,0.0,10.7,0.0,0.0,1.0,96.0,0.0,2.6,37.0,8.0
Tony Jones Jr.,4046676,ARI/NO,RB,2023,rushing,2026-07-03T11:42:41.275040,7.0,0.0,13.6,0.0,0.0,7.0,95.0,2.0,3.7,26.0,19.0
Damien Harris,3925347,BUF,RB,2023,rushing,2026-07-03T11:42:41.275040,6.0,0.0,15.7,0.0,0.0,9.0,94.0,1.0,4.1,23.0,11.0
Ameer Abdullah,2576336,LV,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,5.2,0.0,0.0,6.0,89.0,0.0,5.9,15.0,12.0
Puka Nacua,4426515,LAR,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,5.2,0.0,0.0,5.0,89.0,0.0,7.4,12.0,31.0
Joe Burrow,3915511,CIN,QB,2023,rushing,2026-07-03T11:42:41.275040,10.0,1.0,8.8,0.0,0.0,9.0,88.0,0.0,2.8,31.0,20.0
Tyler Goodson,4429676,IND,RB,2023,rushing,2026-07-03T11:42:41.275040,6.0,1.0,14.5,0.0,0.0,4.0,87.0,0.0,6.7,13.0,31.0
Wan'Dale Robinson,4569587,NYG,WR,2023,rushing,2026-07-03T11:42:41.275040,15.0,2.0,5.8,0.0,0.0,4.0,87.0,1.0,9.7,9.0,32.0
Boston Scott,3051439,PHI,RB,2023,rushing,2026-07-03T11:42:41.275040,15.0,0.0,5.7,0.0,0.0,5.0,86.0,0.0,4.3,20.0,18.0
Emanuel Wilson,4887558,GB,RB,2023,rushing,2026-07-03T11:42:41.275040,7.0,1.0,12.1,1.0,0.0,2.0,85.0,0.0,6.1,14.0,31.0
Bailey Zappe,4250360,NE,QB,2023,rushing,2026-07-03T11:42:41.275040,10.0,0.0,8.3,0.0,0.0,6.0,83.0,1.0,4.9,17.0,18.0
Melvin Gordon III,2576434,BAL,RB,2023,rushing,2026-07-03T11:42:41.275040,4.0,1.0,20.3,1.0,1.0,4.0,81.0,1.0,3.1,26.0,22.0
La'Mical Perine,4034952,KC,RB,2023,rushing,2026-07-03T11:42:41.275040,5.0,0.0,15.4,0.0,0.0,3.0,77.0,0.0,3.5,22.0,10.0
Tre Tucker,4428718,LV,WR,2023,rushing,2026-07-03T11:42:41.275040,16.0,1.0,4.8,0.0,0.0,4.0,77.0,0.0,7.7,10.0,34.0
Kalif Raymond,2973405,DET,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,4.4,0.0,0.0,2.0,75.0,0.0,10.7,7.0,40.0
Ryan Tannehill,14876,TEN,QB,2023,rushing,2026-07-03T11:42:41.275040,10.0,1.0,7.4,2.0,0.0,4.0,74.0,1.0,4.4,17.0,23.0
Ihmir Smith-Marsette,4240573,CAR,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,1.0,4.4,0.0,0.0,4.0,74.0,1.0,9.3,8.0,20.0
Tua Tagovailoa,4241479,MIA,QB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,4.4,13.0,5.0,5.0,74.0,0.0,2.1,35.0,9.0
Keaontay Ingram,4362087,ARI,RB,2023,rushing,2026-07-03T11:42:41.275040,8.0,0.0,9.3,0.0,0.0,4.0,74.0,0.0,2.1,35.0,14.0
Israel Abanikanda,4429202,NYJ,RB,2023,rushing,2026-07-03T11:42:41.275040,6.0,0.0,11.7,0.0,0.0,3.0,70.0,0.0,3.2,22.0,12.0
Trayveon Williams,4035222,CIN,RB,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,4.1,0.0,0.0,2.0,69.0,0.0,4.6,15.0,15.0
Xavier Gipson,4427278,NYJ,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,4.0,1.0,0.0,4.0,68.0,1.0,8.5,8.0,18.0
Matthew Stafford,12483,LAR,QB,2023,rushing,2026-07-03T11:42:41.275040,15.0,0.0,4.3,0.0,0.0,4.0,65.0,0.0,3.1,21.0,9.0
Dorian Thompson-Robinson,4367178,CLE,QB,2023,rushing,2026-07-03T11:42:41.275040,8.0,0.0,8.1,1.0,0.0,4.0,65.0,0.0,4.6,14.0,12.0
Kevin Harris,4570674,NE,RB,2023,rushing,2026-07-03T11:42:41.275040,4.0,0.0,16.3,0.0,0.0,2.0,65.0,1.0,4.1,16.0,18.0
Salvon Ahmed,4243315,MIA,RB,2023,rushing,2026-07-03T11:42:41.275040,8.0,0.0,7.6,0.0,0.0,3.0,61.0,1.0,2.8,22.0,10.0
Jerick McKinnon,16782,KC,RB,2023,rushing,2026-07-03T11:42:41.275040,12.0,0.0,5.0,0.0,0.0,7.0,60.0,1.0,2.9,21.0,10.0
Calvin Austin III,4243389,PIT,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,3.4,0.0,0.0,4.0,57.0,1.0,5.2,11.0,12.0
Will Levis,4361418,TEN,QB,2023,rushing,2026-07-03T11:42:41.275040,9.0,0.0,6.3,2.0,2.0,7.0,57.0,1.0,2.3,25.0,11.0
Carson Wentz,2573079,LAR,QB,2023,rushing,2026-07-03T11:42:41.275040,2.0,0.0,28.0,0.0,0.0,4.0,56.0,1.0,3.3,17.0,12.0
Deven Thompkins,4374187,TB,WR,2023,rushing,2026-07-03T11:42:41.275040,17.0,0.0,3.3,0.0,0.0,4.0,56.0,0.0,7.0,8.0,17.0
Zay Flowers,4429615,BAL,WR,2023,rushing,2026-07-03T11:42:41.275040,16.0,1.0,3.5,0.0,0.0,1.0,56.0,1.0,7.0,8.0,37.0
Tyler Huntley,4035671,BAL,QB,2023,rushing,2026-07-03T11:42:41.275040,5.0,0.0,11.0,0.0,0.0,3.0,55.0,0.0,3.7,15.0,11.0
Laviska Shenault Jr.,4243160,CAR,WR,2023,rushing,2026-07-03T11:42:41.275040,8.0,0.0,6.9,0.0,0.0,3.0,55.0,0.0,4.6,12.0,11.0
Mitchell Trubisky,3039707,PIT,QB,2023,rushing,2026-07-03T11:42:41.275040,5.0,0.0,10.8,1.0,1.0,6.0,54.0,2.0,3.4,16.0,15.0
Kenny Pickett,4240703,PIT,QB,2023,rushing,2026-07-03T11:42:41.275040,12.0,0.0,4.5,2.0,0.0,12.0,54.0,1.0,1.3,42.0,11.0
