player_name,espn_id,team,position,season,category,fetched_at,GP,REC,TGTS,BIG,YDS/G,FUM,LST,YAC,FD,REC_YDS,REC_TD,REC_AVG,REC_LNG
Elijah Moore,4372414,CLE,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,59.0,104.0,9.0,37.6,1.0,1.0,191.0,28.0,640.0,2.0,10.8,42.0
Dalton Schultz,3117256,HOU,TE,2023,receiving,2026-07-03T11:42:55.025253,15.0,59.0,88.0,7.0,42.3,1.0,1.0,259.0,35.0,635.0,5.0,10.8,31.0
Jaxon Smith-Njigba,4430878,SEA,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,63.0,93.0,7.0,36.9,0.0,0.0,366.0,29.0,628.0,4.0,10.0,35.0
Tyler Conklin,3915486,NYJ,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,61.0,87.0,7.0,36.5,0.0,0.0,246.0,27.0,621.0,0.0,10.2,37.0
Curtis Samuel,3121427,WSH,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,62.0,91.0,7.0,38.3,0.0,0.0,260.0,26.0,613.0,4.0,9.9,37.0
Khalil Shakir,4373678,BUF,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,39.0,45.0,10.0,35.9,0.0,0.0,282.0,26.0,611.0,2.0,15.7,81.0
Josh Reynolds,3115306,DET,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,40.0,64.0,17.0,35.8,1.0,1.0,173.0,32.0,608.0,5.0,15.2,33.0
Dallas Goedert,3121023,PHI,TE,2023,receiving,2026-07-03T11:42:55.025253,14.0,59.0,83.0,6.0,42.3,0.0,0.0,319.0,33.0,592.0,3.0,10.0,49.0
Breece Hall,4427366,NYJ,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,76.0,95.0,7.0,34.8,0.0,0.0,649.0,28.0,591.0,4.0,7.8,50.0
Jonnu Smith,3054212,ATL,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,50.0,70.0,4.0,34.2,1.0,1.0,357.0,26.0,582.0,3.0,11.6,60.0
Joshua Palmer,4242433,LAC,WR,2023,receiving,2026-07-03T11:42:55.025253,11.0,38.0,61.0,9.0,52.8,1.0,1.0,196.0,22.0,581.0,2.0,15.3,79.0
Dontayvion Wicks,4428850,GB,WR,2023,receiving,2026-07-03T11:42:55.025253,15.0,39.0,58.0,11.0,38.7,3.0,1.0,211.0,29.0,581.0,4.0,14.9,35.0
Hollywood Brown,4241372,ARI,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,51.0,101.0,8.0,41.0,0.0,0.0,164.0,32.0,574.0,4.0,11.3,41.0
Noah Brown,3121409,HOU,WR,2023,receiving,2026-07-03T11:42:55.025253,10.0,33.0,55.0,14.0,56.7,0.0,0.0,223.0,24.0,567.0,2.0,17.2,75.0
Odell Beckham Jr.,16733,BAL,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,35.0,64.0,10.0,40.4,1.0,1.0,155.0,27.0,565.0,3.0,16.1,51.0
Michael Wilson,4360761,ARI,WR,2023,receiving,2026-07-03T11:42:55.025253,13.0,38.0,58.0,7.0,43.5,0.0,0.0,139.0,29.0,565.0,3.0,14.9,69.0
Christian McCaffrey,3117251,SF,RB,2023,receiving,2026-07-03T11:42:55.025253,16.0,67.0,83.0,4.0,35.3,1.0,0.0,461.0,31.0,564.0,7.0,8.4,41.0
DeMario Douglas,4427095,NE,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,49.0,79.0,6.0,40.1,1.0,1.0,336.0,26.0,561.0,0.0,11.4,42.0
Darren Waller,2576925,NYG,TE,2023,receiving,2026-07-03T11:42:55.025253,12.0,52.0,74.0,8.0,46.0,0.0,0.0,211.0,25.0,552.0,1.0,10.6,29.0
Rachaad White,4697815,TB,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,64.0,70.0,10.0,32.3,1.0,1.0,611.0,23.0,549.0,3.0,8.6,43.0
Mark Andrews,3116365,BAL,TE,2023,receiving,2026-07-03T11:42:55.025253,10.0,45.0,61.0,8.0,54.4,1.0,0.0,216.0,27.0,544.0,6.0,12.1,38.0
K.J. Osborn,3916566,MIN,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,48.0,75.0,7.0,33.8,1.0,0.0,185.0,28.0,540.0,3.0,11.3,47.0
Chig Okonkwo,4360635,TEN,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,54.0,77.0,6.0,31.1,0.0,0.0,260.0,25.0,528.0,1.0,9.8,39.0
DJ Chark,3115394,CAR,WR,2023,receiving,2026-07-03T11:42:55.025253,15.0,35.0,66.0,9.0,35.0,2.0,1.0,84.0,22.0,525.0,5.0,15.0,47.0
Wan'Dale Robinson,4569587,NYG,WR,2023,receiving,2026-07-03T11:42:55.025253,15.0,60.0,78.0,7.0,35.0,0.0,0.0,287.0,29.0,525.0,1.0,8.8,33.0
Jahan Dotson,4361409,WSH,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,49.0,83.0,5.0,30.5,0.0,0.0,115.0,27.0,518.0,4.0,10.6,33.0
Alec Pierce,4360078,IND,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,32.0,65.0,8.0,30.2,0.0,0.0,97.0,24.0,514.0,2.0,16.1,58.0
Logan Thomas,16813,WSH,TE,2023,receiving,2026-07-03T11:42:55.025253,16.0,55.0,78.0,3.0,31.0,2.0,2.0,229.0,21.0,496.0,4.0,9.0,29.0
Tyler Higbee,2573401,LAR,TE,2023,receiving,2026-07-03T11:42:55.025253,15.0,47.0,70.0,6.0,33.0,0.0,0.0,246.0,26.0,495.0,2.0,10.5,33.0
Kalif Raymond,2973405,DET,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,35.0,44.0,9.0,28.8,0.0,0.0,214.0,20.0,489.0,1.0,14.0,41.0
Bijan Robinson,4430807,ATL,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,58.0,86.0,5.0,28.6,0.0,0.0,519.0,24.0,487.0,4.0,8.4,71.0
Tutu Atwell,4360797,LAR,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,39.0,67.0,8.0,30.2,0.0,0.0,104.0,26.0,483.0,3.0,12.4,44.0
Travis Etienne Jr.,4239996,JAX,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,58.0,73.0,2.0,28.0,0.0,0.0,517.0,23.0,476.0,1.0,8.2,56.0
Alvin Kamara,3054850,NO,RB,2023,receiving,2026-07-03T11:42:55.025253,13.0,75.0,86.0,3.0,35.8,0.0,0.0,501.0,23.0,466.0,1.0,6.2,25.0
Justin Watson,3118892,KC,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,27.0,53.0,8.0,28.8,1.0,1.0,47.0,21.0,460.0,3.0,17.0,41.0
Samaje Perine,3116389,DEN,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,50.0,56.0,3.0,26.8,2.0,1.0,462.0,23.0,455.0,0.0,9.1,29.0
Cade Otton,4243331,TB,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,47.0,67.0,6.0,26.8,1.0,1.0,223.0,22.0,455.0,4.0,9.7,27.0
Michael Thomas,2976316,NO,WR,2023,receiving,2026-07-03T11:42:55.025253,10.0,39.0,64.0,4.0,44.8,0.0,0.0,100.0,21.0,448.0,1.0,11.5,31.0
James Cook III,4379399,BUF,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,44.0,54.0,7.0,26.2,1.0,1.0,398.0,16.0,445.0,4.0,10.1,48.0
Austin Ekeler,3068267,LAC,RB,2023,receiving,2026-07-03T11:42:55.025253,14.0,51.0,74.0,5.0,31.1,2.0,2.0,528.0,21.0,436.0,1.0,8.5,39.0
Quentin Johnston,4429025,LAC,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,38.0,67.0,5.0,25.4,0.0,0.0,152.0,20.0,431.0,2.0,11.3,57.0
Robert Woods,15880,HOU,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,40.0,75.0,2.0,30.4,0.0,0.0,126.0,26.0,426.0,1.0,10.6,26.0
Chris Moore,2576581,TEN,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,22.0,35.0,9.0,24.9,1.0,0.0,57.0,16.0,424.0,0.0,19.3,49.0
Christian Watson,4248528,GB,WR,2023,receiving,2026-07-03T11:42:55.025253,9.0,28.0,53.0,5.0,46.9,0.0,0.0,105.0,20.0,422.0,5.0,15.1,77.0
Hunter Henry,3046439,NE,TE,2023,receiving,2026-07-03T11:42:55.025253,14.0,42.0,61.0,2.0,29.9,1.0,0.0,78.0,29.0,419.0,6.0,10.0,24.0
Michael Gallup,4036348,DAL,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,34.0,57.0,6.0,24.6,0.0,0.0,104.0,19.0,418.0,2.0,12.3,41.0
Jonathan Mingo,4426485,CAR,WR,2023,receiving,2026-07-03T11:42:55.025253,15.0,43.0,85.0,6.0,27.9,1.0,0.0,155.0,15.0,418.0,0.0,9.7,40.0
Noah Fant,4036131,SEA,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,32.0,43.0,7.0,24.4,0.0,0.0,177.0,16.0,414.0,0.0,12.9,51.0
Darnell Mooney,4040655,CHI,WR,2023,receiving,2026-07-03T11:42:55.025253,15.0,31.0,61.0,7.0,27.6,0.0,0.0,181.0,20.0,414.0,1.0,13.4,41.0
Gerald Everett,3918639,LAC,TE,2023,receiving,2026-07-03T11:42:55.025253,15.0,51.0,70.0,4.0,27.4,3.0,0.0,275.0,25.0,411.0,3.0,8.1,31.0
Isaiah Likely,4361050,BAL,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,30.0,40.0,6.0,24.2,0.0,0.0,216.0,15.0,411.0,5.0,13.7,54.0
Kendrick Bourne,3045523,NE,WR,2023,receiving,2026-07-03T11:42:55.025253,8.0,37.0,55.0,5.0,50.8,1.0,1.0,203.0,15.0,406.0,4.0,11.0,36.0
DeVante Parker,2576623,NE,WR,2023,receiving,2026-07-03T11:42:55.025253,13.0,33.0,55.0,6.0,30.3,0.0,0.0,126.0,17.0,394.0,0.0,11.9,30.0
Antonio Gibson,4360294,WSH,RB,2023,receiving,2026-07-03T11:42:55.025253,16.0,48.0,59.0,3.0,24.3,2.0,1.0,377.0,19.0,389.0,2.0,8.1,41.0
Trey Palmer,4426407,TB,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,39.0,68.0,6.0,22.6,3.0,1.0,103.0,17.0,385.0,3.0,9.9,54.0
Tyjae Spears,4428557,TEN,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,52.0,70.0,4.0,22.6,1.0,0.0,460.0,17.0,385.0,1.0,7.4,48.0
Nelson Agholor,2971618,BAL,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,35.0,45.0,4.0,22.4,1.0,0.0,141.0,19.0,381.0,4.0,10.9,37.0
Marvin Mims Jr.,4686472,DEN,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,22.0,33.0,6.0,23.6,0.0,0.0,154.0,9.0,377.0,1.0,17.1,60.0
Joe Mixon,3116385,CIN,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,52.0,64.0,4.0,22.1,0.0,0.0,463.0,14.0,376.0,3.0,7.2,45.0
Jalin Hyatt,4692590,NYG,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,23.0,40.0,7.0,21.9,1.0,0.0,48.0,11.0,373.0,0.0,16.2,58.0
Demarcus Robinson,3043116,LAR,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,26.0,39.0,7.0,23.2,2.0,1.0,89.0,20.0,371.0,4.0,14.3,37.0
Nick Westbrook-Ikhine,3929785,TEN,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,28.0,45.0,8.0,26.4,0.0,0.0,107.0,18.0,370.0,3.0,13.2,33.0
Jaylen Warren,4569987,PIT,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,61.0,74.0,2.0,21.8,1.0,1.0,486.0,19.0,370.0,0.0,6.1,30.0
Juwan Johnson,3929645,NO,TE,2023,receiving,2026-07-03T11:42:55.025253,13.0,37.0,59.0,7.0,28.3,0.0,0.0,145.0,23.0,368.0,4.0,9.9,32.0
Kylen Granson,4039160,IND,TE,2023,receiving,2026-07-03T11:42:55.025253,15.0,30.0,50.0,5.0,24.5,0.0,0.0,128.0,19.0,368.0,1.0,12.3,46.0
Brian Robinson Jr.,4241474,WSH,RB,2023,receiving,2026-07-03T11:42:55.025253,15.0,36.0,43.0,8.0,24.5,1.0,0.0,409.0,15.0,368.0,4.0,10.2,51.0
Rashod Bateman,4360939,BAL,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,32.0,56.0,2.0,22.9,0.0,0.0,59.0,20.0,367.0,1.0,11.5,29.0
Durham Smythe,3052897,MIA,TE,2023,receiving,2026-07-03T11:42:55.025253,16.0,35.0,43.0,3.0,22.9,0.0,0.0,139.0,22.0,366.0,0.0,10.5,22.0
Tucker Kraft,4572680,GB,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,31.0,40.0,5.0,20.9,0.0,0.0,232.0,18.0,355.0,2.0,11.5,43.0
Jameson Williams,4426388,DET,WR,2023,receiving,2026-07-03T11:42:55.025253,12.0,24.0,42.0,5.0,29.5,1.0,0.0,105.0,14.0,354.0,2.0,14.8,63.0
Tanner Hudson,3050481,CIN,TE,2023,receiving,2026-07-03T11:42:55.025253,12.0,39.0,50.0,3.0,29.3,0.0,0.0,148.0,21.0,352.0,1.0,9.0,26.0
Rondale Moore,4372485,ARI,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,40.0,62.0,4.0,20.7,1.0,0.0,216.0,17.0,352.0,1.0,8.8,48.0
Luke Musgrave,4428085,GB,TE,2023,receiving,2026-07-03T11:42:55.025253,11.0,34.0,46.0,5.0,32.0,0.0,0.0,169.0,14.0,352.0,1.0,10.4,37.0
Tre Tucker,4428718,LV,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,19.0,34.0,6.0,20.7,0.0,0.0,28.0,12.0,331.0,2.0,17.4,50.0
Brandon Powell,3115255,MIN,WR,2023,receiving,2026-07-03T11:42:55.025253,17.0,29.0,44.0,6.0,19.1,0.0,0.0,104.0,18.0,324.0,1.0,11.2,28.0
Zay Jones,3059722,JAX,WR,2023,receiving,2026-07-03T11:42:55.025253,9.0,34.0,64.0,3.0,35.7,0.0,0.0,51.0,14.0,321.0,2.0,9.4,36.0
Jerome Ford,4372019,CLE,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,44.0,63.0,2.0,18.8,0.0,0.0,304.0,16.0,319.0,5.0,7.3,50.0
Trenton Irwin,3931391,CIN,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,25.0,32.0,7.0,19.8,1.0,0.0,110.0,15.0,316.0,1.0,12.6,32.0
Jahmyr Gibbs,4429795,DET,RB,2023,receiving,2026-07-03T11:42:55.025253,15.0,52.0,71.0,2.0,21.1,0.0,0.0,314.0,20.0,316.0,1.0,6.1,24.0
Marquez Valdes-Scantling,3051738,KC,WR,2023,receiving,2026-07-03T11:42:55.025253,16.0,21.0,42.0,5.0,19.7,1.0,1.0,92.0,14.0,315.0,1.0,15.0,46.0
Ezekiel Elliott,3051392,NE,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,51.0,65.0,1.0,18.4,1.0,1.0,374.0,12.0,313.0,2.0,6.1,23.0
Allen Lazard,3128390,NYJ,WR,2023,receiving,2026-07-03T11:42:55.025253,14.0,23.0,49.0,5.0,22.2,0.0,0.0,56.0,17.0,311.0,1.0,13.5,39.0
Tony Pollard,3916148,DAL,RB,2023,receiving,2026-07-03T11:42:55.025253,17.0,55.0,67.0,2.0,18.3,2.0,0.0,321.0,12.0,311.0,0.0,5.7,60.0
Pat Freiermuth,4361411,PIT,TE,2023,receiving,2026-07-03T11:42:55.025253,12.0,32.0,47.0,3.0,25.7,0.0,0.0,145.0,17.0,308.0,2.0,9.6,29.0
Noah Gray,4240472,KC,TE,2023,receiving,2026-07-03T11:42:55.025253,17.0,28.0,41.0,4.0,17.9,0.0,0.0,140.0,16.0,305.0,2.0,10.9,34.0
Michael Mayer,4429086,LV,TE,2023,receiving,2026-07-03T11:42:55.025253,14.0,27.0,40.0,2.0,21.7,0.0,0.0,164.0,19.0,304.0,2.0,11.3,32.0
