player_name,espn_id,team,position,season,category,fetched_at,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG
Carson Wentz,2573079,LAR,QB,2023,passing,2026-07-03T11:42:27.608341,2.0,17.0,24.0,70.8,163.0,6.8,81.5,29.0,2.0,1.0,2.0,14.0,90.2,99.8
Cooper Rush,2972515,DAL,QB,2023,passing,2026-07-03T11:42:27.608341,7.0,18.0,24.0,75.0,144.0,6.0,20.6,29.0,0.0,1.0,1.0,8.0,52.9,72.2
Taysom Hill,2468609,NO,QB,2023,passing,2026-07-03T11:42:27.608341,16.0,6.0,11.0,54.5,83.0,7.5,5.2,44.0,1.0,0.0,2.0,4.0,50.8,109.3
Mike White,3051381,MIA,QB,2023,passing,2026-07-03T11:42:27.608341,6.0,5.0,6.0,83.3,74.0,12.3,12.3,68.0,1.0,1.0,0.0,0.0,0.1,118.1
Malik Willis,4242512,TEN,QB,2023,passing,2026-07-03T11:42:27.608341,3.0,4.0,5.0,80.0,74.0,14.8,24.7,48.0,0.0,0.0,4.0,30.0,3.1,118.8
Clayton Tune,4360175,ARI,QB,2023,passing,2026-07-03T11:42:27.608341,7.0,12.0,21.0,57.1,62.0,3.0,8.9,14.0,0.0,2.0,7.0,41.0,1.2,22.6
Keenan Allen,15818,LAC,WR,2023,passing,2026-07-03T11:42:27.608341,13.0,1.0,2.0,50.0,49.0,24.5,3.8,49.0,1.0,0.0,0.0,0.0,98.9,135.4
Sean Clifford,4259592,GB,QB,2023,passing,2026-07-03T11:42:27.608341,2.0,1.0,1.0,100.0,37.0,37.0,18.5,37.0,0.0,0.0,0.0,0.0,100.0,118.8
Jalen Reeves-Maybin,3044729,DET,LB,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,31.0,31.0,1.8,31.0,0.0,0.0,0.0,0.0,,118.8
Braden Mann,4035239,PHI,P,2023,passing,2026-07-03T11:42:27.608341,15.0,1.0,1.0,100.0,28.0,28.0,1.9,28.0,0.0,0.0,0.0,0.0,,118.8
Logan Woodside,3042749,ATL,QB,2023,passing,2026-07-03T11:42:27.608341,1.0,3.0,4.0,75.0,27.0,6.8,27.0,12.0,0.0,1.0,1.0,7.0,4.6,53.1
Drake London,4426502,ATL,WR,2023,passing,2026-07-03T11:42:27.608341,16.0,1.0,1.0,100.0,22.0,22.0,1.4,22.0,0.0,0.0,0.0,0.0,99.9,118.8
AJ McCarron,16810,CIN,QB,2023,passing,2026-07-03T11:42:27.608341,2.0,4.0,5.0,80.0,19.0,3.8,9.5,10.0,0.0,0.0,1.0,9.0,1.7,82.5
Thomas Morstead,12701,NYJ,P,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,18.0,18.0,1.1,18.0,0.0,0.0,0.0,0.0,,118.8
Kenny Gainwell,4371733,PHI,RB,2023,passing,2026-07-03T11:42:27.608341,16.0,1.0,1.0,100.0,17.0,17.0,1.1,17.0,0.0,0.0,0.0,0.0,98.9,118.8
Derrick Henry,3043078,TEN,RB,2023,passing,2026-07-03T11:42:27.608341,17.0,2.0,3.0,66.7,14.0,4.7,0.8,12.0,2.0,0.0,0.0,0.0,94.6,116.7
Dontayvion Wicks,4428850,GB,WR,2023,passing,2026-07-03T11:42:27.608341,15.0,1.0,1.0,100.0,14.0,14.0,0.9,14.0,0.0,0.0,0.0,0.0,94.4,118.8
Logan Cooke,3115480,JAX,P,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,13.0,13.0,0.8,13.0,0.0,0.0,0.0,0.0,,118.8
Jakobi Meyers,3916433,LV,WR,2023,passing,2026-07-03T11:42:27.608341,16.0,2.0,3.0,66.7,12.0,4.0,0.8,9.0,1.0,0.0,0.0,0.0,39.8,113.9
Tommy Townsend,3915398,KC,P,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,11.0,11.0,0.6,11.0,0.0,0.0,0.0,0.0,,112.5
Johnny Hekker,15153,CAR,P,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,7.0,7.0,0.4,7.0,0.0,0.0,0.0,0.0,,95.8
Devin Singletary,4040761,HOU,RB,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,6.0,6.0,0.4,6.0,1.0,0.0,0.0,0.0,100.0,131.3
Jerick McKinnon,16782,KC,RB,2023,passing,2026-07-03T11:42:27.608341,12.0,1.0,1.0,100.0,4.0,4.0,0.3,4.0,1.0,0.0,0.0,0.0,90.1,122.9
Dyami Brown,4361577,WSH,WR,2023,passing,2026-07-03T11:42:27.608341,17.0,1.0,1.0,100.0,4.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,2.2,83.3
Aaron Rodgers,8439,NYJ,QB,2023,passing,2026-07-03T11:42:27.608341,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.6,39.6
DeAndre Hopkins,15795,TEN,WR,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,39.6
Nathan Peterman,2972236,CHI,QB,2023,passing,2026-07-03T11:42:27.608341,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.1,39.6
Tyler Boyd,3045144,CIN,WR,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tanner Hudson,3050481,CIN,TE,2023,passing,2026-07-03T11:42:27.608341,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,39.6
Jonnu Smith,3054212,ATL,TE,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,39.6
Chris Godwin Jr.,3116165,TB,WR,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,39.6
Parris Campbell,3121410,NYG,WR,2023,passing,2026-07-03T11:42:27.608341,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,39.6
Deebo Samuel,3126486,SF,WR,2023,passing,2026-07-03T11:42:27.608341,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,39.6
Kyle Trask,4034946,TB,QB,2023,passing,2026-07-03T11:42:27.608341,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,39.6
Cedrick Wilson Jr.,4036335,MIA,WR,2023,passing,2026-07-03T11:42:27.608341,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1,39.6
Josh Jacobs,4047365,LV,RB,2023,passing,2026-07-03T11:42:27.608341,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.2,39.6
Cam Akers,4240021,LAR/MIN,RB,2023,passing,2026-07-03T11:42:27.608341,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.1,39.6
Malik Cunningham,4240069,BAL/NE,WR,2023,passing,2026-07-03T11:42:27.608341,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.2,39.6
Kadarius Toney,4240600,KC,WR,2023,passing,2026-07-03T11:42:27.608341,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,39.6
DeeJay Dallas,4240631,SEA,RB,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.7,39.6
Connor Heyward,4241961,PIT,FB,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,39.6
Justin Jefferson,4262921,MIN,WR,2023,passing,2026-07-03T11:42:27.608341,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,39.6
Tank Dell,4366031,HOU,WR,2023,passing,2026-07-03T11:42:27.608341,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,39.6
Amon-Ra St. Brown,4374302,DET,WR,2023,passing,2026-07-03T11:42:27.608341,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,39.6
De'Von Achane,4429160,MIA,RB,2023,passing,2026-07-03T11:42:27.608341,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.1,39.6
Garrett Wilson,4569618,NYJ,WR,2023,passing,2026-07-03T11:42:27.608341,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,39.6
Christian Kirk,3895856,JAX,WR,2023,passing,2026-07-03T11:42:27.608341,12.0,1.0,2.0,50.0,-1.0,-0.5,-0.1,0.0,0.0,0.0,0.0,0.0,3.2,56.3
Ja'Marr Chase,4362628,CIN,WR,2023,passing,2026-07-03T11:42:27.608341,16.0,1.0,1.0,100.0,-7.0,-7.0,-0.4,-7.0,0.0,0.0,0.0,0.0,1.9,79.2
