player_name,team,position,signed_year,years,total_value,guaranteed,aav,cap_pct
Phil Dawson,Browns,K,1999,2,0.49,0.04,0.245,0.4
Matthew Wright,Lions,K,2021,1,0.78,0.0,0.78,0.4
Roberto Aguayo,Patriots,K,2021,1,0.78,0.0,0.78,0.4
Eddy Pineiro,Jets,K,2021,1,0.78,0.0,0.78,0.4
Eddy Pineiro,Colts,K,2021,1,0.78,0.045,0.78,0.4
Sam Sloman,Steelers,K,2021,1,0.78,0.0,0.78,0.4
Greg Joseph,Vikings,K,2021,1,0.78,0.0,0.78,0.4
John Potter,Commanders,K,2013,2,1.05,0.0,0.525,0.4
Sam Sloman,Rams,K,2020,4,3.370492,0.075492,0.842623,0.4
Matt Bryant,Giants,K,2002,3,0.905,0.0,0.301667,0.4
Matt Ammendola,Jets,K,2022,2,1.765,0.0,0.8825,0.4
Lirim Hajrullahu,Cowboys,K,2022,2,1.765,0.0,0.8825,0.4
Matthew Wright,Texans,K,2025,1,1.17,0.0,1.17,0.4
Zane Gonzalez,Falcons,K,2025,1,1.17,0.0,1.17,0.4
Greg Joseph,49ers,K,2025,1,1.17,0.0,1.17,0.4
Eddy Pineiro,49ers,K,2025,1,1.17,0.0,1.17,0.4
Michael Badgley,Colts,K,2025,1,1.17,0.0,1.17,0.4
Riley Patterson,Dolphins,K,2025,1,1.17,0.0,1.17,0.4
Matthew Wright,Panthers,K,2025,1,1.17,0.0,1.17,0.4
Zane Gonzalez,Commanders,K,2025,1,1.17,0.0,1.17,0.4
Dustin Hopkins,WAS/NO,K,2015,3,1.8,0.0,0.6,0.4
Riley Patterson,Lions,K,2023,1,0.94,0.0,0.94,0.4
Matt Ammendola,Texans,K,2023,1,0.94,0.0,0.94,0.4
Riley Patterson,Jaguars,K,2023,1,0.94,0.0,0.94,0.4
Aldrick Rosas,Jaguars,K,2020,1,0.825,0.0,0.825,0.4
Cody Parkey,CLE/MIA,K,2016,2,1.29,0.0,0.645,0.4
Lucas Havrisik,Rams,K,2023,2,1.665,0.0,0.9325,0.4
Cairo Santos,Bears,K,2017,1,0.69,0.0,0.69,0.4
Matthew Wright,Chiefs,K,2024,1,1.055,0.0,1.055,0.4
Riley Patterson,Jets,K,2024,1,1.055,0.0,1.055,0.4
Matthew Wright,SF/TEN/PIT,K,2024,1,1.055,0.0,1.055,0.4
Riley Patterson,Falcons,K,2024,1,1.055,0.0,1.055,0.4
Caleb Shudak,Titans,K,2023,2,1.855,0.0,0.9275,0.4
Cameron Dicker,Rams,K,2022,3,2.572,0.012,0.857333,0.4
Andrew Mevis,Jaguars,K,2022,3,2.57,0.06,0.856667,0.4
Caleb Shudak,Titans,K,2022,3,2.57,0.05,0.856667,0.4
Jonathan Garibay,Cowboys,K,2022,3,2.565,0.055,0.855,0.4
James McCourt,JAX/LAC,K,2022,3,2.565,5000.0,0.855,0.4
John Parker Romo,Saints,K,2022,3,2.5625,2500.0,0.854167,0.4
Will Reichard,Vikings,K,2024,4,4.19062,0.17062,1.047655,0.4
Gabe Brkic,GB/MIN,K,2022,3,2.56,0.0,0.853333,0.4
Nick Sciba,Steelers,K,2022,3,2.56,0.0,0.853333,0.4
Randy Bullock,Jets,K,2015,1,0.585,0.0,0.585,0.4
Joshua Karty,Rams,K,2024,4,4.158388,0.138388,1.039597,0.4
Cam Little,Jaguars,K,2024,4,4.158388,0.138388,1.039597,0.4
Lirim Hajrullahu,Panthers,K,2021,2,1.485,0.0,0.7425,0.4
Tucker McCann,Titans,K,2021,2,1.485,0.0,0.7425,0.4
Tristan Vizcaino,Chargers,K,2021,2,1.485,0.0,0.7425,0.4
Austin MacGinnis,Rams,K,2021,2,1.485,0.0,0.7425,0.4
Matt Ammendola,Jets,K,2021,2,1.485,0.0,0.7425,0.4
Elliott Fry,Chiefs,K,2021,2,1.485,0.0,0.7425,0.4
Alex Kessman,Jets,K,2021,2,1.485,0.0,0.7425,0.4
Lirim Hajrullahu,Cowboys,K,2021,2,1.485,0.0,0.7425,0.4
Jake Elliott,Bengals,K,2017,4,2.677208,0.277208,0.669302,0.4
Jack Podlesny,Vikings,K,2023,3,2.7,0.015,0.9,0.4
B.T. Potter,Steelers,K,2023,3,2.7,5000.0,0.9,0.4
Trey Wolff,Titans,K,2023,3,2.6985,3500.0,0.8995,0.4
Christopher Dunn,Rams,K,2023,3,2.698,3000.0,0.899333,0.4
Tanner Brown,Rams,K,2023,3,2.698,3000.0,0.899333,0.4
Blake Grupe,Saints,K,2023,3,2.6975,2500.0,0.899167,0.4
Andre Szmyt,Bears,K,2023,3,2.697,2000.0,0.899,0.4
Alex Quevedo,Saints,K,2023,3,2.695,0.0,0.898333,0.4
Parker White,Packers,K,2023,3,2.695,0.0,0.898333,0.4
Brandon Aubrey,Cowboys,K,2023,3,2.695,0.0,0.898333,0.4
Lucas Havrisik,Colts,K,2023,3,2.695,0.0,0.898333,0.4
Jake Bates,Texans,K,2023,1,2.695,0.0,0.898333,0.4
Matthew Trickett,Falcons,K,2023,3,2.695,0.0,0.898333,0.4
Andres Borregales,Patriots,K,2025,4,4.456484,0.256484,1.114121,0.4
