player_name,team,position,signed_year,years,total_value,guaranteed,aav,cap_pct
Jamal Adams,Seahawks,S,2021,4,70.0,21.0,17.5,9.6
Derwin James,Chargers,S,2022,4,76.0,38.584471,19.0,9.1
Kyle Hamilton,Ravens,S,2025,4,100.4,48.022604,25.1,9.0
Harrison Smith,Vikings,S,2021,4,64.0,14.179412,16.0,8.8
Minkah Fitzpatrick,MIA/PIT,S,2022,4,72.988,36.0,18.247,8.8
Derwin James,Chargers,S,2026,3,75.6,41.0,25.2,8.4
Justin Simmons,Broncos,S,2021,4,61.0,32.1,15.25,8.4
"Antoine Winfield, Jr.",Buccaneers,S,2024,4,84.1,45.0,21.025,8.2
Troy Polamalu,Steelers,S,2011,3,29.6,10.55,9.866667,8.2
Tyrann Mathieu,Cardinals,S,2016,5,62.500407,21.25,12.500081,8.1
Eric Berry,Chiefs,S,2017,6,78.0,29.8,13.0,7.8
John Lynch,Buccaneers,S,2000,5,24.1,5.6,4.82,7.8
Kerby Joseph,Lions,S,2025,4,85.0,23.121,21.25,7.6
Earl Thomas,Seahawks,S,2014,4,40.0,14.225,10.0,7.5
Kevin Byard,Titans,S,2019,5,70.5,19.625,14.1,7.5
Budda Baker,Cardinals,S,2020,4,59.0,22.1,14.75,7.4
Tyrann Mathieu,Chiefs,S,2019,3,42.0,26.8,14.0,7.4
Landon Collins,Commanders,S,2019,6,84.0,31.0,14.0,7.4
Eddie Jackson,Bears,S,2020,4,58.4,22.0,14.6,7.4
Earl Thomas,Ravens,S,2019,4,55.0,32.0,13.75,7.3
Kam Chancellor,Seahawks,S,2017,3,36.0,13.0,12.0,7.2
Reshad Jones,Dolphins,S,2017,4,48.0,19.885,12.0,7.2
Jessie Bates III,Falcons,S,2023,4,64.02,36.0,16.005,7.1
Budda Baker,Cardinals,S,2024,3,54.0,17.441666,18.0,7.0
Eric Berry,Chiefs,S,2016,1,10.806,10.806,10.806,7.0
Troy Polamalu,Steelers,S,2007,4,30.19,10.975,7.5475,6.9
Steve Atwater,Broncos,S,1995,5,12.5,3.3,2.5,6.7
Marcus Williams,Ravens,S,2022,5,70.0,17.08,14.0,6.7
Dashon Goldson,TB/WAS,S,2013,5,41.0,22.0,8.25,6.7
"Antoine Winfield, Jr.",Buccaneers,S,2024,1,17.123,0.0,17.123,6.7
Eric Weddle,Chargers,S,2011,5,40.0,19.0,8.0,6.6
Devin McCourty,Patriots,S,2015,5,47.5,22.0,9.5,6.6
Harrison Smith,Vikings,S,2016,5,51.25,15.278,10.25,6.6
Jairus Byrd,Saints,S,2014,6,52.5,18.3,8.75,6.6
Xavier McKinney,Packers,S,2024,4,67.0,23.0,16.75,6.6
Eric Berry,Chiefs,S,2010,6,50.0,25.6962,8.333333,6.5
Lamarcus Joyner,Rams,S,2018,1,11.287,11.287,11.287,6.4
Budda Baker,Cardinals,S,2023,2,28.2,13.4,14.1,6.3
Quandre Diggs,Seahawks,S,2022,3,39.0,13.49,13.0,6.2
Ed Reed,Ravens,S,2006,6,38.102,7.5,6.350333,6.2
Jessie Bates III,Bengals,S,2022,1,12.911,12.911,12.911,6.2
John Johnson,Browns,S,2021,3,33.75,20.0,11.25,6.2
Trevon Moehrig,Panthers,S,2025,3,51.0,34.5,17.0,6.1
Minkah Fitzpatrick,MIA/NYJ,S,2025,2,33.1,0.0,16.55,5.9
Kareem Jackson,Broncos,S,2019,3,33.0,23.0,11.0,5.8
Marcus Williams,Saints,S,2021,1,10.612,10.612,10.612,5.8
Marcus Maye,Jets,S,2021,1,10.612,10.612,10.612,5.8
Michael Griffin,Titans,S,2012,5,35.0,11.5,7.0,5.8
Devin McCourty,Patriots,S,2020,2,23.0,13.0,11.5,5.8
Anthony Harris,Vikings,S,2020,1,11.441,11.441,11.441,5.8
Justin Simmons,Broncos,S,2020,1,11.441,11.441,11.441,5.8
Jalen Thompson,Cardinals,S,2022,3,36.0,20.0,12.0,5.8
Antrel Rolle,Giants,S,2010,5,37.0,15.0,7.4,5.7
Reshad Jones,Dolphins,S,2013,4,28.012,15.0,7.003,5.7
Kam Chancellor,Seahawks,S,2013,4,28.002008,7.825,7.000502,5.7
Kyle Dugger,Patriots,S,2024,4,58.0,29.75,14.5,5.7
Malcolm Jenkins,Eagles,S,2016,4,35.0,16.0,8.75,5.6
Jairus Byrd,Bills,S,2013,1,6.916,6.916,6.916,5.6
Kevin Byard,PHI/TEN,S,2023,2,25.1,7.0,12.55,5.6
Lamarcus Joyner,Raiders,S,2019,4,42.0,16.7,10.5,5.6
Tyvon Branch,Raiders,S,2012,4,26.6,10.1,6.65,5.5
Kyle Dugger,Patriots,S,2024,1,13.815,13.815,13.815,5.4
Jevon Holland,Giants,S,2025,3,45.3,27.4,15.1,5.4
Cam Bynum,Colts,S,2025,4,60.0,26.0,15.0,5.4
Grant Delpit,Browns,S,2023,3,36.0,14.909558,12.0,5.3
Micah Hyde,Bills,S,2021,2,19.25,9.6,9.625,5.3
Donte Whitner,Browns,S,2014,4,28.0,11.0,7.0,5.3
Roman Harper,Saints,S,2011,4,25.0,8.9,6.25,5.2
John Lynch,Buccaneers,S,1997,3,6.4405,1.5,2.146833,5.2
Dashon Goldson,49ers,S,2012,1,6.212,0.0,6.212,5.2
Tony Jefferson,Ravens,S,2017,4,34.0,19.0,8.5,5.1
Logan Ryan,Giants,S,2020,3,30.0,17.0,10.0,5.0
Justin Reid,Chiefs,S,2022,3,31.5,20.485,10.5,5.0
Antoine Bethea,Colts,S,2010,4,26.0,10.65,6.5,5.0
Morgan Burnett,Packers,S,2013,4,24.75,8.25,6.1875,5.0
Jordan Poyer,Bills,S,2020,2,19.5,8.525,9.75,4.9
Aaron Williams,Bills,S,2014,4,26.007844,8.75,6.501961,4.9
William Moore,Falcons,S,2013,5,30.0,14.0,6.0,4.9
LaRon Landry,Colts,S,2013,4,24.0,11.0,6.0,4.9
Amani Hooker,Titans,S,2025,3,40.5,24.86,13.5,4.8
Brian Dawkins,Eagles,S,2003,4,14.5,6.0,3.625,4.8
Amani Hooker,Titans,S,2022,3,30.0,17.15,10.0,4.8
Steve Atwater,Jets,S,1999,3,8.25,1.8,2.75,4.8
Rayshawn Jenkins,Jaguars,S,2021,4,35.0,16.0,8.75,4.8
Jimmie Ward,49ers,S,2020,3,28.5,13.0,9.5,4.8
Adrian Amos,Packers,S,2019,4,36.0,12.0,9.0,4.8
Brian Dawkins,Eagles,S,1998,5,12.44,2.5,2.488,4.7
Talanoa Hufanga,Broncos,S,2025,3,39.0,20.0,13.0,4.7
Tashaun Gipson,Jaguars,S,2016,5,36.0,12.0,7.2,4.6
Charles Godfrey,Panthers,S,2011,5,27.5,10.6,5.5,4.6
Quentin Lake,Rams,S,2025,3,38.25,8.5,12.75,4.6
Rodney McLeod,Eagles,S,2016,5,35.0,13.0,7.0,4.5
Darian Stewart,Broncos,S,2016,4,28.0,13.0,7.0,4.5
Bryan Cook,Bengals,S,2026,3,40.25,14.0,13.416667,4.5
Coby Bryant,Bears,S,2026,3,40.0,25.75,13.333333,4.4
Minkah Fitzpatrick,Jets,S,2026,3,40.0,20.5,13.333333,4.4
Troy Polamalu,Steelers,S,2014,2,11.75,6.75,5.875,4.4
Brian Dawkins,Broncos,S,2009,5,27.0,5.78,5.4,4.4
Devin McCourty,Patriots,S,2022,1,9.0,8.0,9.0,4.3
Tyrann Mathieu,Saints,S,2022,3,27.0,18.0,9.0,4.3
Julian Love,Seahawks,S,2024,3,33.0,11.965,11.0,4.3
Josh Metellus,Vikings,S,2025,3,36.0,14.605,12.0,4.3
T.J. Ward,Broncos,S,2014,4,22.5,7.0,5.625,4.2
Eric Weddle,Ravens,S,2016,4,26.0,9.0,6.5,4.2
Danieal Manning,Texans,S,2011,4,20.0,9.0,5.0,4.2
Da'Norris Searcy,Titans,S,2015,4,23.75,8.0,5.9375,4.1
Sean Taylor,Commanders,S,2004,6,16.67,7.2,3.334,4.1
Ed Reed,Texans,S,2013,3,15.0,5.0,5.0,4.1
Malcolm Jenkins,Saints,S,2020,4,32.0,16.25,8.0,4.0
Nate Allen,Raiders,S,2015,4,23.0,6.9,5.75,4.0
Tracy Walker,Lions,S,2022,3,25.0,16.0,8.333333,4.0
Tashaun Gipson,Texans,S,2019,3,22.5,11.25,7.5,4.0
Kamren Curl,Rams,S,2026,3,36.0,18.75,12.0,4.0
Charles Godfrey,Panthers,S,2014,3,10.5875,0.15,5.29375,4.0
Tyrann Mathieu,Texans,S,2018,1,7.0,4.5,7.0,4.0
Antoine Bethea,49ers,S,2014,4,21.0,6.25,5.25,3.9
Kyle Dugger,Steelers,S,2025,1,11.0,9.75,11.0,3.9
Eric Reid,Panthers,S,2019,3,22.05,9.0,7.35,3.9
Glover Quin,Lions,S,2017,2,13.0,5.9,6.5,3.9
Barry Church,Jaguars,S,2017,4,26.0,12.0,6.5,3.9
Malcolm Jenkins,Eagles,S,2014,3,15.5,8.5,5.166667,3.9
George Iloka,Bengals,S,2016,5,30.0,5.0,6.0,3.9
Marcus Gilchrist,Jets,S,2015,4,22.0,3.5,5.5,3.8
John Lynch,Broncos,S,2004,3,9.26,2.5,3.086667,3.8
Glover Quin,Lions,S,2013,5,23.5,6.25,4.7,3.8
Will Hill,Ravens,S,2015,1,5.458,4.16,5.458,3.8
Bobby McCain,Dolphins,S,2018,4,27.0,9.982,6.75,3.8
Lardarius Webb,Ravens,S,2015,3,16.25,5.25,5.416667,3.8
Donte Whitner,Bills,S,2006,5,19.20075,13.3,3.84015,3.8
Justin Reid,Saints,S,2025,3,31.5,22.25,10.5,3.8
Mike Mitchell,Steelers,S,2014,5,25.0,5.25,5.0,3.8
Johnathan Cyprien,Titans,S,2017,4,25.0,7.0,6.25,3.7
Reggie Nelson,Bengals,S,2012,4,18.0,5.0,4.5,3.7
Patrick Chung,Patriots,S,2019,1,7.0,4.0,7.0,3.7
Harrison Smith,Vikings,S,2025,1,10.25,8.0,10.25,3.7
Ricardo Allen,Falcons,S,2018,3,19.5,7.414,6.5,3.7
Jaquiski Tartt,49ers,S,2018,2,13.0,5.521865,6.5,3.7
Micah Hyde,Bills,S,2017,5,30.5,10.3,6.1,3.7
Jalen Thompson,Cowboys,S,2026,3,33.0,22.0,11.0,3.7
Antrel Rolle,Cardinals,S,2005,6,18.61,13.03,3.101667,3.6
Marcus Maye,Saints,S,2022,3,22.5,14.5,7.5,3.6
T.J. McDonald,Dolphins,S,2017,4,24.01,6.26,6.0025,3.6
Harrison Smith,Vikings,S,2024,1,9.0,7.0,9.0,3.5
"Chauncey Gardner-Johnson, Jr.",PHI/HOU,S,2024,3,27.0,10.0,9.0,3.5
Quandre Diggs,DET/SEA,S,2018,3,18.6,7.5,6.2,3.5
Ron Parker,Chiefs,S,2015,5,25.0,5.75,5.0,3.5
Jordan Whitehead,Jets,S,2022,2,14.5,7.0,7.25,3.5
Jahleel Addae,Chargers,S,2017,4,22.5,8.0,5.625,3.4
Vonn Bell,Panthers,S,2023,3,22.5,13.0,7.5,3.3
Jamal Adams,NYJ/SEA,S,2017,4,22.258808,22.258808,5.564702,3.3
LaRon Landry,Commanders,S,2007,5,21.635,15.3,3.605833,3.3
Kenoy Kennedy,Lions,S,2005,5,14.0,3.4,2.8,3.3
Jabrill Peppers,Patriots,S,2024,3,25.0,13.5,8.333333,3.3
Kurt Coleman,Panthers,S,2016,3,15.1,6.0,5.033333,3.2
Donte Whitner,49ers,S,2011,3,11.55,2.5,3.85,3.2
DeAngelo Hall,Commanders,S,2014,4,17.0,4.4,4.25,3.2
Kenny Vaccaro,Titans,S,2019,4,24.0,7.25,6.0,3.2
Shawn Williams,Bengals,S,2016,4,19.5,4.0,4.875,3.1
Louis Delmas,Lions,S,2013,2,7.715,1.0,3.8575,3.1
Donovan Wilson,Cowboys,S,2023,3,21.0,13.5,7.0,3.1
Juan Thornhill,Browns,S,2023,3,21.0,14.0,7.0,3.1
Malik Hooker,Cowboys,S,2023,3,21.0,11.0,7.0,3.1
Kurt Coleman,Saints,S,2018,3,16.35,6.2,5.45,3.1
Corey Graham,Bills,S,2014,4,16.3,5.5,4.075,3.1
Andre Cisco,Jets,S,2025,1,8.5,7.5,8.5,3.0
Brian Dawkins,Eagles,S,2006,2,6.2,1.0,3.1,3.0
Tre Boston,Panthers,S,2020,3,18.0,8.0,6.0,3.0
Eric Murray,Texans,S,2020,3,18.0,10.75,6.0,3.0
Vonn Bell,Bengals,S,2020,3,18.0,3.0,6.0,3.0
Mark Barron,Buccaneers,S,2012,4,14.4665,14.4665,3.616625,3.0
Andre Hal,Texans,S,2017,3,15.0,7.0,5.0,3.0
Kevin Byard,Bears,S,2024,2,15.0,7.39,7.5,2.9
Justin Simmons,Falcons,S,2024,1,7.5,7.5,7.5,2.9
Jeremy Chinn,Raiders,S,2025,2,16.258,12.25,8.129,2.9
LaRon Landry,Jets,S,2012,1,3.5,1.65,3.5,2.9
Thomas DeCoud,Falcons,S,2012,5,17.5,4.0,3.5,2.9
"Chauncey Gardner-Johnson, Jr.",Lions,S,2023,1,6.5,6.5,6.5,2.9
Jimmie Ward,Texans,S,2023,2,13.0,8.5,6.5,2.9
Roman Harper,Saints,S,2013,3,10.5,3.75,3.5,2.8
Darnell Savage Jr.,Jaguars,S,2024,3,21.75,12.5,7.25,2.8
Bernard Pollard,Ravens,S,2012,3,10.25,3.5,3.416667,2.8
Dwight Lowery,Jaguars,S,2012,4,13.6,4.0,3.4,2.8
Rahim Moore,Texans,S,2015,3,12.0,4.0,4.0,2.8
Eric Weddle,Rams,S,2019,2,10.50205,5.250525,5.251025,2.8
Jordan Poyer,Bills,S,2023,2,12.5,6.24,6.25,2.8
John Lynch,Broncos,S,2006,2,5.655,1.55,2.8275,2.8
Geno Stone,Bengals,S,2024,2,14.0,6.0,7.0,2.7
Kareem Jackson,Broncos,S,2021,1,5.0,4.75,5.0,2.7
Reed Blankenship,Texans,S,2026,3,24.75,16.5,8.25,2.7
Reggie Nelson,Raiders,S,2016,2,8.5,4.0,4.25,2.7
Isa Abdul-Quddus,Dolphins,S,2016,3,12.75,4.225,4.25,2.7
Ryan Clark,Steelers,S,2010,4,14.0,3.0,3.5,2.7
Patrick Chung,Eagles,S,2013,1,10.0,4.0,3.333333,2.7
Morgan Burnett,Steelers,S,2018,3,14.35,4.25,4.783333,2.7
D.J. Swearinger,Commanders,S,2017,3,13.5,6.0,4.5,2.7
Quintin Demps,Bears,S,2017,3,13.5,4.5,4.5,2.7
D.J. Swearinger,Cardinals,S,2017,3,13.5,6.0,4.5,2.7
Tyrann Mathieu,Saints,S,2024,2,13.75,7.5,6.875,2.7
Julian Love,Seahawks,S,2023,2,12.0,5.98,6.0,2.7
Marcus Epps,Raiders,S,2023,2,12.0,7.755,6.0,2.7
Alohi Gilman,Chiefs,S,2026,3,24.0,15.0,8.0,2.7
Antrel Rolle,Bears,S,2015,3,11.25,4.9,3.75,2.6
Eric Rowe,Dolphins,S,2019,3,14.75,6.575,4.916667,2.6
Brandon Jones,Broncos,S,2024,3,20.0,11.0,6.666667,2.6
Andrew Sendejo,Vikings,S,2016,4,16.0,3.95,4.0,2.6
Tyvon Branch,Cardinals,S,2016,2,8.0,5.0,4.0,2.6
Chuck Clark,NYJ/BAL,S,2020,3,15.3,10.0,5.1,2.6
Antoine Bethea,Cardinals,S,2017,3,12.75,2.0,4.25,2.5
Duron Harmon,NE/DET,S,2017,4,17.0,6.5,4.25,2.5
Bradley McDougald,SEA/NYJ,S,2018,3,13.5,5.5,4.5,2.5
Logan Ryan,Giants,S,2020,1,5.0,4.5,5.0,2.5
Earl Thomas,Seahawks,S,2010,5,16.0,11.75,3.2,2.5
Kenny Vaccaro,Saints,S,2013,5,15.100704,9.424704,3.020141,2.5
Caleb Downs,Cowboys,S,2026,4,28.951992,28.951992,7.237998,2.4
Jayron Kearse,Cowboys,S,2022,2,10.0,5.0,5.0,2.4
Bobby McCain,Commanders,S,2022,2,10.0,4.7,5.0,2.4
Xavier Woods,Panthers,S,2022,3,15.0,6.035,5.0,2.4
Malcolm Jenkins,Saints,S,2009,5,14.75,11.0,2.95,2.4
Daniel Sorensen,Chiefs,S,2017,4,16.0,4.69,4.0,2.4
T.J. Ward,Buccaneers,S,2017,1,4.0,3.0,4.0,2.4
Jimmie Ward,49ers,S,2019,1,4.5,3.0,4.5,2.4
Troy Polamalu,Steelers,S,2003,5,8.96,5.949,1.792,2.4
Bernard Pollard,Titans,S,2014,2,6.3,0.85,3.15,2.4
Rayshawn Jenkins,Seahawks,S,2024,1,12.0,6.26,6.0,2.3
Jordan Whitehead,Jets,S,2023,1,5.25,5.25,5.25,2.3
Adrian Phillips,Patriots,S,2021,3,12.75,5.87,4.25,2.3
Eric Murray,Jaguars,S,2025,3,19.5,10.0,6.5,2.3
Kevin Byard,Patriots,S,2026,1,7.0,6.17,7.0,2.3
Minkah Fitzpatrick,MIA/PIT,S,2018,4,16.447768,16.447768,4.111942,2.3
Eric Reid,49ers,S,2013,5,14.156754,8.480754,2.831351,2.3
Walter Thurmond,Eagles,S,2015,1,3.25,2.0,3.25,2.3
Marcus Gilchrist,Raiders,S,2018,1,4.0,3.85,4.0,2.3
Stevie Brown,Giants,S,2014,1,3.0,1.0,3.0,2.3
DeShon Elliott,Steelers,S,2025,2,12.5,7.17,6.25,2.2
Elijah Molden,Chargers,S,2025,3,18.75,11.625,6.25,2.2
Chris Clemons,Dolphins,S,2013,1,2.75,1.0,2.75,2.2
Charles Woodson,Raiders,S,2015,1,3.2,1.4,3.2,2.2
Patrick Chung,Patriots,S,2018,2,7.8,3.6,3.9,2.2
Anthony Harris,Eagles,S,2021,1,4.0,4.0,4.0,2.2
Rodney McLeod,Eagles,S,2020,2,8.65,5.55,4.325,2.2
Da'Norris Searcy,Titans,S,2017,2,7.25,1.0,3.625,2.2
Nick Cross,Commanders,S,2026,2,13.0,6.05,6.5,2.2
Rodney McLeod,Eagles,S,2019,1,4.0,1.5,4.0,2.1
Abram Elam,Cowboys,S,2011,1,2.5,1.8,2.5,2.1
Nate Allen,Dolphins,S,2017,1,3.4,3.4,3.4,2.0
Jamarca Sanford,Vikings,S,2013,2,5.0,1.0,2.5,2.0
Jalen Mills,Eagles,S,2020,1,4.0,2.0,4.0,2.0
Sean Davis,Commanders,S,2020,1,4.0,2.0,4.0,2.0
Juston Burris,Panthers,S,2020,2,8.0,2.1,4.0,2.0
Jabrill Peppers,Patriots,S,2023,2,9.0,6.0,4.5,2.0
Alohi Gilman,BAL/LAC,S,2024,2,10.125,5.625,5.0625,2.0
Tavon Wilson,Lions,S,2018,2,7.0,3.25,3.5,2.0
Roman Harper,Saints,S,2010,1,2.521,0.0,2.521,2.0
Bernard Pollard,Texans,S,2010,1,2.521,0.0,2.521,2.0
George Wilson,Bills,S,2011,3,7.05,2.5,2.35,2.0
Kyle Hamilton,Ravens,S,2022,4,16.255088,16.255088,4.063772,2.0
Steve Gregory,Patriots,S,2012,3,7.05,2.5,2.35,1.9
Jordan Poyer,Bills,S,2017,4,13.0,5.0,3.25,1.9
Chris Conte,Buccaneers,S,2016,1,3.0,2.5,3.0,1.9
David Bruton,Commanders,S,2016,3,9.0,3.4,3.0,1.9
Nate Allen,Raiders,S,2016,1,3.0,1.85,3.0,1.9
Michael Griffin,Titans,S,2007,5,10.50001,6.81501,2.100002,1.9
Eric Murray,Texans,S,2022,2,8.0,3.75,4.0,1.9
Karl Joseph,Raiders,S,2016,4,11.884316,11.884316,2.971079,1.9
Ha-Ha Clinton-Dix,Cowboys,S,2020,1,3.75,2.25,3.75,1.9
Malik Hooker,Colts,S,2017,4,12.600108,12.600108,3.150027,1.9
Charles Woodson,Raiders,S,2014,1,2.5,1.15,2.5,1.9
J.J. Wilcox,TB/PIT,S,2017,2,6.25,3.125,3.125,1.9
Eric Rowe,Dolphins,S,2019,1,3.5,0.5,3.5,1.9
Barry Church,Cowboys,S,2012,4,8.823,2.5,2.20575,1.8
Jaquan Brisker,Steelers,S,2026,1,5.5,4.285,5.5,1.8
Eric Smith,Jets,S,2011,3,6.55,0.0,2.183333,1.8
Darius Butler,Colts,S,2017,1,3.0,2.5,3.0,1.8
Marcus Gilchrist,Texans,S,2017,1,3.0,0.8,3.0,1.8
Sean Richardson,Packers,S,2015,1,2.55,2.35,2.55,1.8
Josh Metellus,Vikings,S,2023,2,8.0,5.135,4.0,1.8
Nick Scott,Bengals,S,2023,3,12.0,3.0,4.0,1.8
Jimmie Ward,Texans,S,2024,1,4.5,8.75,4.5,1.8
Kamren Curl,Rams,S,2024,2,9.0,6.0,4.5,1.8
Jordan Whitehead,Buccaneers,S,2024,2,9.0,4.5,4.5,1.8
Geno Stone,Bengals,S,2025,1,4.9,1.5,4.9,1.8
Reggie Nelson,JAX/CIN,S,2007,5,9.55,6.51,1.91,1.8
Derwin James,Chargers,S,2018,4,12.388952,12.388952,3.097238,1.7
Darius Butler,Colts,S,2015,2,5.0,2.0,2.5,1.7
Ed Reed,Ravens,S,2002,5,6.1875,3.625,1.2375,1.7
Keanu Neal,Falcons,S,2016,4,10.737646,10.737646,2.684412,1.7
Antoine Bethea,Giants,S,2019,2,6.5,3.225,3.25,1.7
Morgan Burnett,Browns,S,2019,2,7.5,3.65,3.25,1.7
John Lynch,Broncos,S,2008,1,2.0,0.5,2.0,1.7
Ryan Clark,Steelers,S,2006,4,7.0,1.65,1.75,1.7
Louis Delmas,Dolphins,S,2014,1,2.25,1.0,2.25,1.7
Mark Barron,Rams,S,2012,4,14.4665,14.4665,2.03392,1.7
Malik Hooker,Cowboys,S,2022,2,7.0,2.0,3.5,1.7
Patrick Chung,Patriots,S,2015,1,7.2,3.4,2.4,1.7
Darnell Savage Jr.,Packers,S,2019,4,12.517688,12.517688,3.129422,1.7
Josh Barrett,Patriots,S,2011,2,2.0,0.25,2.0,1.7
Dashon Goldson,49ers,S,2011,1,2.0,2.0,2.0,1.7
Jaylinn Hawkins,Ravens,S,2026,2,10.0,5.0,5.0,1.7
Malik Hooker,Cowboys,S,2026,1,5.0,3.5,5.0,1.7
Mike Adams,Broncos,S,2012,2,4.0,2.0,2.0,1.7
Stevie Brown,Giants,S,2013,1,2.023,0.0,2.023,1.6
Anthony Harris,Vikings,S,2019,1,3.095,0.0,3.095,1.6
Ricardo Allen,Falcons,S,2018,1,2.914,0.0,2.914,1.6
Tashaun Gipson,Browns,S,2015,1,2.356,0.0,2.356,1.6
Rodney McLeod,Rams,S,2015,1,2.356,0.0,2.356,1.6
Bradley McDougald,Buccaneers,S,2016,1,2.553,0.0,2.553,1.6
Jahleel Addae,Chargers,S,2016,1,2.553,0.0,2.553,1.6
Lamarcus Joyner,Jets,S,2021,1,3.0,2.5,3.0,1.6
Sergio Brown,Jaguars,S,2015,3,7.0,1.0,2.333333,1.6
George Wilson,Titans,S,2013,2,4.0,0.6,2.0,1.6
Bernard Pollard,Titans,S,2013,1,2.0,0.5,2.0,1.6
Dillon Thieneman,Bears,S,2026,4,19.51246,19.51246,4.878115,1.6
Patrick Chung,Patriots,S,2020,2,6.4,3.0,3.2,1.6
Michael Griffin,Vikings,S,2016,1,2.5,0.75,2.5,1.6
Calvin Pryor,CLE/JAX/NYJ,S,2014,4,8.563254,8.563254,2.140814,1.6
Jeremy Chinn,Commanders,S,2024,1,4.105,3.495,4.105,1.6
Roman Harper,Panthers,S,2014,2,4.25,1.5,2.125,1.6
Ha-Ha Clinton-Dix,Bears,S,2019,1,3.0,0.5,3.0,1.6
Jim Leonhard,Jets,S,2009,3,5.875,1.0,1.958333,1.6
Louis Delmas,Dolphins,S,2015,1,2.25,0.0,2.25,1.6
Ha-Ha Clinton-Dix,GB/WAS,S,2014,4,8.338501,7.559967,2.084625,1.6
Devin McCourty,Patriots,S,2010,5,10.0,7.0,2.0,1.6
Jabrill Peppers,CLE/NYG,S,2017,4,10.342236,9.48433,2.585559,1.5
Dwight Lowery,Chargers,S,2016,3,7.2,1.5,2.4,1.5
Patrick Chung,Patriots,S,2016,1,5.7,2.4,2.4,1.5
Johnathan Abram,SEA/LV/GB,S,2019,4,11.495194,10.747667,2.873799,1.5
Jeff Heath,Raiders,S,2020,2,6.0,2.85,3.0,1.5
Adrian Phillips,Patriots,S,2020,2,6.0,3.0,3.0,1.5
Terrell Edmunds,Steelers,S,2018,4,10.69779,9.515001,2.674448,1.5
Nate Allen,Eagles,S,2014,1,2.0,0.75,2.0,1.5
John Lynch,Buccaneers,S,1996,2,1.225,0.25,0.6125,1.5
Chris Conte,Buccaneers,S,2017,2,5.0,2.5,2.5,1.5
Tom Zbikowski,Colts,S,2012,3,5.4,1.1,1.8,1.5
Malaki Starks,Ravens,S,2025,4,16.579658,16.579658,4.144915,1.5
Darian Stewart,Broncos,S,2015,2,4.25,2.25,2.125,1.5
Mike Adams,Colts,S,2015,2,4.25,1.2,2.125,1.5
Harrison Smith,Vikings,S,2012,4,7.138546,5.775109,1.784637,1.5
George Odum,49ers,S,2024,2,7.5,3.575,3.75,1.5
Tyvon Branch,Chiefs,S,2015,1,2.1,1.07,2.1,1.5
Rashad Johnson,Cardinals,S,2013,3,5.4,1.8,1.8,1.5
Charles Woodson,Raiders,S,2013,1,1.8,0.7,1.8,1.5
Clayton Geathers,Colts,S,2019,1,2.75,1.25,2.75,1.5
Julian Blackmon,Colts,S,2024,1,3.7,3.19,3.7,1.4
Cody Grimm,Buccaneers,S,2010,1,1.8575,0.0675,1.8575,1.4
Clayton Fejedelem,Dolphins,S,2020,3,8.55,3.0,2.85,1.4
Will Harris,Commanders,S,2025,2,8.0,3.39,4.0,1.4
Xavier Woods,Titans,S,2025,2,8.0,3.49,4.0,1.4
Tyrann Mathieu,Saints,S,2025,1,4.0,4.0,4.0,1.4
Darrell Stuckey,Chargers,S,2014,4,7.6,1.735,1.9,1.4
J.T. Gray,Saints,S,2023,3,9.6,3.5,3.2,1.4
Andrew Wingard,Jaguars,S,2023,3,9.6,4.08,3.2,1.4
Brynden Trawick,Titans,S,2017,2,4.75,3.0,2.375,1.4
Tashaun Gipson,Bears,S,2021,1,2.585,2.075,2.585,1.4
Nate Ebner,Patriots,S,2018,2,5.0,1.2,2.5,1.4
Cody Davis,Jaguars,S,2018,2,5.0,2.5,2.5,1.4
Da'Norris Searcy,Panthers,S,2018,2,5.0,1.3,2.5,1.4
Taylor Rapp,Bills,S,2024,3,10.625,3.675,3.541667,1.4
Damarious Randall,Browns,S,2015,4,7.915728,6.40131,1.978932,1.4
Lewis Cine,Vikings,S,2022,4,11.494155,11.494155,2.873539,1.4
Matt Elam,Ravens,S,2013,4,6.767002,5.439229,1.691751,1.4
P.J. Locke,Broncos,S,2024,2,7.0,3.245,3.5,1.4
Abram Elam,Browns,S,2010,1,1.759,0.0,1.759,1.4
George Wilson,Bills,S,2010,1,1.759,0.0,1.759,1.4
Daniel Sorensen,Chiefs,S,2021,1,2.4625,2.4625,2.4625,1.3
Damontae Kazee,Steelers,S,2023,2,6.0,1.75,3.0,1.3
M.J. Stewart,Texans,S,2023,2,6.0,3.0,3.0,1.3
Mike Edwards,Chiefs,S,2023,1,3.0,2.48,3.0,1.3
Isaiah Pola-Mao,Raiders,S,2025,2,7.45,3.5,3.725,1.3
Erik Harris,Raiders,S,2019,2,5.0,1.075,2.5,1.3
P.J. Locke,Cowboys,S,2026,1,4.0,3.5,4.0,1.3
Dane Belton,Jets,S,2026,1,4.0,2.0,4.0,1.3
Jamarca Sanford,Vikings,S,2014,1,1.75,0.4,1.75,1.3
Tashaun Gipson,49ers,S,2023,1,2.9,2.17,2.9,1.3
Rashad Johnson,Titans,S,2016,1,2.0,0.5,2.0,1.3
Chris Maragos,Eagles,S,2016,3,6.0,2.25,2.0,1.3
Jarrod Wilson,Jaguars,S,2019,3,7.25,1.45,2.416667,1.3
