player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
Javonte Williams,4361579,DEN,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,6.0,53.1,2.0,1.0,52.0,903.0,4.0,4.4,203.0,49.0
Alvin Kamara,3054850,NO,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,3.0,69.1,0.0,0.0,42.0,898.0,4.0,3.7,240.0,30.0
Josh Jacobs,4047365,LV,RB,2021,rushing,2026-07-03T11:39:58.990501,15.0,2.0,58.1,2.0,2.0,45.0,872.0,9.0,4.0,217.0,28.0
Devin Singletary,4040761,BUF,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,6.0,51.2,2.0,0.0,44.0,870.0,7.0,4.6,188.0,46.0
David Montgomery,4035538,CHI,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,5.0,65.3,1.0,1.0,55.0,849.0,7.0,3.8,225.0,41.0
Sony Michel,3128721,LAR,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,49.7,1.0,1.0,49.0,845.0,4.0,4.1,208.0,39.0
AJ Dillon,4239934,GB,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,47.2,1.0,1.0,50.0,803.0,5.0,4.3,187.0,36.0
Aaron Jones Sr.,3042519,GB,RB,2021,rushing,2026-07-03T11:39:58.990501,15.0,5.0,53.3,1.0,1.0,37.0,799.0,4.0,4.7,171.0,57.0
Jalen Hurts,4040715,PHI,QB,2021,rushing,2026-07-03T11:39:58.990501,15.0,7.0,52.3,4.0,1.0,56.0,784.0,10.0,5.6,139.0,31.0
Lamar Jackson,3916387,BAL,QB,2021,rushing,2026-07-03T11:39:58.990501,12.0,5.0,63.9,4.0,2.0,48.0,767.0,2.0,5.8,133.0,31.0
Josh Allen,3918298,BUF,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,9.0,44.9,5.0,2.0,53.0,763.0,6.0,6.3,122.0,34.0
Miles Sanders,4045163,PHI,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,7.0,62.8,1.0,1.0,33.0,754.0,0.0,5.5,137.0,38.0
James Conner,3045147,ARI,RB,2021,rushing,2026-07-03T11:39:58.990501,15.0,3.0,50.1,2.0,0.0,53.0,752.0,15.0,3.7,202.0,35.0
Rashaad Penny,3139925,SEA,RB,2021,rushing,2026-07-03T11:39:58.990501,10.0,11.0,74.9,0.0,0.0,28.0,749.0,6.0,6.3,119.0,62.0
Tony Pollard,3916148,DAL,RB,2021,rushing,2026-07-03T11:39:58.990501,15.0,4.0,47.9,0.0,0.0,35.0,719.0,2.0,5.5,130.0,58.0
Michael Carter,4240657,NYJ,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,3.0,45.6,0.0,0.0,29.0,639.0,4.0,4.3,147.0,55.0
Cordarrelle Patterson,15807,ATL,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,38.6,1.0,0.0,29.0,618.0,6.0,4.0,153.0,39.0
D'Andre Swift,4259545,DET,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,3.0,47.5,0.0,0.0,28.0,617.0,5.0,4.1,151.0,57.0
Myles Gaskin,3886818,MIA,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,36.0,2.0,1.0,25.0,612.0,3.0,3.5,173.0,30.0
Chuba Hubbard,4241416,CAR,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,3.0,36.0,1.0,1.0,36.0,612.0,5.0,3.6,172.0,26.0
Rhamondre Stevenson,4569173,NE,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,1.0,50.5,1.0,0.0,33.0,606.0,5.0,4.6,133.0,21.0
Jamaal Williams,2980453,DET,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,1.0,46.2,1.0,0.0,42.0,601.0,3.0,3.9,153.0,20.0
Devontae Booker,3122866,NYG,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,3.0,37.1,0.0,0.0,31.0,593.0,2.0,4.1,145.0,31.0
Saquon Barkley,3929630,NYG,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,3.0,45.6,1.0,1.0,27.0,593.0,2.0,3.7,162.0,41.0
Chase Edmonds,3119195,ARI,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,3.0,49.3,0.0,0.0,32.0,592.0,2.0,5.1,116.0,54.0
Devonta Freeman,16944,BAL,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,4.0,36.0,0.0,0.0,31.0,576.0,5.0,4.3,133.0,32.0
D'Onta Foreman,3125116,TEN,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,4.0,62.9,2.0,1.0,22.0,566.0,3.0,4.3,133.0,35.0
Darrel Williams,3115375,KC,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,32.8,0.0,0.0,40.0,558.0,6.0,3.9,144.0,21.0
Mark Ingram II,13981,HOU/NO,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,2.0,39.6,1.0,1.0,22.0,554.0,2.0,3.5,160.0,28.0
D'Ernest Johnson,3139602,CLE,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,4.0,31.4,0.0,0.0,24.0,534.0,3.0,5.3,100.0,30.0
Clyde Edwards-Helaire,4242214,KC,RB,2021,rushing,2026-07-03T11:39:58.990501,10.0,0.0,51.7,2.0,2.0,21.0,517.0,4.0,4.3,119.0,17.0
Mike Davis,3025433,ATL,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,29.6,2.0,1.0,21.0,503.0,3.0,3.6,138.0,18.0
Latavius Murray,15920,BAL,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,3.0,35.8,0.0,0.0,36.0,501.0,6.0,4.2,119.0,46.0
Alexander Mattison,4048244,MIN,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,30.7,1.0,1.0,28.0,491.0,3.0,3.7,134.0,48.0
Khalil Herbert,4035886,CHI,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,4.0,25.5,0.0,0.0,24.0,433.0,2.0,4.2,103.0,29.0
Ronald Jones,3912550,TB,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,1.0,26.8,2.0,2.0,25.0,428.0,4.0,4.2,101.0,30.0
Rex Burkhead,15971,HOU,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,26.7,1.0,0.0,30.0,427.0,3.0,3.5,122.0,36.0
Kyler Murray,3917315,ARI,QB,2021,rushing,2026-07-03T11:39:58.990501,14.0,1.0,30.2,12.0,0.0,25.0,423.0,5.0,4.8,88.0,57.0
Jordan Howard,3060022,PHI,RB,2021,rushing,2026-07-03T11:39:58.990501,7.0,1.0,58.0,0.0,0.0,24.0,406.0,3.0,4.7,86.0,25.0
Kareem Hunt,3059915,CLE,RB,2021,rushing,2026-07-03T11:39:58.990501,8.0,2.0,48.3,0.0,0.0,22.0,386.0,5.0,4.9,78.0,33.0
Patrick Mahomes,3139477,KC,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,4.0,22.4,4.0,2.0,25.0,381.0,2.0,5.8,66.0,32.0
Taysom Hill,2468609,NO,QB,2021,rushing,2026-07-03T11:39:58.990501,12.0,3.0,31.2,1.0,0.0,26.0,374.0,5.0,5.3,70.0,44.0
Boston Scott,3051439,PHI,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,23.3,1.0,1.0,24.0,373.0,7.0,4.3,87.0,23.0
Deebo Samuel,3126486,SF,WR,2021,rushing,2026-07-03T11:39:58.990501,16.0,5.0,22.8,0.0,0.0,21.0,365.0,8.0,6.2,59.0,49.0
Justin Jackson,3116136,LAC,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,2.0,26.0,1.0,1.0,18.0,364.0,2.0,5.4,68.0,75.0
Tevin Coleman,2979477,NYJ,RB,2021,rushing,2026-07-03T11:39:58.990501,11.0,1.0,32.4,0.0,0.0,19.0,356.0,0.0,4.2,84.0,20.0
Dontrell Hilliard,3126246,TEN,RB,2021,rushing,2026-07-03T11:39:58.990501,8.0,2.0,43.8,1.0,1.0,15.0,350.0,2.0,6.3,56.0,68.0
Zack Moss,4035676,BUF,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,0.0,26.5,0.0,0.0,22.0,345.0,4.0,3.6,96.0,17.0
Trevor Lawrence,4360310,JAX,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,19.6,3.0,0.0,21.0,334.0,2.0,4.6,73.0,26.0
Duke Johnson,2969962,MIA,RB,2021,rushing,2026-07-03T11:39:58.990501,5.0,1.0,66.0,0.0,0.0,18.0,330.0,3.0,4.6,71.0,27.0
Taylor Heinicke,2565969,WSH,QB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,19.6,4.0,0.0,20.0,313.0,1.0,5.2,60.0,38.0
Justin Herbert,4038941,LAC,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,17.8,0.0,0.0,28.0,302.0,3.0,4.8,63.0,36.0
Jeff Wilson Jr.,3122976,SF,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,0.0,32.7,1.0,0.0,19.0,294.0,2.0,3.7,79.0,17.0
Tyler Huntley,4035671,BAL,QB,2021,rushing,2026-07-03T11:39:58.990501,7.0,1.0,42.0,1.0,1.0,22.0,294.0,2.0,6.3,47.0,21.0
Kenny Gainwell,4371733,PHI,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,0.0,18.2,1.0,1.0,19.0,291.0,5.0,4.3,68.0,18.0
Nyheim Hines,3916430,IND,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,16.2,0.0,0.0,15.0,276.0,2.0,4.9,56.0,34.0
Ryan Tannehill,14876,TEN,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,15.9,4.0,1.0,33.0,270.0,7.0,4.9,55.0,28.0
Jaret Patterson,4362452,WSH,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,15.6,1.0,0.0,15.0,266.0,2.0,3.9,68.0,13.0
Derrick Gore,3925346,KC,RB,2021,rushing,2026-07-03T11:39:58.990501,11.0,2.0,23.3,0.0,0.0,12.0,256.0,2.0,5.0,51.0,51.0
Phillip Lindsay,3052117,HOU/MIA,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,1.0,17.8,0.0,0.0,11.0,249.0,1.0,2.8,88.0,35.0
Samaje Perine,3116389,CIN,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,15.4,0.0,0.0,11.0,246.0,1.0,4.5,55.0,46.0
Ty Johnson,3915411,NYJ,RB,2021,rushing,2026-07-03T11:39:58.990501,16.0,2.0,14.9,1.0,1.0,13.0,238.0,2.0,3.9,61.0,24.0
Cam Newton,13994,CAR,QB,2021,rushing,2026-07-03T11:39:58.990501,8.0,2.0,28.8,4.0,1.0,20.0,230.0,5.0,4.9,47.0,33.0
Craig Reynolds,4421446,DET,RB,2021,rushing,2026-07-03T11:39:58.990501,5.0,2.0,46.0,0.0,0.0,11.0,230.0,0.0,4.2,55.0,35.0
David Johnson,2508176,HOU,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,0.0,17.5,1.0,1.0,7.0,228.0,0.0,3.4,67.0,15.0
Brandon Bolden,15478,NE,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,2.0,13.3,1.0,0.0,12.0,226.0,1.0,5.1,44.0,24.0
Sam Darnold,3912547,CAR,QB,2021,rushing,2026-07-03T11:39:58.990501,12.0,2.0,18.5,4.0,2.0,21.0,222.0,5.0,4.6,48.0,30.0
Carson Wentz,2573079,IND,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,12.6,4.0,1.0,21.0,215.0,1.0,3.8,57.0,18.0
Peyton Barber,3051902,LV,RB,2021,rushing,2026-07-03T11:39:58.990501,10.0,1.0,21.2,2.0,0.0,12.0,212.0,2.0,3.9,55.0,27.0
Ty'Son Williams,3895827,BAL,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,2.0,14.2,1.0,0.0,8.0,185.0,1.0,5.3,35.0,35.0
Zach Wilson,4361259,NYJ,QB,2021,rushing,2026-07-03T11:39:58.990501,13.0,3.0,14.2,1.0,0.0,10.0,185.0,4.0,6.4,29.0,52.0
Russell Wilson,14881,SEA,QB,2021,rushing,2026-07-03T11:39:58.990501,14.0,0.0,13.1,2.0,0.0,17.0,183.0,2.0,4.3,43.0,17.0
Ke'Shawn Vaughn,3917612,TB,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,1.0,15.0,0.0,0.0,9.0,180.0,2.0,5.0,36.0,55.0
Travis Homer,4037457,SEA,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,2.0,12.6,0.0,0.0,7.0,177.0,1.0,8.4,21.0,73.0
Royce Freeman,3122672,HOU/CAR,RB,2021,rushing,2026-07-03T11:39:58.990501,15.0,0.0,11.3,0.0,0.0,8.0,169.0,0.0,3.0,56.0,13.0
Trey Lance,4383351,SF,QB,2021,rushing,2026-07-03T11:39:58.990501,6.0,0.0,28.0,0.0,0.0,8.0,168.0,1.0,4.4,38.0,15.0
Trey Sermon,4241401,SF,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,0.0,18.6,0.0,0.0,9.0,167.0,1.0,4.1,41.0,16.0
Ameer Abdullah,2576336,MIN/CAR,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,9.8,0.0,0.0,8.0,166.0,0.0,3.3,51.0,15.0
Damien Williams,17359,CHI,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,1.0,13.7,0.0,0.0,11.0,164.0,2.0,4.1,40.0,23.0
Tyrod Taylor,14163,HOU,QB,2021,rushing,2026-07-03T11:39:58.990501,6.0,2.0,25.2,3.0,0.0,7.0,151.0,3.0,7.9,19.0,30.0
Salvon Ahmed,4243315,MIA,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,0.0,12.4,0.0,0.0,8.0,149.0,0.0,2.8,54.0,16.0
Dak Prescott,2577417,DAL,QB,2021,rushing,2026-07-03T11:39:58.990501,16.0,1.0,9.1,9.0,3.0,7.0,146.0,1.0,3.0,48.0,21.0
Tony Jones Jr.,4046676,NO,RB,2021,rushing,2026-07-03T11:39:58.990501,11.0,0.0,12.9,0.0,0.0,7.0,142.0,0.0,2.6,54.0,11.0
Corey Clement,3045260,DAL,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,8.2,0.0,0.0,7.0,140.0,0.0,4.2,33.0,38.0
DeeJay Dallas,4240631,SEA,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,8.1,0.0,0.0,10.0,138.0,2.0,4.2,33.0,15.0
Dare Ogunbowale,2983509,JAX,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,8.1,0.0,0.0,5.0,137.0,1.0,3.2,43.0,12.0
Mac Jones,4241464,NE,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,7.6,3.0,1.0,22.0,129.0,0.0,2.9,44.0,13.0
Tua Tagovailoa,4241479,MIA,QB,2021,rushing,2026-07-03T11:39:58.990501,13.0,1.0,9.8,3.0,0.0,13.0,128.0,3.0,3.0,42.0,23.0
Kendrick Bourne,3045523,NE,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,7.4,0.0,0.0,7.0,125.0,0.0,10.4,12.0,18.0
Matt Breida,3049916,BUF,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,1.0,13.9,1.0,1.0,5.0,125.0,1.0,4.8,26.0,28.0
Godwin Igwebuike,3045238,DET,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,6.9,2.0,2.0,7.0,118.0,1.0,6.6,18.0,42.0
Joe Burrow,3915511,CIN,QB,2021,rushing,2026-07-03T11:39:58.990501,16.0,0.0,7.4,1.0,0.0,14.0,118.0,2.0,3.0,40.0,12.0
Eno Benjamin,4242873,ARI,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,1.0,13.1,0.0,0.0,4.0,118.0,1.0,3.5,34.0,21.0
Kirk Cousins,14880,MIN,QB,2021,rushing,2026-07-03T11:39:58.990501,16.0,1.0,7.2,2.0,0.0,8.0,115.0,1.0,4.0,29.0,29.0
Derek Carr,16757,LV,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,6.4,4.0,0.0,9.0,108.0,0.0,2.7,40.0,22.0
Qadree Ollison,3123944,ATL,RB,2021,rushing,2026-07-03T11:39:58.990501,8.0,0.0,13.1,1.0,1.0,7.0,105.0,1.0,5.0,21.0,19.0
Wayne Gallman,3045127,ATL/MIN,RB,2021,rushing,2026-07-03T11:39:58.990501,8.0,0.0,13.0,0.0,0.0,5.0,104.0,0.0,3.7,28.0,17.0
Joshua Kelley,3910544,LAC,RB,2021,rushing,2026-07-03T11:39:58.990501,10.0,0.0,10.2,1.0,1.0,5.0,102.0,0.0,3.1,33.0,14.0
Aaron Rodgers,8439,GB,QB,2021,rushing,2026-07-03T11:39:58.990501,16.0,0.0,6.3,2.0,0.0,10.0,101.0,3.0,3.1,33.0,18.0
Le'Veon Bell,15825,BAL/TB,RB,2021,rushing,2026-07-03T11:39:58.990501,8.0,0.0,12.6,0.0,0.0,9.0,101.0,2.0,2.6,39.0,12.0
Austin Walter,3123857,NYJ,RB,2021,rushing,2026-07-03T11:39:58.990501,4.0,0.0,25.3,0.0,0.0,5.0,101.0,1.0,3.9,26.0,14.0
Marlon Mack,3139605,IND,RB,2021,rushing,2026-07-03T11:39:58.990501,6.0,1.0,16.8,0.0,0.0,6.0,101.0,0.0,3.6,28.0,22.0
Elijhaa Penny,2575965,NYG,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,5.8,0.0,0.0,9.0,99.0,1.0,4.1,24.0,12.0
Benny Snell Jr.,4035072,PIT,RB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,5.8,0.0,0.0,2.0,98.0,0.0,2.7,36.0,9.0
Tyreek Hill,3116406,KC,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,5.6,0.0,0.0,4.0,96.0,0.0,10.7,9.0,33.0
Chase Claypool,4046692,PIT,WR,2021,rushing,2026-07-03T11:39:58.990501,15.0,1.0,6.4,0.0,0.0,7.0,96.0,0.0,6.9,14.0,25.0
DeAndre Carter,2580216,WSH,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,5.2,1.0,0.0,4.0,89.0,0.0,8.9,10.0,27.0
Patrick Taylor Jr.,4039358,GB,RB,2021,rushing,2026-07-03T11:39:58.990501,9.0,0.0,9.9,0.0,0.0,5.0,89.0,1.0,3.9,23.0,12.0
Marcus Mariota,2576980,LV,QB,2021,rushing,2026-07-03T11:39:58.990501,10.0,1.0,8.7,1.0,0.0,6.0,87.0,1.0,6.7,13.0,31.0
Jared Goff,3046779,DET,QB,2021,rushing,2026-07-03T11:39:58.990501,14.0,1.0,6.2,3.0,2.0,4.0,87.0,0.0,5.1,17.0,26.0
Larry Rountree III,4241205,LAC,RB,2021,rushing,2026-07-03T11:39:58.990501,12.0,0.0,7.3,0.0,0.0,5.0,87.0,1.0,2.4,36.0,13.0
Matt Ryan,11237,ATL,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,4.8,6.0,1.0,9.0,82.0,1.0,2.0,40.0,17.0
Tom Brady,2330,TB,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,4.8,1.0,1.0,14.0,81.0,2.0,2.9,28.0,13.0
Ryquell Armstead,3923397,JAX,RB,2021,rushing,2026-07-03T11:39:58.990501,2.0,1.0,40.0,0.0,0.0,3.0,80.0,0.0,5.3,15.0,26.0
Jonathan Williams,2980077,WSH,RB,2021,rushing,2026-07-03T11:39:58.990501,5.0,1.0,15.8,0.0,0.0,7.0,79.0,1.0,4.6,17.0,23.0
Chris Evans,4046530,CIN,RB,2021,rushing,2026-07-03T11:39:58.990501,14.0,0.0,5.5,0.0,0.0,3.0,77.0,0.0,4.5,17.0,13.0
Andy Dalton,14012,CHI,QB,2021,rushing,2026-07-03T11:39:58.990501,8.0,0.0,9.5,0.0,0.0,2.0,76.0,0.0,4.8,16.0,14.0
CeeDee Lamb,4241389,DAL,WR,2021,rushing,2026-07-03T11:39:58.990501,16.0,1.0,4.8,0.0,0.0,4.0,76.0,0.0,8.4,9.0,33.0
Rondale Moore,4372485,ARI,WR,2021,rushing,2026-07-03T11:39:58.990501,14.0,1.0,5.4,0.0,0.0,2.0,76.0,0.0,4.2,18.0,26.0
Jermar Jefferson,4374033,DET,RB,2021,rushing,2026-07-03T11:39:58.990501,7.0,1.0,10.6,0.0,0.0,4.0,74.0,2.0,4.9,15.0,28.0
Jacoby Brissett,2578570,MIA,QB,2021,rushing,2026-07-03T11:39:58.990501,11.0,0.0,6.4,2.0,0.0,9.0,70.0,1.0,3.7,19.0,19.0
JaMycal Hasty,3928925,SF,RB,2021,rushing,2026-07-03T11:39:58.990501,11.0,1.0,6.2,0.0,0.0,6.0,68.0,1.0,4.3,16.0,21.0
Jake Fromm,4240689,NYG,QB,2021,rushing,2026-07-03T11:39:58.990501,3.0,1.0,21.7,0.0,0.0,4.0,65.0,0.0,8.1,8.0,27.0
Jerick McKinnon,16782,KC,RB,2021,rushing,2026-07-03T11:39:58.990501,13.0,0.0,4.8,0.0,0.0,2.0,62.0,0.0,5.2,12.0,18.0
Kene Nwangwu,4035537,MIN,RB,2021,rushing,2026-07-03T11:39:58.990501,11.0,0.0,5.5,0.0,0.0,3.0,61.0,0.0,4.7,13.0,19.0
Amon-Ra St. Brown,4374302,DET,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,3.6,0.0,0.0,2.0,61.0,1.0,8.7,7.0,26.0
Dee Eskridge,4043016,SEA,WR,2021,rushing,2026-07-03T11:39:58.990501,10.0,1.0,5.9,0.0,0.0,2.0,59.0,0.0,14.8,4.0,30.0
Mason Rudolph,3116407,PIT,QB,2021,rushing,2026-07-03T11:39:58.990501,2.0,1.0,26.5,0.0,0.0,3.0,53.0,0.0,10.6,5.0,26.0
Drew Lock,3924327,DEN,QB,2021,rushing,2026-07-03T11:39:58.990501,6.0,1.0,8.8,1.0,1.0,5.0,53.0,2.0,5.3,10.0,23.0
Diontae Johnson,3932905,PIT,WR,2021,rushing,2026-07-03T11:39:58.990501,16.0,1.0,3.3,0.0,0.0,2.0,53.0,0.0,10.6,5.0,25.0
Jimmy Garoppolo,16760,SF,QB,2021,rushing,2026-07-03T11:39:58.990501,15.0,0.0,3.4,4.0,1.0,15.0,51.0,3.0,1.3,38.0,7.0
Trayveon Williams,4035222,CIN,RB,2021,rushing,2026-07-03T11:39:58.990501,5.0,0.0,10.2,0.0,0.0,4.0,51.0,0.0,3.4,15.0,10.0
Jason Huntley,4040790,PHI,RB,2021,rushing,2026-07-03T11:39:58.990501,1.0,0.0,51.0,0.0,0.0,2.0,51.0,0.0,3.9,13.0,18.0
Devin Duvernay,4039050,BAL,WR,2021,rushing,2026-07-03T11:39:58.990501,16.0,0.0,3.1,0.0,0.0,3.0,50.0,0.0,7.1,7.0,19.0
DJ Moore,3915416,CAR,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,2.8,0.0,0.0,4.0,48.0,0.0,6.0,8.0,14.0
Isaiah McKenzie,3128724,BUF,WR,2021,rushing,2026-07-03T11:39:58.990501,15.0,0.0,3.1,0.0,0.0,5.0,47.0,1.0,5.2,9.0,10.0
Mecole Hardman Jr.,4035004,KC,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,2.7,1.0,1.0,2.0,46.0,0.0,5.8,8.0,24.0
Ty Montgomery II,2577134,NO,WR,2021,rushing,2026-07-03T11:39:58.990501,14.0,0.0,3.1,0.0,0.0,2.0,44.0,0.0,2.9,15.0,9.0
Michael Pittman Jr.,4035687,IND,WR,2021,rushing,2026-07-03T11:39:58.990501,17.0,1.0,2.6,0.0,0.0,1.0,44.0,0.0,8.8,5.0,25.0
Davis Mills,4242546,HOU,QB,2021,rushing,2026-07-03T11:39:58.990501,13.0,0.0,3.4,1.0,0.0,5.0,44.0,0.0,2.4,18.0,11.0
Matthew Stafford,12483,LAR,QB,2021,rushing,2026-07-03T11:39:58.990501,17.0,0.0,2.5,2.0,0.0,8.0,43.0,0.0,1.3,32.0,12.0
Scotty Miller,3914397,TB,WR,2021,rushing,2026-07-03T11:39:58.990501,9.0,1.0,4.8,0.0,0.0,2.0,43.0,1.0,21.5,2.0,33.0
Geno Smith,15864,SEA,QB,2021,rushing,2026-07-03T11:39:58.990501,4.0,0.0,10.5,0.0,0.0,3.0,42.0,1.0,4.7,9.0,12.0
Laviska Shenault Jr.,4243160,JAX,WR,2021,rushing,2026-07-03T11:39:58.990501,16.0,0.0,2.6,0.0,0.0,2.0,41.0,0.0,3.7,11.0,11.0
Deonte Harty,4411193,NO,WR,2021,rushing,2026-07-03T11:39:58.990501,13.0,1.0,3.2,0.0,0.0,1.0,41.0,0.0,8.2,5.0,22.0
Jarvis Landry,16790,CLE,WR,2021,rushing,2026-07-03T11:39:58.990501,12.0,0.0,3.3,1.0,0.0,4.0,40.0,2.0,6.7,6.0,16.0
Jalen Richard,2972091,LV,RB,2021,rushing,2026-07-03T11:39:58.990501,10.0,1.0,4.0,0.0,0.0,3.0,40.0,0.0,4.4,9.0,23.0
