player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
Chase Claypool,4046692,PIT/CHI,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,3.9,0.0,0.0,3.0,59.0,0.0,6.6,9.0,15.0
Jordan Wilkins,3051891,IND,RB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,14.5,0.0,0.0,2.0,58.0,0.0,4.5,13.0,9.0
Parris Campbell,3121410,IND,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,3.4,0.0,0.0,2.0,58.0,0.0,11.6,5.0,28.0
Rashid Shaheed,4032473,NO,WR,2022,rushing,2026-07-03T11:41:21.722856,12.0,1.0,4.8,0.0,0.0,2.0,57.0,1.0,14.3,4.0,44.0
Anthony Schwartz,4371986,CLE,WR,2022,rushing,2026-07-03T11:41:21.722856,11.0,1.0,5.2,0.0,0.0,2.0,57.0,1.0,14.3,4.0,31.0
Corey Clement,3045260,ARI,RB,2022,rushing,2026-07-03T11:41:21.722856,9.0,0.0,6.1,0.0,0.0,6.0,55.0,1.0,3.7,15.0,12.0
Isaiah McKenzie,3128724,BUF,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,3.7,0.0,0.0,3.0,55.0,1.0,6.1,9.0,18.0
C.J. Moore,3128745,DET,S,2022,rushing,2026-07-03T11:41:21.722856,11.0,1.0,5.0,0.0,0.0,2.0,55.0,0.0,27.5,2.0,42.0
Andy Dalton,14012,NO,QB,2022,rushing,2026-07-03T11:41:21.722856,14.0,0.0,3.9,3.0,0.0,6.0,54.0,0.0,1.8,30.0,14.0
Chris Streveler,3040206,NYJ,QB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,27.0,1.0,0.0,1.0,54.0,0.0,6.0,9.0,14.0
Equanimeous St. Brown,3932442,CHI,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,3.4,0.0,0.0,2.0,54.0,0.0,9.0,6.0,41.0
Trestan Ebner,4259169,CHI,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,3.2,0.0,0.0,2.0,54.0,0.0,2.3,24.0,11.0
DJ Moore,3915416,CAR,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,3.1,0.0,0.0,3.0,53.0,0.0,5.3,10.0,11.0
Ke'Shawn Vaughn,3917612,TB,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,3.5,0.0,0.0,3.0,53.0,0.0,3.1,17.0,12.0
Cooper Kupp,2977187,LAR,WR,2022,rushing,2026-07-03T11:41:21.722856,9.0,1.0,5.8,0.0,0.0,4.0,52.0,1.0,5.8,9.0,20.0
Kevin Harris,4570674,NE,RB,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,10.4,0.0,0.0,3.0,52.0,1.0,2.9,18.0,14.0
Phillip Lindsay,3052117,IND,RB,2022,rushing,2026-07-03T11:41:21.722856,3.0,0.0,16.3,0.0,0.0,1.0,49.0,0.0,3.3,15.0,15.0
CeeDee Lamb,4241389,DAL,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,2.8,0.0,0.0,3.0,47.0,0.0,4.7,10.0,14.0
Treylon Burks,4567156,TEN,WR,2022,rushing,2026-07-03T11:41:21.722856,11.0,1.0,4.3,0.0,0.0,3.0,47.0,0.0,11.8,4.0,20.0
Julio Jones,13982,TB,WR,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,4.5,0.0,0.0,4.0,45.0,0.0,9.0,5.0,15.0
Joshua Dobbs,3044720,TEN,QB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,22.0,1.0,0.0,4.0,44.0,0.0,5.5,8.0,11.0
Greg Dortch,4037235,ARI,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,2.8,0.0,0.0,3.0,44.0,0.0,6.3,7.0,20.0
Spencer Brown,4239768,CAR,RB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,21.5,0.0,0.0,1.0,43.0,0.0,4.8,9.0,7.0
Snoop Conner,4567246,JAX,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,5.3,0.0,0.0,2.0,42.0,1.0,3.5,12.0,8.0
Davis Webb,3052600,NYG,QB,2022,rushing,2026-07-03T11:41:21.722856,1.0,0.0,41.0,0.0,0.0,2.0,41.0,1.0,6.8,6.0,14.0
Isaiah Spiller,4426891,LAC,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,0.0,6.8,0.0,0.0,2.0,41.0,0.0,2.3,18.0,11.0
Mack Hollins,2991662,LV,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,2.4,0.0,0.0,2.0,40.0,0.0,10.0,4.0,17.0
Jerry Jeudy,4241463,DEN,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,2.7,0.0,0.0,4.0,40.0,0.0,10.0,4.0,14.0
Jameson Williams,4426388,DET,WR,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,6.7,0.0,0.0,1.0,40.0,0.0,40.0,1.0,40.0
Kendrick Bourne,3045523,NE,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,2.4,0.0,0.0,2.0,39.0,0.0,6.5,6.0,29.0
PJ Walker,3051308,CAR,QB,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,6.5,0.0,0.0,3.0,39.0,0.0,6.5,6.0,20.0
Gunner Olszewski,4424106,PIT,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,2.4,0.0,0.0,3.0,39.0,0.0,4.9,8.0,18.0
Dwayne Washington,3002265,NO,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,0.0,3.2,0.0,0.0,2.0,38.0,0.0,3.5,11.0,8.0
Mitchell Trubisky,3039707,PIT,QB,2022,rushing,2026-07-03T11:41:21.722856,7.0,0.0,5.4,0.0,0.0,7.0,38.0,2.0,2.0,19.0,9.0
Dante Pettis,3127306,CHI,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,2.2,0.0,0.0,2.0,37.0,0.0,18.5,2.0,29.0
Colt McCoy,13199,ARI,QB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,9.0,2.0,0.0,5.0,36.0,0.0,2.6,14.0,9.0
Kalif Raymond,2973405,DET,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,2.1,0.0,0.0,4.0,36.0,0.0,5.1,7.0,12.0
Sam Howell,4426875,WSH,QB,2022,rushing,2026-07-03T11:41:21.722856,1.0,0.0,35.0,0.0,0.0,4.0,35.0,1.0,7.0,5.0,10.0
Tutu Atwell,4360797,LAR,WR,2022,rushing,2026-07-03T11:41:21.722856,13.0,0.0,2.6,0.0,0.0,2.0,34.0,1.0,3.8,9.0,11.0
Jimmy Garoppolo,16760,SF,QB,2022,rushing,2026-07-03T11:41:21.722856,11.0,0.0,3.0,2.0,1.0,11.0,33.0,2.0,1.4,23.0,6.0
Nyheim Hines,3916430,IND/BUF,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,2.1,0.0,0.0,2.0,33.0,1.0,1.4,24.0,9.0
Tyreek Hill,3116406,MIA,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.9,0.0,0.0,3.0,32.0,1.0,4.6,7.0,10.0
John Wolford,3124092,LAR,QB,2022,rushing,2026-07-03T11:41:21.722856,3.0,0.0,10.7,1.0,0.0,2.0,32.0,0.0,4.0,8.0,14.0
Mecole Hardman Jr.,4035004,KC,WR,2022,rushing,2026-07-03T11:41:21.722856,8.0,1.0,3.9,0.0,0.0,3.0,31.0,2.0,7.8,4.0,25.0
Patrick Taylor Jr.,4039358,GB,RB,2022,rushing,2026-07-03T11:41:21.722856,14.0,0.0,2.2,0.0,0.0,2.0,31.0,0.0,3.1,10.0,6.0
Trayveon Williams,4035222,CIN,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,3.8,0.0,0.0,1.0,30.0,0.0,5.0,6.0,16.0
Michael Pittman Jr.,4035687,IND,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,1.9,0.0,0.0,2.0,30.0,0.0,10.0,3.0,19.0
Anthony McFarland Jr.,4241941,PIT,RB,2022,rushing,2026-07-03T11:41:21.722856,1.0,0.0,30.0,0.0,0.0,3.0,30.0,0.0,5.0,6.0,14.0
Montrell Washington,4248822,DEN,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,6.0,5.0,19.0
Terry McLaurin,3121422,WSH,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.7,1.0,0.0,2.0,29.0,0.0,4.1,7.0,12.0
Giovani Bernard,15826,TB,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,3.5,1.0,0.0,0.0,28.0,0.0,3.5,8.0,8.0
Teddy Bridgewater,16728,MIA,QB,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,5.4,0.0,0.0,2.0,27.0,0.0,9.0,3.0,11.0
Connor Heyward,4241961,PIT,FB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,1.6,0.0,0.0,2.0,27.0,0.0,13.5,2.0,21.0
Kyle Juszczyk,16002,SF,FB,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,1.6,0.0,0.0,5.0,26.0,1.0,3.7,7.0,9.0
Tevin Coleman,2979477,SF,RB,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,5.2,0.0,0.0,2.0,26.0,1.0,2.2,12.0,14.0
Myles Gaskin,3886818,MIA,RB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,6.5,0.0,0.0,2.0,26.0,0.0,2.6,10.0,10.0
DJ Turner,4036211,LV,WR,2022,rushing,2026-07-03T11:41:21.722856,9.0,0.0,2.9,0.0,0.0,1.0,26.0,0.0,6.5,4.0,18.0
Armani Rogers,4056052,WSH,TE,2022,rushing,2026-07-03T11:41:21.722856,11.0,1.0,2.4,0.0,0.0,1.0,26.0,0.0,13.0,2.0,24.0
Jaylen Waddle,4372016,MIA,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.5,0.0,0.0,0.0,26.0,0.0,8.7,3.0,9.0
Deven Thompkins,4374187,TB,WR,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,5.2,0.0,0.0,1.0,26.0,0.0,13.0,2.0,17.0
Diontae Johnson,3932905,PIT,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.5,0.0,0.0,1.0,25.0,0.0,3.6,7.0,8.0
Jonathan Ward,4039274,ARI/TEN,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,3.1,0.0,0.0,2.0,25.0,0.0,5.0,5.0,12.0
Jalen Reagor,4241802,MIN,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.5,0.0,0.0,1.0,25.0,0.0,6.3,4.0,17.0
David Johnson,2508176,NO,RB,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,4.8,1.0,1.0,0.0,24.0,0.0,2.0,12.0,5.0
Tony Jones Jr.,4046676,SEA/NO,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,0.0,4.0,0.0,0.0,3.0,24.0,0.0,2.4,10.0,7.0
Justin Jefferson,4262921,MIN,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.4,0.0,0.0,2.0,24.0,1.0,6.0,4.0,10.0
George Pickens,4426354,PIT,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,1.4,0.0,0.0,2.0,24.0,1.0,8.0,3.0,22.0
Skyy Moore,4430191,KC,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,1.5,0.0,0.0,1.0,24.0,0.0,8.0,3.0,12.0
KJ Hamler,4240380,DEN,WR,2022,rushing,2026-07-03T11:41:21.722856,7.0,0.0,3.3,0.0,0.0,1.0,23.0,0.0,11.5,2.0,14.0
Brandon Aiyuk,4360438,SF,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.4,0.0,0.0,1.0,23.0,0.0,11.5,2.0,16.0
Derek Watt,2576450,PIT,FB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.2,0.0,0.0,8.0,21.0,1.0,2.3,9.0,4.0
Skylar Thompson,4036419,MIA,QB,2022,rushing,2026-07-03T11:41:21.722856,7.0,0.0,3.0,1.0,1.0,1.0,21.0,0.0,1.5,14.0,9.0
Ronnie Rivers,4243003,LAR,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,2.6,0.0,0.0,1.0,21.0,0.0,2.3,9.0,5.0
Ameer Abdullah,2576336,LV,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.2,0.0,0.0,2.0,20.0,0.0,5.0,4.0,7.0
Ty Chandler,4242431,MIN,RB,2022,rushing,2026-07-03T11:41:21.722856,3.0,0.0,6.7,0.0,0.0,1.0,20.0,0.0,3.3,6.0,10.0
Larry Rountree III,4241205,LAC,RB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,4.8,0.0,0.0,0.0,19.0,0.0,1.5,13.0,5.0
Trey Sermon,4241401,PHI,RB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,9.5,0.0,0.0,2.0,19.0,0.0,9.5,2.0,14.0
Mike Davis,3025433,BAL,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,2.3,1.0,0.0,1.0,18.0,0.0,2.3,8.0,10.0
Zay Jones,3059722,JAX,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,1.1,0.0,0.0,1.0,18.0,0.0,4.5,4.0,14.0
D'Ernest Johnson,3139602,CLE,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,1.1,0.0,0.0,1.0,17.0,0.0,4.3,4.0,7.0
KaVontae Turpin,3676833,DAL,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,5.7,3.0,11.0
Ben Skowronek,4035656,LAR,WR,2022,rushing,2026-07-03T11:41:21.722856,14.0,0.0,1.2,0.0,0.0,1.0,17.0,1.0,17.0,1.0,17.0
Jameis Winston,2969939,NO,QB,2022,rushing,2026-07-03T11:41:21.722856,3.0,0.0,5.3,2.0,0.0,0.0,16.0,0.0,3.2,5.0,6.0
Patrick Ricard,2975417,BAL,FB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,0.9,0.0,0.0,5.0,16.0,0.0,2.3,7.0,5.0
Tyquan Thornton,4362921,NE,WR,2022,rushing,2026-07-03T11:41:21.722856,13.0,0.0,1.2,0.0,0.0,1.0,16.0,1.0,5.3,3.0,19.0
Trent Taylor,3040569,CIN,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,0.9,0.0,0.0,0.0,15.0,0.0,3.8,4.0,9.0
Pharoh Cooper,3048897,ARI,WR,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,3.8,4.0,6.0
Dyami Brown,4361577,WSH,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,15.0,1.0,15.0
Kene Nwangwu,4035537,MIN,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,0.8,0.0,0.0,1.0,14.0,0.0,1.6,9.0,8.0
Evan Engram,3051876,JAX,TE,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,0.8,0.0,0.0,1.0,13.0,0.0,6.5,2.0,13.0
Kyle Allen,3115293,HOU,QB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,6.5,2.0,1.0,2.0,13.0,0.0,2.2,6.0,5.0
