player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
Isaac Guerendo,4372561,SF,RB,2024,rushing,2026-07-03T11:27:59.992971,16.0,2.0,26.3,0.0,0.0,18.0,420.0,4.0,5.0,84.0,76.0
Baker Mayfield,3052587,TB,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,2.0,22.2,9.0,1.0,24.0,378.0,3.0,6.3,60.0,28.0
Austin Ekeler,3068267,WSH,RB,2024,rushing,2026-07-03T11:27:59.992971,12.0,4.0,30.6,1.0,0.0,19.0,367.0,4.0,4.8,77.0,50.0
Gus Edwards,3051926,LAC,RB,2024,rushing,2026-07-03T11:27:59.992971,11.0,1.0,33.2,0.0,0.0,17.0,365.0,4.0,3.6,101.0,43.0
Braelon Allen,4685247,NYJ,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,19.6,0.0,0.0,22.0,334.0,2.0,3.6,92.0,20.0
Nick Chubb,3128720,CLE,RB,2024,rushing,2026-07-03T11:27:59.992971,8.0,0.0,41.5,1.0,1.0,17.0,332.0,3.0,3.3,102.0,19.0
Brock Purdy,4361741,SF,QB,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,21.5,2.0,0.0,33.0,323.0,5.0,4.9,66.0,16.0
Tyjae Spears,4428557,TEN,RB,2024,rushing,2026-07-03T11:27:59.992971,12.0,1.0,26.0,1.0,0.0,19.0,312.0,4.0,3.7,84.0,23.0
Ameer Abdullah,2576336,LV,RB,2024,rushing,2026-07-03T11:27:59.992971,16.0,1.0,19.4,1.0,1.0,14.0,311.0,2.0,4.7,66.0,40.0
Isiah Pacheco,4361529,KC,RB,2024,rushing,2026-07-03T11:27:59.992971,7.0,1.0,44.3,0.0,0.0,14.0,310.0,1.0,3.7,83.0,34.0
Audric Estime,4569682,DEN,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,1.0,23.8,2.0,1.0,15.0,310.0,2.0,4.1,76.0,21.0
Sean Tucker,4430871,TB,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,2.0,18.1,1.0,0.0,17.0,308.0,2.0,6.2,50.0,36.0
Patrick Mahomes,3139477,KC,QB,2024,rushing,2026-07-03T11:27:59.992971,16.0,2.0,19.2,1.0,0.0,22.0,307.0,2.0,5.3,58.0,33.0
Justin Herbert,4038941,LAC,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,4.0,18.0,2.0,1.0,23.0,306.0,2.0,4.4,69.0,41.0
Dameon Pierce,4360238,HOU,RB,2024,rushing,2026-07-03T11:27:59.992971,11.0,2.0,26.6,1.0,0.0,7.0,293.0,2.0,7.3,40.0,92.0
Trey Benson,4429275,ARI,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,1.0,22.4,1.0,0.0,16.0,291.0,1.0,4.6,63.0,20.0
Kenny Gainwell,4371733,PHI,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,17.1,0.0,0.0,12.0,290.0,1.0,3.9,75.0,20.0
Justin Fields,4362887,PIT,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,1.0,28.9,4.0,0.0,19.0,289.0,5.0,4.7,62.0,30.0
Taysom Hill,2468609,NO,QB,2024,rushing,2026-07-03T11:27:59.992971,8.0,2.0,34.8,0.0,0.0,18.0,278.0,6.0,7.1,39.0,75.0
Raheem Mostert,2576414,MIA,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,1.0,21.4,2.0,2.0,13.0,278.0,2.0,3.3,85.0,21.0
Geno Smith,15864,SEA,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,3.0,16.0,5.0,0.0,17.0,272.0,2.0,5.1,53.0,34.0
Daniel Jones,3917792,NYG,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,1.0,26.5,0.0,0.0,26.0,265.0,2.0,4.0,67.0,24.0
Jeremy McNichols,3127586,WSH,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,2.0,15.4,0.0,0.0,15.0,261.0,4.0,4.7,55.0,28.0
Jaylen Wright,4682745,MIA,RB,2024,rushing,2026-07-03T11:27:59.992971,15.0,1.0,16.6,1.0,1.0,11.0,249.0,0.0,3.7,68.0,20.0
Bryce Young,4685720,CAR,QB,2024,rushing,2026-07-03T11:27:59.992971,14.0,3.0,17.8,2.0,1.0,15.0,249.0,6.0,5.8,43.0,34.0
Zack Moss,4035676,CIN,RB,2024,rushing,2026-07-03T11:27:59.992971,8.0,0.0,30.3,2.0,1.0,13.0,242.0,2.0,3.3,74.0,16.0
C.J. Stroud,4432577,HOU,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,2.0,13.7,3.0,2.0,14.0,233.0,0.0,4.5,52.0,25.0
D'Onta Foreman,3125116,CLE,RB,2024,rushing,2026-07-03T11:27:59.992971,11.0,1.0,21.1,2.0,1.0,10.0,232.0,0.0,3.3,71.0,25.0
Justice Hill,4038441,BAL,RB,2024,rushing,2026-07-03T11:27:59.992971,15.0,2.0,15.2,0.0,0.0,14.0,228.0,1.0,4.9,47.0,51.0
Ezekiel Elliott,3051392,DAL,RB,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,15.1,0.0,0.0,14.0,226.0,3.0,3.1,74.0,11.0
Emari Demercado,4362478,ARI,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,2.0,17.2,0.0,0.0,8.0,223.0,1.0,9.3,24.0,53.0
Ty Johnson,3915411,BUF,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,12.5,0.0,0.0,13.0,213.0,1.0,5.2,41.0,19.0
Sam Darnold,3912547,MIN,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,12.5,3.0,2.0,23.0,212.0,1.0,3.2,67.0,19.0
Blake Corum,4429096,LAR,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,12.2,0.0,0.0,12.0,207.0,0.0,3.6,58.0,12.0
Miles Sanders,4045163,CAR,RB,2024,rushing,2026-07-03T11:27:59.992971,11.0,1.0,18.6,0.0,0.0,12.0,205.0,2.0,3.7,55.0,26.0
Christian McCaffrey,3117251,SF,RB,2024,rushing,2026-07-03T11:27:59.992971,4.0,0.0,50.5,0.0,0.0,12.0,202.0,0.0,4.0,50.0,19.0
Joe Burrow,3915511,CIN,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,11.8,2.0,0.0,16.0,201.0,2.0,4.8,42.0,47.0
Chris Brooks,3149687,GB,RB,2024,rushing,2026-07-03T11:27:59.992971,15.0,1.0,12.2,0.0,0.0,12.0,183.0,1.0,5.1,36.0,23.0
Patrick Taylor Jr.,4039358,SF,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,1.0,14.1,0.0,0.0,11.0,183.0,1.0,4.7,39.0,29.0
Will Levis,4361418,TEN,QB,2024,rushing,2026-07-03T11:27:59.992971,12.0,1.0,15.3,5.0,3.0,20.0,183.0,0.0,4.1,45.0,21.0
Zamir White,4361777,LV,RB,2024,rushing,2026-07-03T11:27:59.992971,8.0,0.0,22.9,2.0,2.0,4.0,183.0,1.0,2.8,65.0,17.0
Sincere McCormick,4430104,LV,RB,2024,rushing,2026-07-03T11:27:59.992971,5.0,1.0,36.6,0.0,0.0,10.0,183.0,0.0,4.7,39.0,29.0
Carson Steele,4714365,KC,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,10.8,3.0,2.0,14.0,183.0,0.0,3.3,56.0,9.0
Ty Chandler,4242431,MIN,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,10.7,0.0,0.0,9.0,182.0,0.0,3.3,56.0,25.0
Isaiah Davis,4695404,NYJ,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,10.2,0.0,0.0,10.0,174.0,1.0,5.8,30.0,20.0
Chris Rodriguez Jr.,4362619,WSH,RB,2024,rushing,2026-07-03T11:27:59.992971,9.0,1.0,19.2,0.0,0.0,10.0,173.0,2.0,4.9,35.0,25.0
Kenny McIntosh,4427391,SEA,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,10.1,0.0,0.0,8.0,172.0,0.0,5.5,31.0,25.0
Jamaal Williams,2980453,NO,RB,2024,rushing,2026-07-03T11:27:59.992971,14.0,0.0,11.7,0.0,0.0,11.0,164.0,1.0,3.4,48.0,14.0
Jayden Reed,4362249,GB,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,3.0,9.6,1.0,1.0,7.0,163.0,1.0,8.1,20.0,33.0
Trey Sermon,4241401,IND,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,9.4,0.0,0.0,14.0,159.0,2.0,2.8,56.0,17.0
Russell Wilson,14881,PIT,QB,2024,rushing,2026-07-03T11:27:59.992971,11.0,0.0,14.1,2.0,2.0,16.0,155.0,2.0,3.6,43.0,19.0
Kimani Vidal,4430968,LAC,RB,2024,rushing,2026-07-03T11:27:59.992971,10.0,0.0,15.5,1.0,0.0,7.0,155.0,0.0,3.6,43.0,19.0
Tyler Goodson,4429676,IND,RB,2024,rushing,2026-07-03T11:27:59.992971,16.0,1.0,9.6,0.0,0.0,6.0,153.0,1.0,4.8,32.0,33.0
Roschon Johnson,4426386,CHI,RB,2024,rushing,2026-07-03T11:27:59.992971,14.0,0.0,10.7,0.0,0.0,17.0,150.0,6.0,2.7,55.0,9.0
Deshaun Watson,3122840,CLE,QB,2024,rushing,2026-07-03T11:27:59.992971,7.0,0.0,21.1,2.0,1.0,8.0,148.0,1.0,4.8,31.0,16.0
Kendre Miller,4599739,NO,RB,2024,rushing,2026-07-03T11:27:59.992971,6.0,0.0,24.7,0.0,0.0,11.0,148.0,1.0,3.8,39.0,17.0
Spencer Rattler,4426339,NO,QB,2024,rushing,2026-07-03T11:27:59.992971,7.0,2.0,20.9,1.0,0.0,7.0,146.0,0.0,8.1,18.0,28.0
D'Ernest Johnson,3139602,JAX,RB,2024,rushing,2026-07-03T11:27:59.992971,14.0,1.0,10.2,0.0,0.0,7.0,143.0,0.0,4.5,32.0,22.0
Craig Reynolds,4421446,DET,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,8.2,1.0,0.0,6.0,139.0,0.0,4.5,31.0,19.0
Malik Willis,4242512,GB,QB,2024,rushing,2026-07-03T11:27:59.992971,7.0,3.0,19.7,0.0,0.0,6.0,138.0,1.0,6.9,20.0,29.0
Deebo Samuel,3126486,SF,WR,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,9.1,0.0,0.0,5.0,136.0,1.0,3.2,42.0,13.0
Cordarrelle Patterson,15807,PIT,RB,2024,rushing,2026-07-03T11:27:59.992971,13.0,0.0,10.4,1.0,1.0,7.0,135.0,0.0,4.2,32.0,14.0
Tyler Huntley,4035671,MIA,QB,2024,rushing,2026-07-03T11:27:59.992971,5.0,1.0,27.0,2.0,1.0,10.0,135.0,2.0,5.2,26.0,20.0
Drew Lock,3924327,NYG,QB,2024,rushing,2026-07-03T11:27:59.992971,8.0,3.0,16.6,1.0,0.0,9.0,133.0,2.0,7.4,18.0,28.0
Michael Carter,4240657,ARI,RB,2024,rushing,2026-07-03T11:27:59.992971,3.0,0.0,43.7,0.0,0.0,9.0,131.0,1.0,3.7,35.0,13.0
Khalil Herbert,4035886,CHI/CIN,RB,2024,rushing,2026-07-03T11:27:59.992971,14.0,0.0,9.3,0.0,0.0,10.0,130.0,1.0,3.6,36.0,14.0
Dorian Thompson-Robinson,4367178,CLE,QB,2024,rushing,2026-07-03T11:27:59.992971,7.0,1.0,17.4,1.0,0.0,9.0,122.0,0.0,5.8,21.0,34.0
Trevor Lawrence,4360310,JAX,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,1.0,11.9,0.0,0.0,13.0,119.0,3.0,4.6,26.0,33.0
Dare Ogunbowale,2983509,HOU,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,6.6,0.0,0.0,5.0,112.0,0.0,3.7,30.0,35.0
Pierre Strong Jr.,4249836,CLE,RB,2024,rushing,2026-07-03T11:27:59.992971,14.0,0.0,7.7,0.0,0.0,6.0,108.0,0.0,4.2,26.0,19.0
Aaron Rodgers,8439,NYJ,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,6.3,0.0,0.0,7.0,107.0,0.0,4.9,22.0,18.0
Mason Rudolph,3116407,TEN,QB,2024,rushing,2026-07-03T11:27:59.992971,8.0,0.0,13.3,3.0,1.0,13.0,106.0,1.0,4.2,25.0,14.0
Xavier Worthy,4683062,KC,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,2.0,6.1,0.0,0.0,4.0,104.0,3.0,5.2,20.0,21.0
Julius Chestnut,4367567,TEN,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,6.0,0.0,0.0,2.0,102.0,0.0,4.6,22.0,12.0
Ronnie Rivers,4243003,LAR,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,5.8,0.0,0.0,6.0,99.0,0.0,4.5,22.0,12.0
Marcus Mariota,2576980,WSH,QB,2024,rushing,2026-07-03T11:27:59.992971,3.0,1.0,30.7,0.0,0.0,6.0,92.0,1.0,5.1,18.0,33.0
Samaje Perine,3116389,KC,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,5.4,0.0,0.0,7.0,92.0,1.0,4.6,20.0,13.0
KaVontae Turpin,3676833,DAL,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,5.4,1.0,0.0,6.0,92.0,0.0,5.8,16.0,16.0
Mac Jones,4241464,JAX,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,0.0,9.2,1.0,1.0,12.0,92.0,1.0,3.3,28.0,13.0
Hassan Haskins,4372071,LAC,RB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,5.2,0.0,0.0,13.0,89.0,2.0,2.6,34.0,12.0
Tyler Badie,4362748,DEN,RB,2024,rushing,2026-07-03T11:27:59.992971,3.0,1.0,28.7,0.0,0.0,4.0,86.0,0.0,7.8,11.0,43.0
Jameis Winston,2969939,CLE,QB,2024,rushing,2026-07-03T11:27:59.992971,12.0,0.0,6.9,0.0,0.0,17.0,83.0,1.0,3.3,25.0,13.0
Jordan Love,4036378,GB,QB,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,5.5,3.0,0.0,9.0,83.0,1.0,3.3,25.0,14.0
Will Shipley,4431545,PHI,RB,2024,rushing,2026-07-03T11:27:59.992971,16.0,0.0,5.1,0.0,0.0,2.0,82.0,0.0,2.7,30.0,9.0
Raheem Blackshear,4259308,CAR,RB,2024,rushing,2026-07-03T11:27:59.992971,16.0,1.0,5.0,0.0,0.0,2.0,80.0,0.0,5.3,15.0,26.0
Ray-Ray McCloud III,3728262,ATL,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,1.0,4.6,0.0,0.0,3.0,79.0,0.0,7.9,10.0,20.0
DJ Moore,3915416,CHI,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,4.4,0.0,0.0,3.0,75.0,0.0,5.4,14.0,14.0
Derek Carr,16757,NO,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,0.0,7.1,1.0,0.0,4.0,71.0,1.0,4.2,17.0,13.0
CeeDee Lamb,4241389,DAL,WR,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,4.7,0.0,0.0,4.0,70.0,0.0,5.0,14.0,18.0
Jordan Mims,4243004,NO,RB,2024,rushing,2026-07-03T11:27:59.992971,11.0,0.0,6.4,0.0,0.0,2.0,70.0,0.0,3.5,20.0,9.0
Deuce Vaughn,4431453,DAL,RB,2024,rushing,2026-07-03T11:27:59.992971,7.0,0.0,10.0,0.0,0.0,2.0,70.0,0.0,4.1,17.0,12.0
Sterling Shepard,2976592,TB,WR,2024,rushing,2026-07-03T11:27:59.992971,14.0,1.0,4.9,0.0,0.0,4.0,69.0,0.0,8.6,8.0,24.0
JaMycal Hasty,3928925,NE,RB,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,4.6,0.0,0.0,4.0,69.0,0.0,3.5,20.0,15.0
Jacoby Brissett,2578570,NE,QB,2024,rushing,2026-07-03T11:27:59.992971,8.0,0.0,7.8,1.0,0.0,5.0,62.0,0.0,4.1,15.0,16.0
Mecole Hardman Jr.,4035004,KC,WR,2024,rushing,2026-07-03T11:27:59.992971,12.0,1.0,5.2,0.0,0.0,2.0,62.0,1.0,12.4,5.0,20.0
Jameson Williams,4426388,DET,WR,2024,rushing,2026-07-03T11:27:59.992971,15.0,0.0,4.1,0.0,0.0,5.0,61.0,1.0,5.5,11.0,15.0
Gardner Minshew II,4038524,LV,QB,2024,rushing,2026-07-03T11:27:59.992971,10.0,0.0,5.8,2.0,1.0,5.0,58.0,0.0,3.1,19.0,11.0
Jeff Wilson Jr.,3122976,MIA,RB,2024,rushing,2026-07-03T11:27:59.992971,9.0,0.0,6.3,0.0,0.0,3.0,57.0,0.0,3.6,16.0,14.0
Jared Goff,3046779,DET,QB,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,3.3,0.0,0.0,9.0,56.0,0.0,1.6,35.0,10.0
Zay Flowers,4429615,BAL,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,3.3,0.0,0.0,1.0,56.0,0.0,6.2,9.0,19.0
Calvin Ridley,3925357,TEN,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,3.2,1.0,1.0,3.0,55.0,1.0,6.9,8.0,19.0
Tony Jones Jr.,4046676,ARI,RB,2024,rushing,2026-07-03T11:27:59.992971,1.0,1.0,55.0,0.0,0.0,1.0,55.0,1.0,13.8,4.0,46.0
Dak Prescott,2577417,DAL,QB,2024,rushing,2026-07-03T11:27:59.992971,8.0,1.0,6.8,0.0,0.0,5.0,54.0,1.0,4.2,13.0,22.0
Bo Melton,4259305,GB,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,3.2,0.0,0.0,4.0,54.0,0.0,6.8,8.0,16.0
Tyreek Hill,3116406,MIA,WR,2024,rushing,2026-07-03T11:27:59.992971,17.0,0.0,3.1,0.0,0.0,2.0,53.0,0.0,6.6,8.0,16.0
Mike Boone,3139033,CAR,RB,2024,rushing,2026-07-03T11:27:59.992971,6.0,0.0,8.5,0.0,0.0,3.0,51.0,0.0,3.9,13.0,9.0
