player_name,espn_id,team,position,season,category,fetched_at,GP,CMP,ATT,CMP%,YDS,AVG,YDS/G,LNG,TD,INT,SACK,SYL,QBR,RTG
Kyler Murray,3917315,ARI,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,372.0,541.0,68.8,3851.0,7.1,226.5,60.0,21.0,11.0,30.0,220.0,63.4,93.5
Bo Nix,4426338,DEN,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,376.0,567.0,66.3,3775.0,6.7,222.1,93.0,29.0,12.0,24.0,198.0,53.5,93.3
Matthew Stafford,12483,LAR,QB,2024,passing,2026-07-03T11:27:48.463855,16.0,340.0,517.0,65.8,3762.0,7.3,235.1,69.0,20.0,8.0,28.0,213.0,61.5,93.7
Josh Allen,3918298,BUF,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,307.0,483.0,63.6,3731.0,7.7,219.5,64.0,28.0,6.0,14.0,63.0,74.8,101.4
C.J. Stroud,4432577,HOU,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,336.0,532.0,63.2,3727.0,7.0,219.2,67.0,20.0,12.0,52.0,408.0,46.4,87.0
Jayden Daniels,4426348,WSH,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,331.0,480.0,69.0,3568.0,7.4,209.9,86.0,25.0,9.0,47.0,238.0,67.7,100.1
Caleb Williams,4431611,CHI,QB,2024,passing,2026-07-03T11:27:48.463855,17.0,351.0,562.0,62.5,3541.0,6.3,208.3,47.0,20.0,6.0,68.0,466.0,43.3,87.8
Kirk Cousins,14880,ATL,QB,2024,passing,2026-07-03T11:27:48.463855,14.0,303.0,453.0,66.9,3508.0,7.7,250.6,60.0,18.0,16.0,28.0,201.0,47.0,88.6
Jordan Love,4036378,GB,QB,2024,passing,2026-07-03T11:27:48.463855,15.0,268.0,425.0,63.1,3389.0,8.0,225.9,70.0,25.0,11.0,14.0,95.0,66.3,96.7
Jalen Hurts,4040715,PHI,QB,2024,passing,2026-07-03T11:27:48.463855,15.0,248.0,361.0,68.7,2903.0,8.0,193.5,67.0,18.0,5.0,38.0,271.0,62.5,103.7
Tua Tagovailoa,4241479,MIA,QB,2024,passing,2026-07-03T11:27:48.463855,11.0,291.0,399.0,72.9,2867.0,7.2,260.6,80.0,19.0,7.0,21.0,154.0,57.1,101.4
Russell Wilson,14881,PIT,QB,2024,passing,2026-07-03T11:27:48.463855,11.0,214.0,336.0,63.7,2482.0,7.4,225.6,46.0,16.0,5.0,33.0,219.0,47.9,95.6
Bryce Young,4685720,CAR,QB,2024,passing,2026-07-03T11:27:48.463855,14.0,234.0,384.0,60.9,2403.0,6.3,171.6,83.0,15.0,9.0,29.0,186.0,50.7,82.2
Drake Maye,4431452,NE,QB,2024,passing,2026-07-03T11:27:48.463855,13.0,225.0,338.0,66.6,2276.0,6.7,175.1,40.0,15.0,10.0,34.0,229.0,55.2,88.1
Derek Carr,16757,NO,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,189.0,279.0,67.7,2145.0,7.7,214.5,71.0,15.0,5.0,8.0,48.0,60.2,101.0
Jameis Winston,2969939,CLE,QB,2024,passing,2026-07-03T11:27:48.463855,12.0,181.0,296.0,61.1,2121.0,7.2,176.8,89.0,13.0,12.0,24.0,130.0,52.2,80.6
Will Levis,4361418,TEN,QB,2024,passing,2026-07-03T11:27:48.463855,12.0,190.0,301.0,63.1,2091.0,6.9,174.3,98.0,13.0,12.0,41.0,233.0,25.2,81.4
Daniel Jones,3917792,NYG,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,216.0,341.0,63.3,2070.0,6.1,207.0,43.0,8.0,7.0,29.0,172.0,44.4,79.4
Trevor Lawrence,4360310,JAX,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,172.0,284.0,60.6,2045.0,7.2,204.5,85.0,11.0,7.0,18.0,140.0,56.1,85.2
Gardner Minshew II,4038524,LV,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,203.0,306.0,66.3,2013.0,6.6,201.3,57.0,9.0,10.0,29.0,164.0,35.0,81.0
Dak Prescott,2577417,DAL,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,185.0,286.0,64.7,1978.0,6.9,247.3,65.0,11.0,8.0,21.0,112.0,41.9,86.0
Cooper Rush,2972515,DAL,QB,2024,passing,2026-07-03T11:27:48.463855,12.0,187.0,308.0,60.7,1844.0,6.0,153.7,64.0,12.0,5.0,13.0,95.0,37.7,83.8
Anthony Richardson Sr.,4429084,IND,QB,2024,passing,2026-07-03T11:27:48.463855,11.0,126.0,264.0,47.7,1814.0,6.9,164.9,69.0,8.0,12.0,14.0,115.0,44.1,61.6
Joe Flacco,11252,IND,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,162.0,248.0,65.3,1761.0,7.1,220.1,65.0,12.0,7.0,18.0,123.0,50.0,90.5
Mac Jones,4241464,JAX,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,171.0,262.0,65.3,1672.0,6.4,167.2,62.0,8.0,8.0,14.0,100.0,36.6,80.5
Aidan O'Connell,4260394,LV,QB,2024,passing,2026-07-03T11:27:48.463855,9.0,154.0,243.0,63.4,1612.0,6.6,179.1,58.0,8.0,4.0,10.0,82.0,46.0,86.7
Mason Rudolph,3116407,TEN,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,146.0,228.0,64.0,1530.0,6.7,191.3,47.0,9.0,9.0,11.0,71.0,52.2,80.1
Spencer Rattler,4426339,NO,QB,2024,passing,2026-07-03T11:27:48.463855,7.0,130.0,228.0,57.0,1317.0,5.8,188.1,41.0,4.0,5.0,22.0,136.0,37.1,70.4
Deshaun Watson,3122840,CLE,QB,2024,passing,2026-07-03T11:27:48.463855,7.0,137.0,216.0,63.4,1148.0,5.3,164.0,35.0,5.0,3.0,33.0,191.0,21.0,79.0
Justin Fields,4362887,PIT,QB,2024,passing,2026-07-03T11:27:48.463855,10.0,106.0,161.0,65.8,1106.0,6.9,110.6,55.0,5.0,1.0,16.0,124.0,47.4,93.3
Drew Lock,3924327,NYG,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,107.0,181.0,59.1,1071.0,5.9,133.9,59.0,6.0,5.0,12.0,88.0,43.0,75.5
Andy Dalton,14012,CAR,QB,2024,passing,2026-07-03T11:27:48.463855,6.0,106.0,160.0,66.3,989.0,6.2,164.8,39.0,7.0,6.0,7.0,37.0,52.0,82.0
Tyler Huntley,4035671,MIA,QB,2024,passing,2026-07-03T11:27:48.463855,5.0,86.0,133.0,64.7,829.0,6.2,165.8,25.0,3.0,3.0,15.0,92.0,32.2,80.1
Jacoby Brissett,2578570,NE,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,95.0,161.0,59.0,826.0,5.1,103.3,50.0,2.0,1.0,18.0,119.0,41.5,74.2
Michael Penix Jr.,4360423,ATL,QB,2024,passing,2026-07-03T11:27:48.463855,5.0,61.0,105.0,58.1,775.0,7.4,155.0,42.0,3.0,3.0,4.0,14.0,47.6,78.9
Malik Willis,4242512,GB,QB,2024,passing,2026-07-03T11:27:48.463855,7.0,40.0,54.0,74.1,550.0,10.2,78.6,51.0,3.0,0.0,8.0,37.0,77.3,124.8
Desmond Ridder,4239086,LV,QB,2024,passing,2026-07-03T11:27:48.463855,6.0,52.0,85.0,61.2,458.0,5.4,76.3,28.0,2.0,2.0,10.0,64.0,25.3,73.6
Dorian Thompson-Robinson,4367178,CLE,QB,2024,passing,2026-07-03T11:27:48.463855,7.0,61.0,118.0,51.7,440.0,3.7,62.9,29.0,0.0,6.0,8.0,47.0,17.4,39.5
Marcus Mariota,2576980,WSH,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,34.0,44.0,77.3,364.0,8.3,121.3,29.0,4.0,0.0,3.0,29.0,86.3,131.3
Joshua Dobbs,3044720,SF,QB,2024,passing,2026-07-03T11:27:48.463855,2.0,32.0,47.0,68.1,361.0,7.7,180.5,36.0,2.0,2.0,2.0,28.0,34.2,87.3
Jimmy Garoppolo,16760,LAR,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,27.0,41.0,65.9,334.0,8.1,334.0,50.0,2.0,1.0,3.0,15.0,44.9,97.0
Tanner McKee,4685201,PHI,QB,2024,passing,2026-07-03T11:27:48.463855,2.0,30.0,45.0,66.7,323.0,7.2,161.5,25.0,4.0,0.0,2.0,17.0,65.5,117.2
Kenny Pickett,4240703,PHI,QB,2024,passing,2026-07-03T11:27:48.463855,5.0,25.0,42.0,59.5,291.0,6.9,58.2,49.0,2.0,1.0,4.0,33.0,73.1,86.5
Tim Boyle,3045169,MIA/NYG,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,27.0,50.0,54.0,276.0,5.5,92.0,30.0,1.0,1.0,2.0,11.0,30.7,68.4
Trey Lance,4383351,DAL,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,25.0,41.0,61.0,266.0,6.5,66.5,33.0,0.0,1.0,4.0,23.0,35.2,69.8
Tommy DeVito,4240391,NYG,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,31.0,44.0,70.5,257.0,5.8,85.7,23.0,0.0,0.0,6.0,31.0,24.4,85.1
Joe Milton III,4360698,NE,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,22.0,29.0,75.9,241.0,8.3,241.0,48.0,1.0,0.0,0.0,0.0,69.6,111.4
Jake Haener,4243322,NO,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,18.0,39.0,46.2,226.0,5.8,28.3,36.0,1.0,1.0,6.0,55.0,12.8,62.6
Davis Mills,4242546,HOU,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,20.0,36.0,55.6,212.0,5.9,53.0,25.0,0.0,0.0,2.0,18.0,64.8,72.9
Brandon Allen,2574511,SF,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,17.0,30.0,56.7,199.0,6.6,66.3,31.0,1.0,2.0,2.0,2.0,31.4,60.3
Skylar Thompson,4036419,MIA,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,21.0,33.0,63.6,187.0,5.7,62.3,22.0,0.0,0.0,6.0,44.0,3.4,78.7
Mitchell Trubisky,3039707,BUF,QB,2024,passing,2026-07-03T11:27:48.463855,9.0,19.0,26.0,73.1,179.0,6.9,19.9,69.0,2.0,0.0,0.0,0.0,57.8,117.3
Bailey Zappe,4250360,CLE,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,16.0,31.0,51.6,170.0,5.5,170.0,30.0,1.0,2.0,1.0,5.0,17.6,51.8
Tyrod Taylor,14163,NYJ,QB,2024,passing,2026-07-03T11:27:48.463855,2.0,17.0,22.0,77.3,119.0,5.4,59.5,20.0,3.0,0.0,0.0,0.0,95.0,128.6
Carson Wentz,2573079,KC,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,12.0,19.0,63.2,118.0,6.2,39.3,25.0,0.0,0.0,4.0,22.0,20.6,80.6
Hendon Hooker,4240858,DET,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,6.0,9.0,66.7,62.0,6.9,20.7,21.0,0.0,0.0,1.0,9.0,39.3,86.3
Nick Mullens,3059989,MIN,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,2.0,2.0,100.0,38.0,19.0,9.5,24.0,0.0,0.0,0.0,0.0,97.5,118.8
Jaxon Smith-Njigba,4430878,SEA,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,35.0,35.0,2.1,35.0,0.0,0.0,0.0,0.0,100.0,118.8
AJ Cole,3686689,LV,P,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,34.0,34.0,2.0,34.0,0.0,0.0,0.0,0.0,,118.8
Courtland Sutton,3128429,DEN,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,2.0,2.0,100.0,30.0,15.0,1.8,28.0,1.0,0.0,0.0,0.0,100.0,158.3
Taylor Heinicke,2565969,LAC,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,3.0,5.0,60.0,28.0,5.6,7.0,18.0,0.0,0.0,3.0,28.0,5.2,75.4
Mike White,3051381,BUF,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,3.0,11.0,27.3,28.0,2.5,28.0,14.0,0.0,0.0,0.0,0.0,12.4,39.6
Sam Howell,4426875,SEA,QB,2024,passing,2026-07-03T11:27:48.463855,3.0,5.0,14.0,35.7,24.0,1.7,8.0,12.0,0.0,1.0,4.0,21.0,2.9,14.6
Adonai Mitchell,4597500,IND,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,24.0,24.0,1.4,24.0,0.0,0.0,0.0,0.0,70.2,118.8
Justin Jefferson,4262921,MIN,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,22.0,22.0,1.3,22.0,0.0,0.0,0.0,0.0,23.7,118.8
Taysom Hill,2468609,NO,QB,2024,passing,2026-07-03T11:27:48.463855,8.0,2.0,4.0,50.0,21.0,5.3,2.6,18.0,0.0,1.0,0.0,0.0,91.0,26.0
Cedrick Wilson Jr.,4036335,NO,WR,2024,passing,2026-07-03T11:27:48.463855,15.0,1.0,1.0,100.0,21.0,21.0,1.4,21.0,1.0,0.0,1.0,3.0,99.6,158.3
Kyle Allen,3115293,PIT,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,1.0,1.0,100.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,99.3,118.8
Jalen Coker,4695883,CAR,WR,2024,passing,2026-07-03T11:27:48.463855,11.0,1.0,1.0,100.0,19.0,19.0,1.7,19.0,0.0,0.0,0.0,0.0,99.5,118.8
Josh Johnson,11394,BAL,QB,2024,passing,2026-07-03T11:27:48.463855,6.0,2.0,3.0,66.7,17.0,5.7,2.8,16.0,0.0,0.0,1.0,5.0,15.3,81.3
Jack Fox,3916370,DET,P,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,17.0,17.0,1.0,17.0,0.0,0.0,0.0,0.0,,118.8
Stefon Diggs,2976212,HOU,WR,2024,passing,2026-07-03T11:27:48.463855,8.0,1.0,1.0,100.0,13.0,13.0,1.6,13.0,0.0,0.0,0.0,0.0,12.1,118.8
Tyson Bagent,4434153,CHI,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,2.0,2.0,100.0,11.0,5.5,2.8,6.0,0.0,0.0,0.0,0.0,47.6,89.6
Clayton Tune,4360175,ARI,QB,2024,passing,2026-07-03T11:27:48.463855,6.0,2.0,2.0,100.0,8.0,4.0,1.3,7.0,0.0,0.0,0.0,0.0,0.5,83.3
Amon-Ra St. Brown,4374302,DET,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,7.0,7.0,0.4,7.0,1.0,0.0,0.0,0.0,99.5,135.4
Kyle Trask,4034946,TB,QB,2024,passing,2026-07-03T11:27:48.463855,4.0,1.0,1.0,100.0,5.0,5.0,1.3,5.0,0.0,0.0,0.0,0.0,88.1,87.5
Bryan Anger,14950,DAL,P,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,2.0,50.0,4.0,2.0,0.2,4.0,0.0,0.0,0.0,0.0,,56.3
Riley Dixon,2577619,DEN,P,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,3.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,,79.2
JK Scott,3126368,LAC,P,2024,passing,2026-07-03T11:27:48.463855,17.0,1.0,1.0,100.0,3.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,,79.2
David Montgomery,4035538,DET,RB,2024,passing,2026-07-03T11:27:48.463855,14.0,1.0,1.0,100.0,3.0,3.0,0.2,3.0,1.0,0.0,0.0,0.0,100.0,118.8
Johnny Hekker,15153,CAR,P,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
Keenan Allen,15818,CHI,WR,2024,passing,2026-07-03T11:27:48.463855,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Miles Killebrew,2575164,PIT,S,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.6
Tyler Boyd,3045144,TEN,WR,2024,passing,2026-07-03T11:27:48.463855,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,39.6
Kendrick Bourne,3045523,NE,WR,2024,passing,2026-07-03T11:27:48.463855,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,39.6
Joe Mixon,3116385,HOU,RB,2024,passing,2026-07-03T11:27:48.463855,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,39.6
Deebo Samuel,3126486,SF,WR,2024,passing,2026-07-03T11:27:48.463855,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,39.6
Allen Lazard,3128390,NYJ,WR,2024,passing,2026-07-03T11:27:48.463855,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
DJ Moore,3915416,CHI,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,39.6
Jakobi Meyers,3916433,LV,WR,2024,passing,2026-07-03T11:27:48.463855,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,39.6
Saquon Barkley,3929630,PHI,RB,2024,passing,2026-07-03T11:27:48.463855,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,39.6
Darnell Mooney,4040655,ATL,WR,2024,passing,2026-07-03T11:27:48.463855,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,39.6
Chris Oladokun,4044111,KC,QB,2024,passing,2026-07-03T11:27:48.463855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,39.6
Ty Chandler,4242431,MIN,RB,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,39.6
Tutu Atwell,4360797,LAR,WR,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,39.6
Dyami Brown,4361577,WSH,WR,2024,passing,2026-07-03T11:27:48.463855,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,39.6
Penei Sewell,4373825,DET,OT,2024,passing,2026-07-03T11:27:48.463855,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,39.6
Ricky Pearsall,4428209,SF,WR,2024,passing,2026-07-03T11:27:48.463855,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,39.6
Malik Nabers,4595348,NYG,WR,2024,passing,2026-07-03T11:27:48.463855,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,39.6
