player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
David Montgomery,Texans,RB,29.0,2,2,16.5,10.0,8.25,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
J.K. Dobbins,Broncos,RB,28.0,2,2,16.0,8.0,8.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
D'Andre Swift,Bears,RB,27.0,3,1,24.0,15.3,8.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Javonte Williams,Cowboys,RB,26.0,3,3,24.0,16.0,8.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tony Pollard,Titans,RB,29.0,3,1,21.75,10.49,7.25,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kenneth Gainwell,Buccaneers,RB,27.0,2,2,14.0,9.83,7.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Rico Dowdle,Steelers,RB,28.0,2,2,12.25,5.0,6.125,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tyler Allgeier,Cardinals,RB,26.0,2,2,12.25,8.0,6.125,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jaylen Warren,Steelers,RB,28.0,2,2,11.904,7.05,5.952,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Aaron Jones,Vikings,RB,32.0,1,1,5.56,5.0,5.56,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Bijan Robinson,Falcons,RB,24.0,4,2,21.958544,21.958544,5.489636,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jordan Mason,Vikings,RB,27.0,2,1,10.5,7.23,5.25,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Chris Rodriguez Jr.,Jaguars,RB,27.0,2,2,10.0,6.2,5.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Keaton Mitchell,Chargers,RB,24.0,2,2,9.25,5.0,4.625,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jahmyr Gibbs,Lions,RB,24.0,4,2,17.845138,17.845138,4.461285,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Omarion Hampton,Chargers,RB,23.0,4,3,17.774464,17.774464,4.443616,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jadarian Price,Seahawks,RB,23.0,4,4,16.783748,16.783748,4.195937,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
