player_name,espn_id,team,position,season,category,fetched_at,GP,REC,TGTS,BIG,YDS/G,FUM,LST,YAC,FD,REC_YDS,REC_TD,REC_AVG,REC_LNG
DeAndre Hopkins,15795,HOU,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,104.0,150.0,16.0,77.7,0.0,0.0,393.0,68.0,1165.0,7.0,11.2,43.0
Cooper Kupp,2977187,LAR,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,94.0,134.0,21.0,72.6,3.0,0.0,547.0,51.0,1161.0,10.0,12.4,66.0
Mike Evans,16737,TB,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,67.0,118.0,17.0,89.0,0.0,0.0,276.0,54.0,1157.0,8.0,17.3,67.0
Allen Robinson,16799,CHI,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,98.0,154.0,15.0,71.7,0.0,0.0,279.0,63.0,1147.0,7.0,11.7,49.0
Darren Waller,2576925,OAK,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,90.0,117.0,14.0,71.6,1.0,1.0,601.0,53.0,1145.0,3.0,12.7,75.0
Robert Woods,15880,LAR,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,90.0,139.0,14.0,75.6,0.0,0.0,584.0,54.0,1134.0,2.0,12.6,48.0
Stefon Diggs,2976212,MIN,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,63.0,94.0,20.0,75.3,4.0,3.0,308.0,41.0,1130.0,6.0,17.9,66.0
Julian Edelman,12649,NE,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,100.0,153.0,13.0,69.8,3.0,1.0,337.0,54.0,1117.0,6.0,11.2,44.0
Courtland Sutton,3128429,DEN,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,72.0,124.0,18.0,69.5,2.0,0.0,363.0,50.0,1112.0,6.0,15.4,70.0
Michael Gallup,4036348,DAL,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,66.0,113.0,18.0,79.1,0.0,0.0,343.0,50.0,1107.0,6.0,16.8,62.0
John Brown,16804,BUF,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,72.0,115.0,17.0,70.7,0.0,0.0,217.0,53.0,1060.0,6.0,14.7,53.0
Tyler Lockett,2577327,SEA,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,82.0,110.0,15.0,66.1,1.0,0.0,314.0,53.0,1057.0,8.0,12.9,44.0
George Kittle,3040151,SF,TE,2019,receiving,2026-07-03T11:37:32.574676,14.0,85.0,107.0,16.0,75.2,1.0,0.0,622.0,53.0,1053.0,5.0,12.4,61.0
A.J. Brown,4047646,TEN,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,52.0,84.0,15.0,65.7,1.0,0.0,463.0,39.0,1051.0,8.0,20.2,91.0
Tyler Boyd,3045144,CIN,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,90.0,148.0,12.0,65.4,2.0,2.0,358.0,51.0,1046.0,5.0,11.6,47.0
Odell Beckham Jr.,16733,CLE,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,74.0,133.0,16.0,64.7,0.0,0.0,331.0,44.0,1035.0,4.0,14.0,89.0
DJ Chark,3115394,JAX,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,73.0,118.0,17.0,67.2,0.0,0.0,316.0,42.0,1008.0,8.0,13.8,69.0
Christian McCaffrey,3117251,CAR,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,116.0,142.0,7.0,62.8,0.0,0.0,1010.0,58.0,1005.0,4.0,8.7,28.0
Mike Williams,3045138,LAC,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,49.0,90.0,17.0,66.7,0.0,0.0,219.0,41.0,1001.0,2.0,20.4,56.0
Davante Adams,16800,GB,WR,2019,receiving,2026-07-03T11:37:32.574676,12.0,83.0,127.0,12.0,83.1,2.0,1.0,393.0,54.0,997.0,5.0,12.0,58.0
Austin Ekeler,3068267,LAC,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,92.0,108.0,9.0,62.1,2.0,1.0,944.0,42.0,993.0,8.0,10.8,84.0
Terry McLaurin,3121422,WSH,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,58.0,93.0,15.0,65.6,0.0,0.0,220.0,43.0,919.0,7.0,15.8,75.0
Zach Ertz,15835,PHI,TE,2019,receiving,2026-07-03T11:37:32.574676,15.0,88.0,135.0,12.0,61.1,1.0,1.0,276.0,50.0,916.0,6.0,10.4,30.0
DK Metcalf,4047650,SEA,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,58.0,100.0,13.0,56.3,3.0,3.0,278.0,39.0,900.0,7.0,15.5,54.0
Emmanuel Sanders,13295,SF/DEN,WR,2019,receiving,2026-07-03T11:37:32.574676,17.0,66.0,97.0,11.0,51.1,0.0,0.0,244.0,41.0,869.0,5.0,13.2,75.0
Calvin Ridley,3925357,ATL,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,63.0,93.0,12.0,66.6,0.0,0.0,139.0,47.0,866.0,7.0,13.7,36.0
Tyreek Hill,3116406,KC,WR,2019,receiving,2026-07-03T11:37:32.574676,12.0,58.0,89.0,11.0,71.7,0.0,0.0,276.0,39.0,860.0,7.0,14.8,57.0
Mark Andrews,3116365,BAL,TE,2019,receiving,2026-07-03T11:37:32.574676,15.0,64.0,98.0,16.0,56.8,2.0,1.0,302.0,44.0,852.0,10.0,13.3,51.0
Jamison Crowder,2576716,NYJ,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,78.0,122.0,11.0,52.1,0.0,0.0,357.0,41.0,833.0,6.0,10.7,41.0
Randall Cobb,14053,DAL,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,55.0,83.0,15.0,55.2,2.0,1.0,343.0,41.0,828.0,3.0,15.1,59.0
Larry Fitzgerald,5528,ARI,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,75.0,109.0,10.0,50.3,1.0,1.0,358.0,40.0,804.0,4.0,10.7,54.0
Deebo Samuel,3126486,SF,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,57.0,81.0,17.0,53.5,2.0,1.0,481.0,32.0,802.0,3.0,14.1,42.0
Austin Hooper,3043275,ATL,TE,2019,receiving,2026-07-03T11:37:32.574676,13.0,75.0,97.0,8.0,60.5,0.0,0.0,329.0,41.0,787.0,6.0,10.5,35.0
Marvin Jones Jr.,15072,DET,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,62.0,91.0,12.0,59.9,0.0,0.0,121.0,41.0,779.0,9.0,12.6,47.0
Robbie Chosen,2574808,NYJ,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,52.0,96.0,13.0,48.7,1.0,0.0,171.0,35.0,779.0,5.0,15.0,92.0
Cole Beasley,15349,BUF,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,67.0,106.0,10.0,51.9,0.0,0.0,344.0,37.0,778.0,6.0,11.6,51.0
Chris Conley,2578533,JAX,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,47.0,90.0,13.0,48.4,0.0,0.0,253.0,36.0,775.0,5.0,16.5,70.0
Darius Slayton,3916945,NYG,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,48.0,84.0,12.0,52.9,0.0,0.0,198.0,32.0,740.0,8.0,15.4,55.0
James Washington,3122449,PIT,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,44.0,80.0,13.0,49.0,1.0,1.0,203.0,31.0,735.0,3.0,16.7,79.0
Tyler Higbee,2573401,LAR,TE,2019,receiving,2026-07-03T11:37:32.574676,15.0,69.0,89.0,11.0,48.9,0.0,0.0,403.0,36.0,734.0,3.0,10.6,33.0
Christian Kirk,3895856,ARI,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,68.0,107.0,6.0,54.5,0.0,0.0,291.0,31.0,709.0,3.0,10.4,69.0
Jared Cook,12537,NO,TE,2019,receiving,2026-07-03T11:37:32.574676,14.0,43.0,65.0,15.0,50.4,0.0,0.0,258.0,32.0,705.0,9.0,16.4,61.0
Diontae Johnson,3932905,PIT,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,59.0,92.0,7.0,42.5,3.0,1.0,307.0,31.0,680.0,5.0,11.5,45.0
Danny Amendola,11674,DET,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,62.0,97.0,6.0,45.2,0.0,0.0,218.0,36.0,678.0,1.0,10.9,47.0
Golden Tate,13217,NYG,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,49.0,85.0,10.0,61.5,1.0,1.0,289.0,30.0,676.0,6.0,13.8,64.0
Sammy Watkins,16725,KC,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,52.0,90.0,9.0,48.1,2.0,1.0,302.0,30.0,673.0,3.0,12.9,68.0
William Fuller V,3052876,HOU,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,49.0,71.0,10.0,60.9,1.0,0.0,227.0,26.0,670.0,3.0,13.7,54.0
Dede Westbrook,3892889,JAX,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,66.0,101.0,10.0,44.0,0.0,0.0,316.0,31.0,660.0,3.0,10.0,39.0
Anthony Miller,3050487,CHI,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,52.0,85.0,11.0,41.0,0.0,0.0,227.0,34.0,656.0,2.0,12.6,35.0
Hunter Henry,3046439,LAC,TE,2019,receiving,2026-07-03T11:37:32.574676,12.0,55.0,76.0,8.0,54.3,1.0,1.0,174.0,36.0,652.0,5.0,11.9,30.0
Tyrell Williams,2587819,OAK,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,42.0,64.0,12.0,46.5,0.0,0.0,204.0,33.0,651.0,6.0,15.5,46.0
James White,16913,NE,RB,2019,receiving,2026-07-03T11:37:32.574676,15.0,72.0,95.0,9.0,43.0,0.0,0.0,541.0,31.0,645.0,5.0,9.0,59.0
Breshad Perriman,2972460,TB,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,36.0,70.0,15.0,46.1,0.0,0.0,134.0,29.0,645.0,6.0,17.9,44.0
Curtis Samuel,3121427,CAR,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,54.0,105.0,8.0,39.2,0.0,0.0,153.0,36.0,627.0,6.0,11.6,44.0
Zach Pascal,2978109,IND,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,41.0,72.0,11.0,37.9,0.0,0.0,234.0,29.0,607.0,5.0,14.8,37.0
Dallas Goedert,3121023,PHI,TE,2019,receiving,2026-07-03T11:37:32.574676,15.0,58.0,87.0,8.0,40.5,2.0,2.0,363.0,33.0,607.0,5.0,10.5,28.0
Hunter Renfrow,3135321,OAK,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,49.0,71.0,7.0,46.5,0.0,0.0,327.0,31.0,605.0,4.0,12.3,65.0
Corey Davis,3042778,TEN,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,43.0,69.0,10.0,40.1,1.0,0.0,211.0,33.0,601.0,2.0,14.0,38.0
Greg Olsen,10475,CAR,TE,2019,receiving,2026-07-03T11:37:32.574676,14.0,52.0,82.0,6.0,42.6,0.0,0.0,217.0,34.0,597.0,2.0,11.5,41.0
Hollywood Brown,4241372,BAL,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,46.0,71.0,8.0,41.7,0.0,0.0,237.0,24.0,584.0,7.0,12.7,83.0
Brandin Cooks,16731,LAR,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,42.0,72.0,9.0,41.6,0.0,0.0,169.0,32.0,583.0,2.0,13.9,57.0
Sterling Shepard,2976592,NYG,WR,2019,receiving,2026-07-03T11:37:32.574676,10.0,57.0,83.0,8.0,57.6,0.0,0.0,180.0,29.0,576.0,3.0,10.1,36.0
Auden Tate,3921564,CIN,WR,2019,receiving,2026-07-03T11:37:32.574676,12.0,40.0,80.0,8.0,47.9,1.0,1.0,202.0,29.0,575.0,1.0,14.4,33.0
Mike Gesicki,3116164,MIA,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,51.0,89.0,7.0,35.6,1.0,1.0,195.0,25.0,570.0,5.0,11.2,34.0
Noah Fant,4036131,DEN,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,40.0,66.0,10.0,35.1,1.0,1.0,388.0,23.0,562.0,3.0,14.1,75.0
Kenny Stills,16016,HOU,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,40.0,55.0,9.0,43.2,0.0,0.0,141.0,27.0,561.0,4.0,14.0,45.0
JuJu Smith-Schuster,3120348,PIT,WR,2019,receiving,2026-07-03T11:37:32.574676,12.0,42.0,70.0,7.0,46.0,1.0,1.0,243.0,23.0,552.0,3.0,13.1,76.0
Mecole Hardman Jr.,4035004,KC,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,26.0,41.0,9.0,33.6,0.0,0.0,305.0,18.0,538.0,6.0,20.7,83.0
Alvin Kamara,3054850,NO,RB,2019,receiving,2026-07-03T11:37:32.574676,14.0,81.0,97.0,2.0,38.1,1.0,0.0,568.0,28.0,533.0,1.0,6.6,41.0
Jason Witten,4527,DAL,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,63.0,83.0,2.0,33.1,1.0,1.0,171.0,27.0,529.0,4.0,8.4,33.0
Alex Erickson,2977800,CIN,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,43.0,78.0,5.0,33.1,1.0,0.0,230.0,26.0,529.0,0.0,12.3,52.0
Leonard Fournette,3115364,JAX,RB,2019,receiving,2026-07-03T11:37:32.574676,15.0,76.0,100.0,3.0,34.8,1.0,1.0,576.0,23.0,522.0,0.0,6.9,27.0
Mohamed Sanu,14922,ATL/NE,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,59.0,89.0,3.0,34.7,0.0,0.0,193.0,30.0,520.0,2.0,8.8,28.0
Dalvin Cook,3116593,MIN,RB,2019,receiving,2026-07-03T11:37:32.574676,14.0,53.0,63.0,7.0,37.1,1.0,0.0,597.0,26.0,519.0,0.0,9.8,31.0
Miles Sanders,4045163,PHI,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,50.0,63.0,8.0,31.8,0.0,0.0,419.0,19.0,509.0,3.0,10.2,45.0
John Ross,3052177,CIN,WR,2019,receiving,2026-07-03T11:37:32.574676,8.0,28.0,56.0,10.0,63.3,1.0,1.0,200.0,22.0,506.0,3.0,18.1,66.0
T.Y. Hilton,14924,IND,WR,2019,receiving,2026-07-03T11:37:32.574676,10.0,45.0,68.0,6.0,50.1,0.0,0.0,213.0,24.0,501.0,5.0,11.1,35.0
Alshon Jeffery,14912,PHI,WR,2019,receiving,2026-07-03T11:37:32.574676,10.0,43.0,73.0,6.0,49.0,0.0,0.0,133.0,36.0,490.0,4.0,11.4,38.0
Allen Lazard,3128390,GB,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,35.0,52.0,6.0,29.8,0.0,0.0,145.0,24.0,477.0,3.0,13.6,43.0
Aaron Jones Sr.,3042519,GB,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,49.0,68.0,6.0,29.6,1.0,1.0,453.0,18.0,474.0,3.0,9.7,67.0
Evan Engram,3051876,NYG,TE,2019,receiving,2026-07-03T11:37:32.574676,8.0,44.0,68.0,4.0,58.4,0.0,0.0,254.0,23.0,467.0,3.0,10.6,75.0
Le'Veon Bell,15825,NYJ,RB,2019,receiving,2026-07-03T11:37:32.574676,15.0,66.0,78.0,2.0,30.7,1.0,1.0,454.0,20.0,461.0,1.0,7.0,23.0
O.J. Howard,3043080,TB,TE,2019,receiving,2026-07-03T11:37:32.574676,14.0,34.0,53.0,8.0,32.8,1.0,1.0,165.0,23.0,459.0,1.0,13.5,33.0
Tarik Cohen,3066158,CHI,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,79.0,104.0,2.0,28.5,1.0,0.0,437.0,18.0,456.0,3.0,5.8,31.0
Marquez Valdes-Scantling,3051738,GB,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,26.0,56.0,7.0,28.3,0.0,0.0,152.0,14.0,452.0,2.0,17.4,74.0
Demarcus Robinson,3043116,KC,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,32.0,55.0,7.0,28.1,0.0,0.0,105.0,19.0,449.0,4.0,14.0,44.0
Jack Doyle,16504,IND,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,43.0,72.0,4.0,28.0,1.0,0.0,223.0,29.0,448.0,4.0,10.4,23.0
Jimmy Graham,13232,GB,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,38.0,60.0,7.0,27.9,1.0,0.0,256.0,23.0,447.0,3.0,11.8,48.0
Russell Gage Jr.,3115378,ATL,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,49.0,74.0,0.0,27.9,0.0,0.0,167.0,25.0,446.0,1.0,9.1,19.0
Jonnu Smith,3054212,TEN,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,35.0,44.0,8.0,27.4,0.0,0.0,284.0,16.0,439.0,3.0,12.5,57.0
Saquon Barkley,3929630,NYG,RB,2019,receiving,2026-07-03T11:37:32.574676,13.0,52.0,73.0,6.0,33.7,1.0,0.0,441.0,14.0,438.0,2.0,8.4,65.0
Tyler Eifert,15788,CIN,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,43.0,63.0,4.0,27.3,0.0,0.0,115.0,24.0,436.0,3.0,10.1,27.0
Demaryius Thomas,13216,NYJ,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,36.0,58.0,4.0,39.4,0.0,0.0,176.0,22.0,433.0,1.0,12.0,47.0
Preston Williams,3915399,MIA,WR,2019,receiving,2026-07-03T11:37:32.574676,8.0,32.0,60.0,6.0,53.5,2.0,1.0,71.0,24.0,428.0,3.0,13.4,35.0
Josh Gordon,15705,SEA/NE,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,27.0,47.0,8.0,38.7,0.0,0.0,158.0,16.0,426.0,1.0,15.8,58.0
Ted Ginn Jr.,10453,NO,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,30.0,56.0,7.0,26.3,0.0,0.0,47.0,20.0,421.0,2.0,14.0,45.0
Ezekiel Elliott,3051392,DAL,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,54.0,71.0,3.0,26.3,0.0,0.0,402.0,21.0,420.0,2.0,7.8,27.0
Adam Thielen,16460,MIN,WR,2019,receiving,2026-07-03T11:37:32.574676,10.0,30.0,48.0,8.0,41.8,0.0,0.0,123.0,18.0,418.0,6.0,13.9,44.0
Jordan Akins,3128452,HOU,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,36.0,55.0,4.0,26.1,0.0,0.0,244.0,21.0,418.0,2.0,11.6,53.0
Allen Hurns,17177,MIA,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,32.0,47.0,4.0,29.7,1.0,1.0,101.0,18.0,416.0,2.0,13.0,27.0
Devonta Freeman,16944,ATL,RB,2019,receiving,2026-07-03T11:37:32.574676,14.0,59.0,70.0,2.0,29.3,1.0,1.0,353.0,17.0,410.0,4.0,6.9,28.0
Duke Johnson,2969962,HOU,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,44.0,62.0,1.0,25.6,0.0,0.0,362.0,18.0,410.0,3.0,9.3,21.0
Gerald Everett,3918639,LAR,TE,2019,receiving,2026-07-03T11:37:32.574676,13.0,37.0,60.0,6.0,31.4,0.0,0.0,180.0,22.0,408.0,2.0,11.0,33.0
Phillip Dorsett II,2579604,NE,WR,2019,receiving,2026-07-03T11:37:32.574676,14.0,29.0,54.0,6.0,28.4,0.0,0.0,89.0,17.0,397.0,5.0,13.7,58.0
Dawson Knox,3930086,BUF,TE,2019,receiving,2026-07-03T11:37:32.574676,15.0,28.0,50.0,7.0,25.9,0.0,0.0,149.0,15.0,388.0,2.0,13.9,49.0
Chris Thompson,15966,WSH,RB,2019,receiving,2026-07-03T11:37:32.574676,11.0,42.0,58.0,3.0,34.4,1.0,0.0,347.0,16.0,378.0,0.0,9.0,39.0
Eric Ebron,16732,IND,TE,2019,receiving,2026-07-03T11:37:32.574676,11.0,31.0,52.0,4.0,34.1,0.0,0.0,165.0,20.0,375.0,3.0,12.1,48.0
Adam Humphries,2576491,TEN,WR,2019,receiving,2026-07-03T11:37:32.574676,12.0,37.0,47.0,4.0,31.2,0.0,0.0,122.0,20.0,374.0,2.0,10.1,30.0
David Johnson,2508176,ARI,RB,2019,receiving,2026-07-03T11:37:32.574676,13.0,36.0,47.0,7.0,28.5,1.0,1.0,232.0,17.0,370.0,4.0,10.3,31.0
Kyle Rudolph,14054,MIN,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,39.0,48.0,3.0,22.9,0.0,0.0,194.0,24.0,367.0,6.0,9.4,32.0
T.J. Hockenson,4036133,DET,TE,2019,receiving,2026-07-03T11:37:32.574676,12.0,32.0,59.0,6.0,30.6,0.0,0.0,202.0,19.0,367.0,2.0,11.5,39.0
Blake Jarwin,2991767,DAL,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,31.0,41.0,8.0,22.8,1.0,0.0,160.0,17.0,365.0,3.0,11.8,42.0
Kelvin Harmon,4036163,WSH,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,30.0,44.0,8.0,22.8,0.0,0.0,98.0,16.0,365.0,0.0,12.2,30.0
Nelson Agholor,2971618,PHI,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,39.0,69.0,5.0,33.0,2.0,1.0,146.0,17.0,363.0,3.0,9.3,43.0
Keelan Cole Sr.,3071572,JAX,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,24.0,35.0,5.0,22.6,0.0,0.0,101.0,19.0,361.0,3.0,15.0,55.0
Damiere Byrd,2577667,ARI,WR,2019,receiving,2026-07-03T11:37:32.574676,11.0,32.0,46.0,3.0,32.6,1.0,1.0,147.0,16.0,359.0,1.0,11.2,58.0
Jakobi Meyers,3916433,NE,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,26.0,41.0,9.0,23.9,0.0,0.0,123.0,17.0,359.0,0.0,13.8,35.0
Kendrick Bourne,3045523,SF,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,30.0,44.0,4.0,22.4,0.0,0.0,116.0,23.0,358.0,5.0,11.9,30.0
Taylor Gabriel,17437,CHI,WR,2019,receiving,2026-07-03T11:37:32.574676,9.0,29.0,48.0,4.0,39.2,0.0,0.0,79.0,17.0,353.0,4.0,12.2,53.0
Albert Wilson,17051,MIA,WR,2019,receiving,2026-07-03T11:37:32.574676,13.0,43.0,62.0,4.0,27.0,0.0,0.0,181.0,22.0,351.0,1.0,8.2,35.0
Jacob Hollister,3125404,SEA,TE,2019,receiving,2026-07-03T11:37:32.574676,11.0,41.0,59.0,3.0,31.7,0.0,0.0,174.0,16.0,349.0,3.0,8.5,22.0
Hayden Hurst,3924365,BAL,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,30.0,39.0,4.0,21.8,0.0,0.0,155.0,16.0,349.0,2.0,11.6,61.0
Kenyan Drake,2979843,ARI/MIA,RB,2019,receiving,2026-07-03T11:37:32.574676,14.0,50.0,68.0,2.0,24.6,0.0,0.0,433.0,15.0,345.0,0.0,6.9,26.0
Darren Fells,15773,HOU,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,34.0,48.0,2.0,21.3,0.0,0.0,169.0,22.0,341.0,7.0,10.0,24.0
Willie Snead IV,17258,BAL,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,31.0,46.0,4.0,21.2,0.0,0.0,140.0,20.0,339.0,5.0,10.9,50.0
Tajae Sharpe,2982828,TEN,WR,2019,receiving,2026-07-03T11:37:32.574676,15.0,25.0,35.0,4.0,21.9,0.0,0.0,58.0,20.0,329.0,4.0,13.2,47.0
Josh Reynolds,3115306,LAR,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,21.0,43.0,8.0,20.4,0.0,0.0,145.0,15.0,326.0,1.0,15.5,31.0
Jalen Richard,2972091,OAK,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,36.0,43.0,5.0,20.2,1.0,0.0,249.0,15.0,323.0,0.0,9.0,33.0
Nick Boyle,2574591,BAL,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,31.0,43.0,4.0,20.1,0.0,0.0,160.0,13.0,321.0,2.0,10.4,35.0
Ryan Griffin,15887,NYJ,TE,2019,receiving,2026-07-03T11:37:32.574676,13.0,34.0,41.0,4.0,24.6,0.0,0.0,182.0,19.0,320.0,5.0,9.4,45.0
Nyheim Hines,3916430,IND,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,44.0,58.0,2.0,20.0,1.0,1.0,313.0,15.0,320.0,0.0,7.3,21.0
Cameron Brate,17453,TB,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,36.0,55.0,1.0,19.4,0.0,0.0,99.0,21.0,311.0,4.0,8.6,37.0
Irv Smith Jr.,4040980,MIN,TE,2019,receiving,2026-07-03T11:37:32.574676,16.0,36.0,47.0,5.0,19.4,1.0,0.0,136.0,17.0,311.0,2.0,8.6,29.0
Steven Sims,3917960,WSH,WR,2019,receiving,2026-07-03T11:37:32.574676,16.0,34.0,56.0,2.0,19.4,0.0,0.0,167.0,18.0,310.0,4.0,9.1,65.0
Ronald Jones,3912550,TB,RB,2019,receiving,2026-07-03T11:37:32.574676,16.0,31.0,40.0,3.0,19.3,1.0,1.0,303.0,12.0,309.0,0.0,10.0,41.0
Jaylen Samuels,3116721,PIT,RB,2019,receiving,2026-07-03T11:37:32.574676,14.0,47.0,57.0,1.0,21.8,1.0,1.0,372.0,19.0,305.0,1.0,6.5,27.0
